restaurant;address;country
Lasagna Ristorante;196 8th Avenue;New York, NY, 10011
Lassi;28 Greenwich Avenue;New York, NY, 10011
Lattanzi;361 West 46th Street;New York, NY, 10036
Lavagna;545 East 5th Street;New York, NY, 10009
Lawrence Scott Restaurant;1363 1st Avenue;New York, NY, 10021
Le Basket;683 Broadway;New York, NY, 10012
Le Bateau Ivre;230 East 51st Street;New York, NY, 10022
Le Bateau Ivre Inc;230 East 51ST Street;New York, NY, 10022
Le Bilboquet;25 East 63rd Street;New York, NY, 10021
Le Boeuf À La Mode;539 East 81st Street;New York, NY, 10028
Le Charlot;19 East 69th Street;New York, NY, 10021
Le Cirque;One Beacon Court - 151 East 58th Street;New York, NY, 10022
Le Clown Bistro Francais;205 East 75th Street;New York, NY, 10021
Le Colonial;149 East 57th Street;New York, NY, 10022
Le Frite Kote;148 West 4th Street;New York, NY, 10012
Le Gamin;132 Houston Street;New York, NY, 10012
Le Gamin;522 Hudson Street;New York, NY, 10014
Le Gamin;536 East 5th Street;New York, NY,
Le Gigot;18 Cornelia Street;New York, NY, 10014
Le Jardin Bistro;25 Cleveland Place;New York, NY, 10012
Le Madeleine (CLOSED);403 West 43rd Street;New York, NY, 10036
Le Miu;107 Avenue A;New York, NY, 10009
Le Monde;2885 Broadway;New York, NY, 10025
Le Pain Quotidien;1270 1st Avenue;New York, NY, 10021
Le Pain Quotidien;922 7th Avenue;New York, NY, 10019
Le Pain Quotidien;833 Lexington Avenue;New York, NY, 10021
Le Pain Quotidien;60 West 65th Street;New York, NY, 10023
Le Pain Quotidien;494 Amsterdam Avenue;New York, NY, 10024
Le Pain Quotidien;38 East 19th Street;New York, NY, 10003
Le Pain Quotidien;801 Broadway;New York, NY, 10003
Le Pain Quotidien;10 5th Avenue;New York, NY, 10003
Le Pain Quotidien;1131 Madison Avenue;New York, NY, 10028
Le Pain Quotidien;252 East 77th Street;New York, NY, 10021
Le Pain Quotidien;124 7th Avenue;New York, NY, 10011
Le Pain Quotidien;100 Grand Street;New York, NY, 10013
Le Pain Quotidien;50 West 72nd Street;New York, NY, 10023
Le Pere Pinard;175 Ludlow Street;New York, NY, 10002
Le Refuge;166 East 82nd Street;New York, NY, 10028
Le Rivage;340 West 46th Street;New York, NY, 10036
Le Singe Vert;160 7th Avenue;New York, NY, 10011
Le Soleil;877 10th Avenue;New York, NY, 10019
Le Souk;47 Avenue B;New York, NY, 10009
Le Tableau;511 East 5th Street;New York, NY, 10009
Le Tre Venezie;142 West 46th Street;New York, NY, 10036
Le Veau D Or;129 East 60th Street;New York, NY, 10022
Le Zoccole;95 Avenue A;New York, NY, 10009
Le Zoo;314 West 11th Streetat Greenwich Street;New York, NY, 10014
Lechonera Sandy;2261 2nd Avenue;New York, NY, 10035
Leela Lounge & Restaurant;1 West 3rd Street;New York, NY, 10012
Lemongrass Grill;80 University Place;New York, NY, 10003
Lemongrass Grill;138 East 34th Street;New York, NY, 10016
Lemongrass Grill;2534 Broadway;New York, NY, 10025
Lemongrass Grill;74-76 7th Avenue South;New York, NY, 10014
Lemongrass Grill;84 William Street;New York, NY, 10038
Lemongrass Grill;53 Avenue A;New York, NY, 10009
Lemongrass Grill;9 East 13th Street;New York, NY, 10003
Lenge Japanese Restaurant (CLOSED);202 Columbus Avenue;New York, NY, 10023
Lenny's;1024 2nd Avenue;New York, NY, 10022
Lenny's;108 John Street;New York, NY, 10038
Lenny's Bagels;2601 Broadway;New York, NY, 10025
Lenny's Cafe;307 Columbus Avenue;New York, NY, 10023
Lenny's Gourmet;489 Columbus Avenue;New York, NY, 10024
Lentini;1562 2nd Avenue;New York, NY, 10028
Leonardo Da Vinci Ristorante;1574 2nd Avenue;New York, NY, 10028
Les Ambassades;2200 Frederick Douglass 8th Avenue;New York, NY, 10026
Les Deux Gamins (CLOSED);234 West 4th Street;New York, NY, 10014
Les Enfants Terribles;37 Canal Street;New York, NY, 10002
Les Halles;411 Park Avenue South;New York, NY, 10016
Les Sandwicherie;250 Broome Street;New York, NY, 10002
Les Sans Culottes East;1085 2ND Avenue;New York, NY, 10022
Levain Bakery;167 West 74th Street;New York, NY, 10023
Lever House Restaurant;390 Park Avenue;New York, NY, 10022
Lexington Candy Shop;1226 Lexington Avenue;New York, NY, 10028
Li Hua;171 Grand Street at Baxter Street;New York, NY, 10013
Li-Lac Chocolates;120 Christopher Street;New York, NY, 10014
Liberta Restaurant;1574 2ND Avenue;New York, NY, 10028
Liberty View;21 South End Avenue;New York, NY, 10280
Life Cafe;343 East 10th Street;New York, NY, 10009
LifeThyme Market;410 6th Avenue;New York, NY, 10011
LifeThyme Market;2275 Broadway;New York, NY, 10024
Likitsakos Market;1174 Lexington Avenue;New York, NY, 10028
Lil' Frankie's Pizza;19-21 1st Avenue;New York, NY, 10003
Lili's Noodle Shop & Grill;1500 3rd Avenue;New York, NY, 10028
Lili's Noodle Shop & Grill;Embassy Suites;New York, NY, 10281
Lili's Noodle Shop & Grill;200 West 57th Street;New York, NY, 10019
Lima's Taste;122 Christopher Street;New York, NY, 10014
Lime Leaf;2799 Broadway;New York, NY, 10025
Limon Restaurant;238 East 24th Street;New York, NY, 10010
Liquiteria At Luck'y;170 2ndAvenue;New York, NY, 10003
Lisca;660 Amsterdam Avenue;New York, NY, 10025
Little Giant;85 Orchard Street;New York, NY, 10002
Little Havana;30 Cornelia Street;New York, NY, 10014
Little Italy Pizza;55 West 45th Street;New York, NY, 10036
Little Italy Pizza;180 Varick Street;New York, NY, 10014
Little Italy Pizza;11 Park Place;New York, NY, 10007
Little Pie Company;424 West 43rd Street;New York, NY, 10036
Little Pie Company;407 West 14th Street;New York, NY, 10036
Little Pie Company;Grand Central Terminal;New York, NY, 10017
Little Saigon Café;374 West 46th Street;New York, NY, 10036
Little Seoul;232 7th Avenue;New York, NY, 10011
Lo Scalco;313 Church Street;New York, NY, 10013
Lobel's Prime Meats;1096 Madison Avenue;New York, NY, 10028
Local East;1004 2nd Avenue;New York, NY, 10022
Lola;15 Watts Street;New York, NY, 10013
Lombardi's;32 Spring Street;New York, NY, 10012
Londel's Supper Club;2620 Frederick Douglass Blvd;New York, NY, 10030
Lonesome Dove (CLOSED);29 West 21st Street;New York, NY, 10010
Longwood Gourmet;500 Lexington Avenue;New York, NY, 10017
Loreley;7 Rivington Street;New York, NY, 10002
Los Dados;73 Gansevoort Street;New York, NY, 10014
Los Dos Molinos;119 East 18th Street;New York, NY, 10003
Los Paisas;898 Amsterdam Avenue;New York, NY, 10025
Loside;157 East Houston Street;New York, NY, 10002
Lotus (CLOSED);409 West 14th Street;New York, NY, 10014
Lttle Pie Company;424 West 43rd Street;New York, NY, 10014
Luca Bar;119 St Marks Place;New York, NY, 10009
Luca Lounge;220 Avenue B;New York, NY, 10009
Lucien;14 1st Avenue;New York, NY, 10009
Lucky Cheng's;24 1st Avenue;New York, NY, 10009
Lucky Star Cafe;250 West 43rd Street;New York, NY, 10036
Lucky Strike;59 Grand Street;New York, NY,
Luckys Juice Joint;75 West Houston Street;New York, NY, 10012
Lucy Latin Kitchen;35 East 18th StreetBetween Broadway and Park Avenue;New York, NY, 10003
Lucy of Gramercy;35 East 18th Street;New York, NY, 10003
Ludo;42 East 1st Street;New York, NY, 10003
Luke's Bar and Grill;1394 3rd Avenue;New York, NY, 10021
Lumi Restaurant;963 Lexington Avenue;New York, NY, 10021
Lunapiena Ristorante;243 East 53rd Street;New York, NY, 10022
Lunetta;920 Broadway;New York, NY, 10010
Lung Moon Bakery;83 Mulberry Street;New York, NY, 10013
Lupa;170 Thompson Street;New York, NY, 10012
Lupe's East L.A. Kitchen;110 5th Avenue;New York, NY, 10013
Lure Fishbar;142 Mercer Street, downstairs;New York, NY, 10012
Lusardi's;1494 2nd Avenue;New York, NY, 10021
Luscious Thai;1099 1st Avenue;New York, NY, 10021
Luzia's;429 Amsterdam Avenue;New York, NY, 10024
L’Atelier de Joël Robuchon;57 East 57th Street;New York, NY, 10022
M & G Soul Food Diner;383 West 125th Street;New York, NY, 10027
M & O Grocery & Imported & Domestic Products;124 Thompson Street;New York, NY, 10012
Macchiato Espresso Bar;141 East 44th Street;New York, NY, 10017
Macelleria;48 Gansevoort Street;New York, NY, 10014
Mad 28;72 Madison Avenue Streete 1;New York, NY, 10016
Madeleine;128 West 23rd Street;New York, NY, 10011
Madison & Vine;299 Madison Avenue;New York, NY, 10017
Madison Bistro;238 Madison Avenue;New York, NY, 10016
Madras Café;79 2nd Avenue;New York, NY, 10003
Madras Mahal;104 Lexington Avenue;New York, NY, 10016
Maggie's Cajun Grill;12 John Street;New York, NY, 10038
Magnifico (CLOSED);200 9th Avenue;New York, NY, 10011
Magnolia Bakery;401 Bleecker Street at 11th Street;New York, NY, 10014
Maharaja;230 East 44th Street;New York, NY, 10017
Mai House;186 Franklin Street;New York, NY, 10013
Maia;98 Avenue B;New York, NY, 10009
Mainland;1081 3rd Avenue;New York, NY, 10021
Maison;1700 Broadway at 53rd Street;New York, NY, 10019
Majestic Pizza Corp;8 Cortlandt Street;New York, NY, 10007
Malaga Restaurant;406 East 73rd Street;New York, NY, 10021
Malatesta Trattoria;649 Washington Street;New York, NY, 10014
Malaysia Grill;2381 Broadway at 87th Street;New York, NY, 10024
Malibu Diner;163 West 23rd Street;New York, NY, 10011
Mama Buddha;578 Hudson Street at 11th Street;New York, NY, 10014
Mama Buddha Restaurant;576 Hudson Street;New York, NY, 10014
Mama's Food Shop;222 Sullivan Street;New York, NY, 10012
Mama's Food Shop;200 East 3rd Street;New York, NY, 10009
Mamlouk Restaurant;211 East 4th Street;New York, NY, 10009
Mamoun's Falafel;119 MacDougal Street;New York, NY, 10012
Mana;646 Amsterdam Avenue;New York, NY, 10025
Manana Restaurant Inc;1136 1ST Avenue;New York, NY, 10021
Manapaty Milant Corp.;158 East 39th Street;New York, NY, 10017
Manatus;340 Bleecker Street;New York, NY, 10014
Mancora;99 1st Avenue;New York, NY, 10003
Mandarin Court;61 Mott Street;New York, NY, 10013
Mandarin Grill;188 1st Avenue;New York, NY, 10009
Mandoo Bar;2 West 32nd Street;New York, NY, 10001
Mandoo Bar;71 University Place;New York, NY, 10003
Mangez Avec Moi;71-73 West Broadway;New York, NY, 10007
Mangia;50 West 57th Street;New York, NY, 10019
Mangia;40 Wall Street In the Trump Building;New York, NY, 10005
Mangia;16 East 48th Street;New York, NY, 10017
Mangia;22 West 23rd Street;New York, NY, 10010
Mangia E Bevi;800 9th Avenue;New York, NY, 10019
Mangia Restaurant;50 West 57TH Street Streete 1;New York, NY, 10019
Mangiami;9 Stanton Street;New York, NY, 10002
Mangiarini;1593 2nd Avenue;New York, NY, 10028
Manhattan Diner;2180 Broadway;New York, NY, 10024
Manhattan Espresso Cafe;146 East 49th Street;New York, NY, 10017
Manhattan Fruit Exchange;75 9th Avenue;New York, NY, 10011
Manhattan Ocean Club (CLOSED);57 West 58th Street;New York, NY, 10019
Manila Gardens;325 East 14th Street;New York, NY, 10003
Manna's Soul Food & Salad Bar Restaurant;2331-2333 8th Avenue a.k.a. Frederick Douglass Blvd.;New York, NY, 10027
Manna's Soul Food & Salad Bar Restaurant;51 East 125th Street;New York, NY, 10035
Mansion Restaurant;1634 York Avenue at 86th Street;New York, NY, 10028
Mantra;986 2nd Avenue;New York, NY, 10022
Maoz;38 Union Square E;New York, NY, 10003
Mara's Homemade;342 East 6th Street;New York, NY, 10003
Marco Polo Noodle Shop;94 Baxter Street;New York, NY, 10013
Mare;198 8th Avenue;New York, NY, 10011
Maremma (CLOSED);228 West 10th Street;New York, NY, 10014
Margie's Red Rose;267 West 144th Street;New York, NY, 10030
Margon;136 West 46th Street;New York, NY, 10036
Margot Patisserie;1212 Lexington Avenue;New York, NY,
Margot Patisserie;2109 Broadway at 74th Street;New York, NY, 10023
Maria Pia;319 West 51st Street;New York, NY, 10019
Maria's Bakery;42 Mott Street;New York, NY, 10013
Marinella;49 Carmine Street;New York, NY, 10014
Mark's;25 East 77th Street;New York, NY, 10021
MarkJoseph Steakhouse;261 Water Street;New York, NY, 10038
Market Table;54 Carmine Street;New York, NY, 10014
Maroons;244 West 16th Street;New York, NY, 10011
Marquet Patisserie;15 East 12th Street;New York, NY, 10003
Martha Frances Mississippi Cheesecake;1707 2nd Avenue;New York, NY, 10128
Martinique Cafe;1260 Broadway;New York, NY, 10001
Marumi;546 La Guardia Place;New York, NY, 10012
Maruzzella;1483 1st Avenue;New York, NY, 10021
Mary Ann's;116 8th Avenue;New York, NY, 10011
Mary Ann's;107 West Broadway;New York, NY, 10013
Mary Ann's;2452 Broadway;New York, NY, 10024
Mary Ann's (CLOSED);80 2nd Avenue;New York, NY, 10003
Mary's Fish Camp;64 Charles Street;New York, NY, 10014
Mas;39 Downing Street;New York, NY, 10014
Masa;Time Warner Ctr. 10 Columbus Circle,;New York, NY, 10019
Masala Bollywood;108 Lexington Avenue;New York, NY, 10018
Maskerem;164 Amsterdam Avenue;New York, NY, 10023
Massawa Restaurant;1239 Amsterdam Avenue;New York, NY, 10027
Massimo Al Ponte Vecchio;206 Thompson Street;New York, NY, 10012
Matador;57 Greenwich Avenue;New York, NY, 10014
Matsugen;241 Church St., at Leonard St.;New York, NY, 10013
Matsuri;Maritime Hotel;New York, NY, 10011
Maui Tacos;330 5th Avenue;New York, NY, 10001
Maurizio Trattoria;35 West 13th Street;New York, NY, 10011
Mavalli Palace;46 East 29th Street;New York, NY, 10016
Max;51 Avenue B;New York, NY, 10009
Max;181 Duane Street;New York, NY, 10013
Max Brenner- Chocolate by the Bald Man;141 2nd Avenue;New York, NY, 10009
Max Brenner- Chocolate by the Bald Man;841 Broadway;New York, NY, 10003
Max Soha;1274 Amsterdam Avenue;New York, NY, 10027
Maxie;516A 3rd Avenue;New York, NY, 10016
May May (CLOSED);35 Pell Street at Mott Street;New York, NY, 10013
May Wah Restaurant;190 Hester Street;New York, NY, 10013
Maya;1191 1st Avenue;New York, NY, 10021
Maya Hurapan Kitchen;234 East 4th Street;New York, NY, 10009
Mayrose;920 Broadway;New York, NY, 10010
McCormick & Schmick's;1285 5th Avenue;New York, NY, 10019
Mchale's;750 8th Avenue at 46th Street;New York, NY,
Medina;315 10th Avenue;New York, NY, 10001
Mediterraneo;1260 2nd Avenue;New York, NY, 10021
Mee Noodle Shop;547 2nd Avenue;New York, NY, 10016
Mee Noodle Shop;219 1st Avenue;New York, NY, 10003
Mee Noodle Shop & Grill;92 2nd Avenue;New York, NY, 10003
Meet;71-73 Gansevoort Street;New York, NY, 10014
Mehanata;113 Ludlow Street;New York, NY, 10002
Mei-Ju Vege Gourmet;154 Mott Street;New York, NY, 10013
Mekong;44 Prince Street;New York, NY, 10014
Melange Food Fair;1277 1st Avenue;New York, NY, 10021
Melba's;300 West 114th Street;New York, NY, 10026
Meli Melo;110 Madison Avenue;New York, NY, 10016
Melissa Blue;575 2nd Avenue;New York, NY, 10016
Meltemi;905 1st Avenue;New York, NY, 10022
Menchanko-Tei;131 East 45th Street;New York, NY, 10017
Menchanko-Tei;39 West 55th Street;New York, NY, 10019
Menkui Tei;63 Cooper Squareat Astor Place;New York, NY,
Mercadito;179 Avenue B;New York, NY, 10009
Mercadito Grove;100 7th Avenue South;New York, NY, 10014
Mercat;45 Bond Street;New York, NY, 10012
Mercer Kitchen;Mercer Hotel;New York, NY, 10012
Merinella;49 Carmine Street at Bedford Street;New York, NY, 10014
Mermaid Inn;568 Amsterdam Avenue;New York, NY, 10024
Mermaid Inn;96 2nd Avenue;New York, NY, 10003
Mesa De Espana Restaurant Inc;45 East 28TH Street;New York, NY, 10016
Mesa Grill;102 5th Avenue;New York, NY, 10011
Meskel Ethiopian Restaurant;199 East 3rd Street;New York, NY, 10009
Meskerem;124 MacDougal Street;New York, NY, 10012
Meskerem;164 Amsterdam Avenue;New York, NY, 10023
Meskerem;468 West 47th Street;New York, NY, 10036
Meson Sevilla;344 West 46th Street;New York, NY, 10036
Metrazur;404 East Balcony Grand Central Terminal;New York, NY, 10017
Metro Diner;2641 Broadway Streete 1;New York, NY, 10025
MetroCafe & Wine Bar;32 East 21st Street;New York, NY, 10010
Metropolitan Museum Roof Garden Cafe;1000 5th Avenue;New York, NY, 10028
Metsovo (CLOSED);65 West 70th Street;New York, NY, 10023
Mexican Village;118 Macdougal Street;New York, NY, 10012
Mexicana Mama;47 East 12th Street;New York, NY, 10003
Mexicana Mama;525 Hudson Street;New York, NY, 10014
Mexico Lindo;459 2nd Avenue;New York, NY, 10010
Mezzaluna;1295 3rd Avenue;New York, NY, 10021
Mezze;10 East 44th Street;New York, NY, 10017
Mezzogiorno;195 Spring Street;New York, NY, 10012
Mi;66 Madison Avenue Streete 115;New York, NY, 10016
Mi Cocina;57 Jane Street;New York, NY, 10014
Mi Nidito;852 8TH Avenue;New York, NY, 10019
Michael Jordan's The Steak House;23 Vanderbilt Street;New York, NY, 10017
Michelle's Kitchen;1614 3rd Avenue;New York, NY, 10128
Midnite Express;1715 2nd Avenue;New York, NY, 10128
Midtown Deli;322 East 34th Street;New York, NY, 10016
Midtown Restaurant;155 East 55th Street;New York, NY, 10022
Mikata;150 Centre Street at Walker Street;New York, NY, 10013
Milk & Cookies Bakery;19 Commerce Street;New York, NY, 10014
Mill Korean;2895 Broadway;New York, NY, 10025
Milon Bangladesh;93 1st Avenue;New York, NY, 10003
Minamoto Kitchoan;608 5th Avenue;New York, NY, 10020
Minar;5 West 31ST Street;New York, NY, 10001
Minar;138 West 46th Street;New York, NY,
Minetta Tavern;113 MacDougal Street;New York, NY, 10012
Mingala Burmese;1393-B 2nd Avenue;New York, NY, 10021
Mingala Burmese;21-23 East 7th Street;New York, NY, 10003
Mint;San Carlos Hotel;New York, NY, 10022
Miracle Grill;415 Bleecker Street;New York, NY, 10014
Mirchi;29 7th Avenue South;New York, NY, 10014
Mishima;164 Lexington Avenue;New York, NY, 10016
Miss K's;118 Madison Avenue;New York, NY, 10016
Miss Mamie's;366 West 110th Street;New York, NY, 10025
Miss Maude's;547 Lenox Avenue;New York, NY, 10027
Miss Saigon;1425 3rd Avenue;New York, NY, 10028
Mitali;334 East 5th Street,;New York, NY, 10003
Mitchel London Foods;22 East 65th Street Streete A;New York, NY, 10021
Mity Fine Restaurant;24 West 125th Street,;New York, NY, 10027
Miyagi;220 West 13th Street;New York, NY, 10011
Mizu Sushi;29 East 20th Street;New York, NY, 10003
Mo Pitkin's (CLOSED);34 Avenue A;New York, NY, 10009
Mo-Bay;17 West 125th Street;New York, NY, 10027
Mocca Hungarian (CLOSED);1588 2nd Avenue;New York, NY, 10028
Mocca Lounge;78 Reade Street;New York, NY, 10007
Moda;Flatotel 135 West 52nd Street;New York, NY, 10019
Moe's Deli;480 9th Avenue;New York, NY, 10018
Moes Falafel;SW corner of 21st Street;New York, NY, 10010
Mofongo Depot;931 Amsterdam Avenue;
Mogador;101 St. Marks Place;New York, NY, 10009
Moishe's Kosher Bake Shop;504 Grand Street;New York, NY, 10002
Moishes Kosher Bake Shop;115 2nd Avenue;New York, NY, 10003
Moksha;18 Murray Street;New York, NY, 10007
Molly Wee Pub;402 8th Avenue;New York, NY, 10017
Mollys Pub & Restaurant;287 3rd Avenue;New York, NY, 10010
Molyvos;871 7th Avenue;New York, NY, 10019
Momofuku Noodle Bar;163 1st Avenue;New York, NY, 10003
Momofuku Ssam Bar;207 2nd Avenue;New York, NY, 10003
Momoya;185 7th Avenue;New York, NY, 10011
Mon Petit Cafe;801 Lexington Avenue;New York, NY, 10021
Monaco;421 Amsterdam Avenue;New York, NY, 10024
Monkey Bar;60 East 54th Street (Elysee Hotel);New York, NY, 10022
Monster Sushi;22 West 46th Street;New York, NY, 10036
Monster Sushi;535 Hudson Street;New York, NY, 10014
Monster Sushi;158 West 23rd Street;New York, NY, 10011
Mont Blanc;315 West 48th Street;New York, NY, 10036
Montebello Ristorante Italiano;120 East 56th Street;New York, NY, 10022
Montes Trattoria;97 MacDougal Street;New York, NY, 10012
Montien;90 3rd Avenue;New York, NY, 10003
Moomia Lounge;157 Lafayette Street;New York, NY, 10013
Moon Pie Pizzeria;31 Avenue C at 3rd Street;New York, NY,
Mooncake Foods;28 Watts Street;New York, NY, 10013
Moonstruck;449 3rd Avenue;New York, NY, 10013
Moonstruck;244 Madison Avenue;New York, NY, 10022
Moonstruck Diner;250 East 58th Street;New York, NY, 10022
Moonstruck East Restaurant;449 3RD Avenue;New York, NY, 10016
Moran's Chelsea;146 10th Avenue;New York, NY, 10011
Morandi;211 Waverly Place;New York, NY, 10014
Morimoto;88 10th Avenue;New York, NY, 10011
Morning Star Restaurant;879 9TH Avenue;New York, NY, 10019
Morrells;900 Broadway;New York, NY, 10003
Mosaico;175 Madison Avenue;New York, NY, 10016
Mosco Pizza;105 1/2 Mosco Street;New York, NY, 10013
Mosto Osteria;87 2nd Avenue;New York, NY, 10003
Moto Japanese Restaurant;328 West 45TH Street Streete 1;New York, NY, 10036
Moustache;90 Bedford Street;New York, NY, 10014
Moustache;265 East 10th Street;New York, NY, 10009
Mr. Broadway Kosher Deli;1372 Broadway;New York, NY, 10018
Mr. K's;570 Lexington Avenue;New York, NY, 10022
Mr. Tang Seafood Restaurant;50 Mott Street;New York, NY, 10013
Mud Truck;Astor Place;New York, NY, 10003
Mud Truck;Corner of Broadway;New York, NY, 10003
Mudville 9;126 Chambers Street;New York, NY, 10007
Muggs;406 East 64TH Street;New York, NY, 10021
Mughlai;320 Columbus Avenue;New York, NY, 10023
Mule Cafe;67 4th Avenue;Brooklyn, NY, 11217
Murals On 54;63 West 54th Street;New York, NY, 10019
Murano Ristorante;207 West 36th Street;New York, NY, 10018
Murray Hill Diner;222 Lexington Avenue;New York, NY, 10016
Murray's Bagels;500 5th Avenue;New York, NY, 10011
Murray's Sturgeon;2429 Broadway;New York, NY, 10024
Murrays Bagels;500 5th Avenue;New York, NY, 10011
Murrays Cheese Shop;257 Bleecker Street at Cornelia Street;New York, NY, 10014
Musette;228 3rd Avenue at 19th Street;New York, NY, 10003
Myers of Keswick;634 Hudson Street;New York, NY, 10014
Métisse;239 West 105th Street;New York, NY, 10025
NY Dosas;Corner of West 4th Street and Sullivan Street;New York, NY,
NYC;75 Greenwich Avenue;New York, NY, 10014
Nada Sushi;135 East 50th Street at Lexington Avenue;New York, NY, 10022
Nadaman Hakubai;Kitano Hotel, 66 Park Avenue;New York, NY, 10016
Nader;48 East 29th Street;New York, NY, 10016
Nadine's Restaurant;99 Bank Street;New York, NY, 10014
Nagomi Japanese Restaurant;179 Prince Street;New York, NY, 10012
Nagoya Japanese Restaurant;60 BeAvenuer Street;New York, NY, 10004
Naima;513 West 27th Street;New York, NY, 10001
Naka Naka;458 West 17th Street;New York, NY, 10011
Nam;110 Reade Street;New York, NY, 10013
Naniwa Of Japan Inc;4 East 46TH Street;New York, NY, 10017
Nanni;146 East 46th Street;New York, NY, 10017
Nataro;635 2nd Avenue;New York, NY, 10016
National Cafe;210 1st Avenue;New York, NY,
Native;101 West 118th Street at Lenox Avenue;New York, NY, 10026
Natori;58 St Marks Place;New York, NY, 10003
Natsumi Restaurant and Lounge;226 West 50th Street;New York, NY, 10019
Natural Deli;10 East 23rd Street;New York, NY, 10010
Natural Restaurant;88 Allen Street;New York, NY,
Natural Tofu;34 West 32ND Street;New York, NY, 10001
Neary's;358 East 57th Street;New York, NY, 10022
Nebraska Steak House;15 Stone Street;New York, NY, 10004
Negril Village;362 West 23rd Street;New York, NY, 10011
Negril Village;70 West 3rd Street;New York, NY, 10012
Nello;696 Madison Avenue;New York, NY, 10021
Nelson Blue;233-235 Front Street;New York, NY, 10038
Nero;46 Gansevoort Street;New York, NY, 10014
New Bai Wei Gourmet Food Inc.;51 Division Street, Manhattan;New York, NY, 10002
New Big Wong;67 Mott Street;New York, NY, 10013
New Bo-Ky;80 Bayard Street;New York, NY, 10013
New Chao Chow;111 Mott Street;New York, NY,
New Chuan Garden;9 West 46th Street;New York, NY, 10036
New Diamond Cafe;224 West 47th Street;New York, NY, 10036
New Green Bo;66 Bayard Street;New York, NY, 10013
New Malaysia;46-48 Bowery;New York, NY, 10013
New Manila Foodmart;351 East 14th Street;New York, NY,
New Naimat Kada;124 Lexington Avenue;New York, NY, 10016
New Pasteur;85 Baxter Street at Canal Street;New York, NY, 10013
New Wing Wah;60 West 48th Street;New York, NY, 10036
New Wing Wong;111 Lafayette ST;New York, NY,
New World Food Market;184 Lexington Avenue;New York, NY, 10016
New World Grill;329 West 49th Street;New York, NY, 10019
New York Bagels;1228 2nd Avenue;New York, NY, 10021
New York Burger Co.;303 Park Avenue South;New York, NY, 10010
New York Kom Tang Kal Bi House;32 West 32nd Street;New York, NY, 10001
New York Luncheonette;135 East 50th Street;New York, NY, 10022
New York Thai Grill & Sushi Bar;37 West 54th Street;New York, NY, 10019
Nha Hang Pho Viet Huong;73 Mulberry Street;New York, NY, 10013
Nha Trang Centre;148 Centre Street;New York, NY, 10013
Nha Trang Restaurant;87 Baxter Street;New York, NY, 10013
Nice;35 East Broadway;New York, NY, 10002
Nick And Toni's Cafe;100 West 67th Street;New York, NY, 10023
Nick's;1814 2nd Avenue;New York, NY, 10128
Nicky's Vietnamese Sandwiches;150 East 2nd Street;New York, NY, 10009
Nicola's;146 East 84th Street;New York, NY, 10028
Nicola's;997 1st Avenue;New York, NY, 10022
Nicole's;10 East 60th Street;New York, NY, 10022
Nicole1973;134 Test Street;New York, NY, 10001
Niko's Mediterranean Grill;2161 Broadway;New York, NY, 10024
Nina's;1750 2nd Avenue;New York, NY, 10128
Ninja;25 Hudson Street;New York, NY, 10013
Nino's;1354 1st Avenue;New York, NY, 10021
Nino's Pizza;131 St Marks Place at Avenue A;New York, NY, 10009
Nino's Positano;890 2nd Avenue;New York, NY, 10017
Ninth Avenue International;543 9th Avenue;New York, NY,
Nippon Restaurant;155 East 52ND Street;New York, NY, 10022
Nish (CLOSED);408 East 58th Street;New York, NY, 10022
Nisos;176 8th Avenue;New York, NY, 10011
No. 28 Carmine;28 Carmine Street;New York, NY, 10014
Noble Food and Wine;7 Sping Street;New York, NY, 10012
Nobu;105 Hudson Street;New York, NY, 10013
Nobu 57;40 West 57th Street;New York, NY, 10019
Nobu Next Door;105 Hudson Street;New York, NY, 10013
Nocello;257 West 55th Street;New York, NY, 10019
Noche;1604 Broadway;New York, NY, 10019
Noche Mexicana;852 Amsterdam Avenue;New York, NY, 10025
Noi Cafe;271 Bleecker Street;New York, NY, 10014
Nolia;158 Avenue C;New York, NY, 10009
Nolita House;47 East Houston Street;New York, NY, 10012
Nomad;78 2nd Avenue;New York, NY, 10003
Nooch;143 8th Avenue;New York, NY, 10011
Noodle Bar;26 Carmine Street;New York, NY, 10014
Noodles 28;417 3rd Avenue;New York, NY, 10016
Noodles 28;1643 2nd Avenue;New York, NY, 10028
Noodles 28;394 3rd Avenue;New York, NY, 10016
Norma's at Le Parker Meridien;118 West 57th Street;New York, NY, 10019
North Square;Washington Square Hotel 103 Waverly Place;New York, NY, 10011
North Village Deli Emporium;74 8th Avenue;New York, NY, 10011
Notaro;635 2nd Avenue;New York, NY, 10016
Novecento;343 West Broadway;New York, NY, 10013
Novita;102 East 22nd Street;New York, NY, 10010
Novo (CLOSED);290 Hudson Street;New York, NY, 10013
Nyonya;194 Grand Street;New York, NY, 10013
O Mai;158 9th Avenue;New York, NY, 10011
O'Farrells;413 10th Avenue;New York, NY, 10001
O'Neals;49 West 64th Street;New York, NY, 10023
O.G.;507 East 5th Street;New York, NY, 10007
Ocean Seafood;19-21 Henry Street at Catherine Street;New York, NY,
Odessa;119 Avenue A;New York, NY, 10009
Ok Falafel House;1752 2nd Avenue;New York, NY, 10128
Oklahoma Smoke;231 West 145th Street;New York, NY, 10039
Old Bridge Deli;373 Lexington Avenue;New York, NY, 10017
