restaurant;address;country
G & J Pizza Restaurants;3340 Broadway;New York
G & W Restaurant;274 W 145th St;New York
G B Shaws;90 Fulton St;New York
Gabari Restaurant;770 Fort Washington Ave;New York
Gabriela Mexican Restaurant;685 Amsterdam Avenue;New York
Gabriels Bar & Restaurant;11 W 60th St;New York
Gaetana's Cucina Italiana;143 Christopher Street;New York
Galaxy Cafe;665 9th Ave # 46;New York
Galaxy Cafe;174 8th Ave;New York
Galaxy Deli Restaurant;2244 Broadway;New York
Galicia Restaurant;212 West 14th Street;New York
Galicia Restaurant;4083 Broadway;New York
Galicia Restaurant;170 Dyckman St # 1;New York
Galicia Restaurant & Bakery;1506 Saint Nicholas Ave;New York
Galil Restaurant Inc;1252 Lexington Ave # 1;New York
Gallagher's Steak House;228 W 52nd St;New York
Galleria Babou Cafe;160 E 56th St;New York
Gammeeok Restaurant;43 W 32nd St # 1;New York
Gan-eden Restaurant;74 W 47th St # 3;New York
Gandhi Indian Restaurant;345 E 6th St;New York
Garage Restaurant & Cafe;99 7th Ave S;New York
Garcia Jose;47 West 47th Street;New York
Garcia Jose;3488 Broadway;New York
Garden American Health Bar Inc;49 Ann St;New York
Garden Cafe;147 E 60th St;New York
Garden Diner;301 South End Avenue;New York
Garden Tavern Restaurant;407 8th Ave;New York
Gardenia Restaurant;797 Madison Ave;New York
Garlic Bob's Italian Restaurant & Pizzeria;508 Columbus Ave;New York
Garlic Bobs Pizza Bar;1325 3rd Ave;New York
Gascogne Restaurant;158 8th Ave # 158;New York
Gayoung Inc;53 W 35th St;New York
Gee Whiz Restaurant;295 Greenwich St;New York
Gelateria Siracusa;65 4th Ave;New York
Gemelli;4 World Trade Ctr;New York
Gemini Restaurant;641 2nd Ave # 1;New York
Genes Coffee Shop;26 E 60th St;New York
Genia Deli Coffee Shop Inc;224 Lafayette St;New York
Genie;69 New St;New York
Genki Sushi;565 5th Ave;New York
Gennaro Restaurant;665 Amsterdam Ave;New York
Gente;153 E 45th St;New York
George & Ginas Restaurant;169 E 106th St;New York
Georges & Sons;89 Greenwich St;New York
Gerardis Restaurant;83 Pearl St;New York
Gershwin Cafe;5 E 27th St;New York
Gertrudes;33 E 61st St;New York
Ghenet Restaurant;284 Mulberry St;New York
Ghion Ethiopian;668 Amsterdam;New York
Giambelli Fiftieth;46 E 50th St;New York
Giambone Restaurant;42 Mulberry St;New York
Giggles Restaurant;115 W 40th St;New York
Gigino Restaurant;323 Greenwich St;New York
Gin Lane;355 West 14th Street;New York
Gin Mill;442 Amsterdam Ave;New York
Ginga Chinese Restaurant;370 8th Ave;New York
Gingertoon Corp;417 Bleecker St;New York
Gingerty Corp;367 Greenwich St;New York
Ginji Japanese Restaurant;165 Front St;New York
Gino Corp;81 Catherine St;New York
Gino Restaurant;780 Lexington Ave # 1;New York
Gino The Italian Cuisine;780 Lexington Ave;New York
Ginseng Chinese Restaurant;104 E 125th St;New York
Gioie Restaurant Corp;243 E 53rd St;New York
Giorgio's Of Gramercy;27 East 21st Street;New York
Giorgios Trattoria;354 E 84th St;New York
Giovanni Restaurants;47 W 55th St;New York
Giovanni Venti Cinque Restaurant;25 E 83rd St;New York
Giovanni's Italian Restaurant & Pizzeria;1011 Columbus Ave;New York
Giovannis Atrium;100 Washington St # 1;New York
Girasole Restaurant;151 E 82nd St;New York
Girl From Ipanema;252 W 14th St;New York
Giuliano Gourmet Pizza & Deli;88 Broad St;New York
Giuliano Gourmet Pizza & Deli;Pizzeria;
Glatt China Express Inc;1468 2nd Ave;New York
Glatt Dynasty;1049 2nd Ave;New York
Gli Food Svc;625 8th Ave;New York
Global 33;93 2nd Ave;New York
Glocca Morra;304 3rd Ave;New York
Gloria's Restaurant;107 West Broadway;New York
Go Sushi Inc;3 Greenwich Ave;New York
Gold Dish Chinese Latin;1848 2nd Ave;New York
Gold Rush Bar & Grill;499 10th Ave;New York
Gold Star Driving Ctr Inc;6 Allen St;New York
Gold Vin Cafe;110 William St;New York
Goldbergs Famous Snack Shop;152 W 31st St;New York
Golden Chicken & Ribs;604 9th Ave;New York
Golden China Buffet;227 Lexington Ave;New York
Golden Chopstick Chinese Rstnt;77 Pearl St;New York
Golden Chopstick Noodle House;1619 York Ave;New York
Golden City Chinese Restaurant;2545 Amsterdam Ave;New York
Golden City Chinese Restaurant;423 9th Ave;New York
Golden Dragon Restaurant Of Ny;51 Division St;New York
Golden Eagle Restaurant Inc;270 W 38th St;New York
Golden Garden;92 3rd Ave;New York
Golden Garden;942 Columbus Ave;New York
Golden Group Kitchen;379 1st Ave;New York
Golden House Restaurant Inc;277 Bleecker St;New York
Golden Krust Caribbean Bakery;111 E 23rd St;
Golden Malaysian Rest;95 Chrystie St;New York
Golden Sands Group Ii Inc;355 E 86th St # 1659;New York
Golden Star Restaurant;51 E Broadway;New York
Golden Unicorn Restaurant Inc;18 E Broadway;New York
Golden Wok;1667 1st Ave;New York
Golden Wok;1770 Amsterdam Ave;New York
Goldfern Foods Inc;186 5th Ave # 6;New York
Good Chinese Restaurant;178 W Houston St;New York
Good Enough To Eat;424 Amsterdam Ave;New York
Good Fortune Chinese Rstrnt;1156 1st Ave;New York
Good Friend Kitchen;587 Lenox Ave;New York
Good Health Cafe & Natural Food Gr;324 E 86th St;New York
Good Morning Deli;940 3rd Ave;New York
Good Morning New York;2 Lafayette St;New York
Good Noodle Shop;157 E 33rd St # 3;New York
Good Restaurant;89 Greenwich Avenue (between 7th & 8;New York
Good Taste;280 Lenox Ave;New York
Good Taste Ii Chinese Rstrnt;1974 2nd Ave # A;New York
Goodfellas Kitchen;91 Christopher St;New York
Googies;237 Sullivan St;New York
Googies Luncheonette;1491 2nd Ave # 1;New York
Gotham Bar & Grill;12 E 12th St;
Gourmet Taste;1367 1st Ave;New York
Gourmet Wok;597 10th Ave;New York
Govas Bar & Restaurant;94 Greenwich St;New York
Grace Chinese Restaurant;8 E 37th St;New York
Grace Deli;391 2nd Ave;New York
Grace Restaurant;114 Franklin St;New York
Graces Trattoria Cafe & Grill;201 E 71st St;New York
Gracie Mews Restaurant Corp;1550 1st Ave;
Gracies Corner Restaurant;352 E 86th St;New York
Grads Foods Inc;500 8th Ave;New York
Grafi Restrnt;47 E 29th St;New York
Gramercy Restaurant;184 3rd Ave;New York
Gramercy Tavern Corp;42 E 20th St;New York
Grand Center Inc;202 Centre St;New York
Grand Saloon;158 E 23rd St;New York
Grand Sea Palace Restaurant;346 W 46th St;New York
Grand Ticino Restaurant;228 Thompson St;New York
Grand Tier Restaurant;1 Lincoln Center Plz;New York
Grange Hall;50 Commerce St;New York
Grannys Kitchen;110 Saint Marks Pl;New York
Grano Trattoria;21 Greenwich Ave;New York
Grat City;1680 1st Ave # 1;New York
Gray Papaya;402 6th Ave;New York
Grays Papaya;2090 Broadway # 1;New York
Graziella Ristorante;41 Greenwich Ave;New York
Great American Health Bar;35 W 57th St;New York
Great Eastern Restaurant;2085 Lexington Ave;New York
Great Health Bar Kosher Pizza;Pizzeria;
Great Health Bar Kosher Pizza;106 Fulton St;New York
Great India Restaurant;1586 2nd Ave # 5086;New York
Great Jones St Cafe;54 Great Jones St;New York
Great Shang Hai Restrnts;27 Division St;New York
Great Steak & Fry Co;901 Ave Of The Americas # 7;New York
Great Wall;1631 Lexington Ave;New York
Great Wall Chinese Food Corp;800 W 181st St;New York
Great Wall Kitchen;2238 7th Ave;New York
Great Wall Kitchen;376 Lenox Ave;New York
Great Wall On Wall;88 Fulton St;New York
Great Wall Restaurant;1588 Amsterdam Ave;New York
Great Wall The;920 Columbus Ave;New York
Great World Chinese Restaurant;239 9th Ave;New York
Greek Corner;322 7th Ave;New York
Greeks Coffee Shop;347 Madison Ave;New York
Green Garden Chinese Restaurant;174 Lexington Ave;New York
Green Grocer;30 Rockefeller Plz # Conc13;New York
Green House;37 E 29th St;New York
Green House 36;341 W. 36th Street;
Green Jade Chinese Restaurant;19 Saint Nicholas Ave;New York
Green Kitchen Restaurant;1477 1st Ave;New York
Green Park Restaurant;22 E 29thst Lbbby;New York
Greentree Cafe Restaurant;350 W 14th St;New York
Greenwich 103;103 Greenwich Ave;New York
Greenwich Cafe;75 Greenwich Ave;New York
Greenwich Pizza & Brewing Co;418 Avenue Of The Americas;New York
Grifone Restaurant Corp;244 E 46th St;New York
Grill 53;111 W 53rd St;New York
Grill Cheese CO;168 Ludlow Street;New York
Grill On The Corner;327 Greenwich St;New York
Grill Room;2 World Financial Ctr;New York
Grotto Pizzeria & Restaurant Inc;69 New St;New York
Grove Street Cafe;53 Grove St;New York
Gubbio;223 W Broadway;New York
Gulshan Restaurant;326 East 6th Street;New York
Guo's Garden;1685 First Ave.;New York
Guru Foods & Snowballs;371 Lafayette St;New York
Gus Place;149 Waverly Place;New York
Gus's Figs Bistro & Bar;250 West 27th Street;New York
Gusmack Restaurant Corp;750 8th Ave;New York
Gypsy Caravan;146 W 34th St;New York
Gyro Cart;1 Penn Plz;New York
Gyro Ii;427 7th Ave;New York
H & J Giant Fried Chicken;189 Church St;New York
H K Inc;125 W 43rd St;New York
H2O Bar & Grill;15 Water Side Plaza;New York
HK Restaurant;523 9th Avenue;New York
Ha Hava;81 Saint Marks Pl;New York
Hadleighs;1900 Broadway # 1;New York
Haikara Grill;1016 2nd Ave;New York
Hakata Grill;230 W 48th St;New York
Hakata Japanese Restaurant;37 E 60th St;New York
Halal Indo Pak Restaurant;1750 1st Ave;New York
Halal Restaurant;2127 2nd Ave;New York
Hale Hearty Soups;55 W 56th St;New York
Hallo Berlin;402 W 51st St;New York
Hamachi Japanese Restaurant & Sushi Bar;34 E 20 St;New York
Hamaya Inc;152 E 46th St;New York
Hamburger Harrys;145 W 45th St;New York
Hamburger Harrys;156 7th Ave;New York
Hamid Tariq;540 9th Ave;New York
Han-sung Garden Restaurant;42 W 35th St;New York
Hana Restauarant;675 9th Ave;New York
Hanami Restaurant;213 E 45th St;
Hanbat Restaurant;53 W 35th St;New York
Hang Cheng Restaurant;1703 Lexington Ave;New York
Hang Lee Chinese Restaurant;666 W 204th St # 1;New York
Hangawi;12 East 32nd Street Frnt;New York
Hannas Kitchen Inc;524 W 36th St;New York
Hanratty's Restaurant & Bar;1410 Madison Ave.;New York
Hanrattys Restaurant;1410 Madison Ave;New York
Hao Cheng Chinese Restaurant;130 9th Ave;New York
Hao Tong Chinese Restaurant;493 2nd Ave;New York
Hapon Japannese Restaurant;211 E 43rd St;New York
Happy Burger Ii Inc;2489 Broadway 92 St;New York
Happy Face Chinese & Mexican Restaurant;216 3rd Avenue Frnt;New York
Happy Family;500 W 43rd St;New York
Happy Garden;301 Pleasant Ave;New York
Happy Garden Chinese Restrnt;1514 Madison Ave;New York
Happy Joy Kitchen;760 10th Ave;New York
Happy Joy Restaurant;25 Canal St;New York
Happy Taco;1167 2nd Ave;
Happy Wok Restaurant;158 Delancey St;New York
Happy World Restaurant;1309 Saint Nicholas Ave;New York
Harbour Lights;89 South St # 17;New York
Hard Rock Cafe;221 W 57th St # 2;New York
Harglos Cafe Restaurant Bar;974 2nd Ave;New York
Harlem Fried Chicken;341 Lenox Ave;New York
Harley Davidson Cafe;1370 Avenue Of The Americas;New York
Harmony Palace Restaurant;94 Mott St;New York
Harp Bar & Restaurant;132 W 32nd St;New York
Harries Coffee Shop;1407 Broadway;New York
Harriets Kitchen;502 Amstrdm Av;New York
Harry International Inc;1193 1st Ave;New York
Harry's Burritos;241 Columbus Avenue;New York
Harrys At Hanover Square;1 Hanover Sq;New York
Harrys At Woolworth Bldg;233 Broadway;New York
Harrys Burritos;76 W 3rd St;New York
Haru Food Svc;433 Amsterdam Ave;New York
Haru Restaurant Inc;165 W 72nd St;New York
Haruko Restaurant Inc;519 3rd Ave;New York
Hasaki Restaurant;210 E 9th St;New York
Hasta La Pasta Restaurant;418 Avenue Of The Americas;New York
Hat Restaurant;108 Stanton St;New York
Hatsuhana;237 Park Ave;New York
Hatsuhana Restaurant Inc;17 E 48th St # 3;New York
Hatsune Inc;401 E 73rd St;New York
Havana Central;2911 Broadway # 1;New York
Havana Central;22 East 17th Street;New York
Havana Central Times Square;151 West 46th Street;New York
Haveli Restaurant Inc;100 2nd Ave;New York
Hawaii Sushi;1477 2nd Avenue Between 76th & 77th;New York
Hawaiian Tropic Zone;729 Seventh Avenue at 49th Street;New York
Hay Wun Loy Restaurant;28 Pell St;New York
Health Stop;700 3rd Ave;New York
Health Youth Foods;102 8th Ave;New York
Healthy Bagel & Things Inc;1355 2nd Ave;New York
Healthy Choice Gourmet Deli Pizza;341 7th Ave;New York
Heartland Brewery & Chophouse;127 West 43rd Street;New York
Heartland Brewery And Restaurants;35 Union Sq W;New York
Heartland Brewery Radio City;1285 6th Avenue at 51 St.;New York
Hectors Place Restaurant;44 Little West 12th St;New York
Heidelberg Restaurant;1648 2nd Ave;New York
Heights Bar & Grill;2867 Broadway;New York
Heights Restaurant;654 W 181st St;New York
Helenas;432 Lafayette St;New York
Helianthus Inc;48 Macdougal St;New York
Helmsley Enterprises Inc;60 E 42nd St # 53;New York
Heng Da Express Kitchen Inc;61 Reade St;New York
Henry's;Broadway @ 105st.;New York
Henry's Evergreen;1288 1 Ave;New York
Herban Kitchen;290 Hudson Street;New York
Heroes Plus;5 W 46th St;New York
Heroic Sandwich Inc;36 E 4th St;New York
Hi Life Bar & Grill;477 Amsterdam Ave;New York
Hi Life Restaurant & Lounge;1340 1st Ave;New York
Hickory Foods Inc;205 W 29th St;New York
Highlands Cafe Restaurant;1505 3rd Ave;New York
Hill Country;30 West 26th;New York
Hilton;1335 Avenue Of The Americas;New York
Hilton;301 Park Ave;New York
Hing Lung Restaurant;108 W 145th St;New York
Hing Shing Seafood Store;67 Eldridge St;New York
Hing Wong House Inc;271 Grand St;New York
Hispanic American Restaurant;351 E 13th St # 313;New York
Hizen Japanese Restaurant;203 E 45th St;New York
Ho Ban Restaurant;34 W 35th St;New York
Ho Lee Restaurant;2493 7th Ave;New York
Ho Wong Coffee House;146 Hester St;New York
Ho Yip Restaurant;189 Broadway;New York
Hoboken Ferry;162 11th Ave;New York
Hog Pit;22 9th Ave;New York
Hoihow Lunch Corp;108 Saint Nicholas Ave;New York
Hok Corp;913 2nd Ave;New York
Hole In One Restaurant;1003 2nd Ave;New York
Holiday Cocktail Lng & Restaurant;75 Saint Marks Pl;New York
Holidays;333 W 57th St;New York
Hollywood Coffee Shop;574 Avenue Of The Americas;New York
Holy Basil Thai Bar & Rstrnt;149 2nd Ave;New York
Home Front Inc;236 W 54th St;New York
Home Restaurant;20 Cornelia St;New York
Homer Restaurant;121 W 10th St;New York
Homes Kitchen;22 E 21st St # 1;New York
Hometowen Buffet;Buffet;
Hometowen Buffet;2500 W Parmer Ln;New York
Honey Bee Cafe;71 W 55th St # 1;New York
Hong Am Restaurant;3668 Broadway;New York
Hong Cheong Kitchen;2393 8th Ave;New York
Hong Fat Restaurant;1799 Lexington Ave;New York
Hong Kong Kitchen;62 Bleecker St;New York
Hong Kong Noodle Inc;288 8th Ave;New York
Hong Kong Restaurant;2262 8th Ave # Main;New York
Hong On;28 Market St;New York
Hong Win;4 E 28th St;New York
Hong Ying Rice Shop;11 Mott St;New York
Honmura An Inc;170 Mercer St;New York
Honolulu Steamshop Co;270 W 45th St;New York
Hooters Restaurant;211 W 56th St;New York
Hop Fat Chinese Restaurant;175 Avenue C;New York
Hop Kee Restaurant;21 Mott St;New York
Hop Shing Restaurant Inc;9 Chatham Sq;New York
Hop Won Restaurant;139 E 45th St;New York
Hop Won Restaurant;677 Lexington Ave;New York
Hoppin Jalapenos Bar & Grill;597 W 207th St;New York
Horus Cafe;293 East 10th Street;New York
Horus Cafe;Mediterranean;
Horus Kebab House;93 Avenue B (6th Street);New York
Horus Lounge II;510 La Guardia Place;New York
Hos Kitchen;793 6th Ave;New York
Hos Wok Restaurant;455 Hudson St;New York
Hosteria Florella Italian Seafd;Italian;
Hosteria Florella Italian Seafd;1081 3rd Ave;New York
Hot & Crusty Bagel Cafe;1707 Broadway;New York
Hot & Tasty Corp;509 3rd Ave # 34;New York
Hot Tomato;676 6th Ave;New York
Hotel Parker Meridien;118 W 57th St;New York
Houlihan's - Riese Restaurant;1900 Broadway Lbby;New York
Houlihans;196 Broadway;New York
Houlihans;2 Penn Plz;New York
Houlihans;380 Lexington Ave;New York
Houlihans;50 Broad St;New York
Houlihans;677 Lexington Avenue;New York
Houlihans;7 Hanover Sq # 339;New York
Houlihans;729 7th Ave;New York
Houlihans;1900 Broadway Lbby;New York
Hour Glass Tavern;373 W 46th St;New York
House Of Pita;32 W 48th St;New York
House Of Seafood;2349 8th Ave Corner 126th St;New York
Houstons Restaurant;53 East 53rd Street;New York
Howard Johnson Restaurants;1551 Broadway;New York
Hsf Restaurant;46 Bowery;New York
Hsin Yu Restaurant;862 2nd Ave;New York
Hudson Bar And Books;636 Hudson St;New York
Hudson Caterers Cafe;145 Hudson St # 1;New York
Hudson Corner Cafe;570 Hudson St;New York
Hudson River Club;250 Vesey St;New York
Hudson Variety;350 Hudson St;New York
Hudson View Restaurant;3362 Broadway;New York
Hudsons Place;538 3rd Ave;New York
Hudsons Square Food Court;333 Hudson St;New York
Hughes Bar & Restaurant;1682 1st Ave;New York
Hunan 5th;323 5th Ave;New York
Hunan Balcony;2596 Broadway;New York
Hunan Balcony Gourment;1417 2nd Ave # 1;New York
Hunan Chef;360 W 46th St;New York
Hunan City Chinese Restaurant;343 2nd Ave;New York
Hunan Delight;1469 York Ave;New York
Hunan Delight Ii;1074 2nd Ave # 1;New York
Hunan East;308 3rd Ave # 1;New York
Hunan Garden Restaurant;1 Mott St;New York
Hunan Inn Inc;857 9th Ave;New York
Hunan K Restaurant;1612 3rd Ave;New York
Hunan Lake Restaurant;399 E 23rd St # 1;New York
Hunan Pan Restaurant;550 Hudson St;New York
Hunan Park Ii;721 Columbus Ave;New York
Hunan Park Restaurant;235 Columbus Ave;New York
Hunan Wok Jimmys House;340 3rd Ave;New York
Hung Cuong Seafood Inc;17 Catherine St # B;New York
Hung Hing Coffee Shop;246 Grand St;New York
Hung Sun Noodle Shop Inc;115 Mott St;New York
Hungarian Pastry Shop;1030 Amsterdam Ave # 1;New York
Hunters;1387 3rd Ave;New York
Hurricane Bobs Eatery;160 Front St;New York
Hurricane Island;1303 3rd Ave;New York
Hyo Dong Gak Inc;51 W 35th St;New York
Hyo Tan Nippon Restaurant;119 E 59th St;New York
I Copi;432 East 9th Street;New York
I Love N Y Pizza;900 Saint Nicholas Avenue;New York
I Pataca;57 W 10th St;New York
I TRE Merli Bistro;183 West 10th Street;New York
I Tre Merli;463 W Broadway;New York
I Trulli;122 E 27th St;New York
I Vandali;1590 1st Avenue;New York
ISK Manhattan McDonalds;220 West 42nd Street;New York
Iammo Bello;39 E 60th St;New York
Ichi Ro Sushi Japenese Rest;1694 2nd Ave;New York
Ici Restaurant;19 E 69th St;New York
Ida Mae Kitchen N Lounge;111 W 38th Street At Broadway;New York
Idaho Eights;240 E 27th St # 27c;New York
Ideya;349 West Broadway;New York
Ikeno Hana;1016 Lexington Ave;New York
Il Bagatto;192 E 2nd St;New York
Il Brunello Ristorante;56 W 56th St;New York
Il Buco;47 Bond St;New York
Il Campanello Restorante;136 W 31st St;New York
Il Cantinori Restaurant Inc;32 E 10th St;New York
Il Cortile Restaurant;125 Mulberry St;New York
Il Duomo Restaurant;200 W End Ave;New York
Il Faro Italian Seafood Rstrnt;45 W 39th St # 1;New York
Il Gatto & La Volpe;1154 1st Ave;New York
Il Giglio;81 Warren St;New York
Il Matone;413 Greenwich St;
Il Menestrello;14 E 52nd St;New York
Il Monello Restaurant;1460 2nd Ave;New York
Il Mulino;86 W 3rd St;New York
Il Nido Restaurant;251 E 53rd St;New York
Il Palazzo Ristorante Italiano;151 Mulberry St;New York
Il Pellicano;401 E 62nd St;New York
Il Tinello Ristorante;16 W 56th St;New York
Il Toscanaccio Restaurant;7 E 59th St;New York
Il Vagabondo Restaurant;351 E 62nd St;New York
Il Valentino Inc;330 E 56th St;New York
Il Valentino Inc;336 E 56th St;New York
Il Violino;180 Columbus Ave;New York
Il-Eok-Jo Restaurant Inc;102 Macdougal St;New York
Il-corallo Restaurant;172 Prince St # 6;New York
Il-postino Inc;337 E 49th St;New York
Imperial Dragon Restaurant;45 W 55th St;New York
Imperial Hunan Restaurant;352 3rd Ave;New York
Imperial Pizza I;517 3rd Ave;New York
In Padella;145 2nd Ave;New York
Inagiku Japanese Restaurant at the Waldo;111 East 49th Street;New York
Inca Grill;492 Broome St;New York
Independent Restaurant;179 W Broadway;New York
India Garden Restaurant;624 Amsterdam Ave;New York
India Grill;240 E 81st St;New York
India Pavilion Restaurant S;33 W 13th St;New York
India Valley;901 Avenue Of The Americas;New York
India Village;182 2nd Ave;New York
Indian Cafe;2791 Broadway;New York
Indian Cafe;201 W 95th St;New York
Indian Express;18 Murray Street;New York
Indian Restaurant;338 9th Ave;New York
Indian Taj;181 Bleecker St;New York
Indian Tampura;564 Amsterdam Ave;New York
Indian Tandoor Oven Restaurant;175 East 83rd Street;New York
Indigo Restaurant;142 W 10th St;New York
Indo Munch;182 Lexington Avenue;New York
Indochine Restaurant;430 Lafayette St # 1;New York
Inside Track;991 2nd Ave;New York
Inter-continental Hotels;111 E 48th St;New York
Intermezzo;202 8th Ave;New York
International Cafe;5 W 63rd St;New York
International Cafe;224 E 47th St;New York
International Cafe;1395 Lexington Ave;New York
International Food House;240 West 35th Street;New York
International Food House Inc;217 Dyckman St;New York
International Food House Restaurant & Buffet;240 West 35th Street;New York
International House of NY;500 Riverside Drive;New York
International Poultry Co;1133 Madison Ave;New York
International Poultry Co Inc;983 1st Ave;New York
Ipanema Restaurant;13 W 46th St;New York
Ipoh Garden Malaysian Chinese;13 Eldridge St # 1;New York
Ireland Inn;71 W 23rd St;New York
Iridium Banquet Office;1600 Broadway # 500;New York
Iridium Jazz Club;44 W 63rd St;New York
Irish Eyes;5008 Broadway;New York
Irish Punt The;40 Exchange Pl;New York
Iroha Japanese Restaurant;152 W 49th St;New York
Isabellas Restaurant;359 Columbus Ave;New York
Isadoras Cafe;16 E 52ndst Frrnt;
Ise Japanese Restaurant;58 W 56th St # 1;New York
Ise Restaurant Inc;151 E 49th St;New York
Isk Manhattan Inc;1271 Avenue Of The Americas;New York
Island;1305 Madison Ave;New York
Island Grill;2 Lafayette St;New York
Island Sun Restaurant & Bakery;547 Malcolm X Blvd;New York
Isle Of Capri Inc;1028 3rd Ave;New York
Iso Restaurant;175 2nd Ave;New York
Isohama Japanese Restaurant;1666 3rd Ave;New York
Isola Restaurant;485 Columbus Ave;New York
Istanbul Turkish Cuisine;413 Amsterdam Ave;New York
It's A Dominican Thing;144 West 19th Street;New York
Italia CIAO Pizzeria Ristorante Corporat;153 Chambers Street;New York
Italianissimo Ristorante;307 East 84th Street;New York
Italy On The Hudson;305 W 10th St;New York
Ithaka Restaurant;48 Barrow St # 1014;New York
Ithaka Restaurant;308 East 86th Street;New York
Its A Wrap;2012 Broadway # 1;New York
Ivoire Restaurant;76 E 119th St # 1;New York
Ivy Bistro;385 Greenwich St;New York
J & C Deli Restaurant;315 W 39th St;New York
J & J Coffee Shop;442 E 14th St # 1;New York
J & W Fish & Chips;101 Lenox Ave;New York
J D French Grill Inc;200 Church St # 1;New York
J D Restaurant;206 E 52nd St;New York
J D Rushs Restauant & Bar;32 Cliff St # 1;New York
J G Melon Restaurant;1291 3rd Ave;New York
J L Segull Chinese Restaurant;133 Ludlow St;New York
J P Loflands New York Grill;15 John St;New York
J R Cafe;250 E 58th St;New York
J R Restaurant;264 W 46th St;New York
J Ts American Italian Grill;American;
J Ts American Italian Grill;301 Madison Ave # 1;New York
J Ws Steakhouse;1535 Broadway;New York
Jab Foods Inc;250 W 34th St # C;New York
Jabrell Il Food Market;764 Columbus Ave;New York
Jack;80 University Pl.;New York
Jack Dempsey Restaurant;61 2nd Ave;New York
Jack The Ripper;228 W 4th St;New York
Jack's Restaurant And Bar;147 W40th Street;
Jacks Restaurant & Bar;Family/Casual;
Jacks Restaurant & Bar;147 West 40th Street;New York
Jackson Hole Burgers;232 E 64th St;
Jackson Hole Burgers;521 3rd Ave;New York
Jackson Hole Burgers;517 Columbus Ave;New York
Jackson Hole Burgers;1611 2nd Ave # 1;New York
Jackson Hole Burgers;1270 Madison Ave # 1;New York
Jacques Cafe;200 E 85th St;New York
Jad Food Svc Inc;115 E 57th St # 410;New York
Jade House;4028 Broadway;New York
Jade Kitchen;534 E 14th St;New York
Jade Mountain Restaurant;197 2nd Ave;New York
Jai Ya Thai Restaurant;396 3rd Ave;New York
Jamaican Hot Pot Restrnt;2260 7th Ave;New York
Jamesons Bar Restrnt;975 2nd Ave;New York
Jams Restaurant & Deli;Jamaican;
Jams Restaurant & Deli;518 9th Avenue Frnt;New York
Jane's;736 Broadway;New York
Japanese Restaurant;56 3rd Ave;New York
Japas;11 Saint Marks Pl;New York
Japonica Restaurant;100 University Pl;New York
Jasmine;1619 2nd Avenue;New York
Jat Restaurant;1333 Broadway;New York
Jat Restaurant;302 W 38th St;New York
Java Shop;1611 Broadway;New York
Jaya Malaysian Restaurant;90 Baxter St;New York
Jazz Standard;116 E 27th St;New York
Jct Coffee Shop Inc;5009 Broadway # 1;New York
Jean Claude Restaurant;137 Sullivan St;New York
Jean Georges Restaurant;1 Central Park W;New York
Jean Lafitte Restaurant;68 W 58th St;New York
Jeeb;154 Orchard Street;New York
Jennifers Restaurant;117 W 58th St;New York
Jeremys Ale House Also Inc;254 Front St;New York
Jerrys Restaurant;101 Prince St;New York
Jerusalem Pita Inc;212 E 45th St;New York
Jewel Of India Restaurant;15 W 44th St;New York
Jewelers Restaurant;27 W 47th St;New York
Jezebel;630 9th Ave;New York
Jim Bradys Restaurant;75 Maiden Ln;New York
Jimbos Coffee Shop;1345 Amsterdam Ave;New York
Jimbos Hamburger Place;991 1st Ave;New York
Jimmy Oro Restaurant;711 W 181st St # 1;New York
Jimmy Sung Restaurant;219 East 44th;New York
Jimmy Walkers Restaurant;245 E 55th St;New York
Jimmys Bronx Cafe;2207 7th Ave;New York
Jimmys Coffee Shop;1151 Madison Ave;New York
Jimmys Food Restaurant;1544 Madison Ave # 1043;New York
Jin Lian Foo Chow Restaurant Inc;68 E Broadway;New York
Jing Fong Restaurant;20 Elizabeth St;New York
Jing Hua;580 Amsterdam Ave;New York
Jo Jo Restaurant;160 E 64th St;New York
Jo-an Japanese Restaurant;2707 Broadway # 1;New York
Joanies Restaurant;126 E 28th St;New York
Joannas Restaurant;30 E 92nd St;New York
Joe Allen Restaurant;326 W 46th St;New York
Joe Eureka;168 5th Ave # 1;New York
Joe Jr. Restaurant;482 Avenue Of The Americas;New York
Joe Jr. Restaurant;American;
Joe Ls Restaurant;200 Bennett Ave # 3h;New York
Joe O's;136 West 33rd Street;New York
Joes Again;230 W 4th St;New York
Joes Jr Restaurant;167 3rd Ave;New York
Joes Pizza Francisca Salce;1121 Saint Nicholas Ave;New York
Joes Shanghai Restaurant;9 Pell St # 1;New York
Joeys Paesano;205 W 43rd St;New York
John & Jack;2130 2nd Ave;New York
John Barry's;38 West 39th St;New York
John Street Bar & Grill;17 John St;New York
Johnneys Fish Grill Inc;250 Vesey St;New York
Johnnies Italian Restaurant;135 W 45th St;New York
Johnny Rocket;University And 8th Avenue;New York
Johns Fried Chicken;512 W 207th St;New York
Johns Gyro & Souvlaki;370 W 58th St;New York
Johns Pizzeria;48 W 65th St;New York
Johns Pizzeria;408 E 64th St;New York
Johns Pizzeria;278 Bleecker St;New York
Johns Restaurant;823 2nd Ave;New York
Johns Restaurant;302 E 12th St;New York
Johnys;124 W 25th St;New York
Jolly King Inc;44 Bowery;New York
Jonathans Restaurant;42 W 58th St;New York
