restaurant;address;country;addressGoogle
Hosteria Florella Italian Seafd;Italian;New York;Little Italy
Hosteria Florella Italian Seafd;1081 3rd Ave;New York;1081 3rd Ave
Hot & Crusty Bagel Cafe;1707 Broadway;New York;1707 Broadway
Hot & Tasty Corp;509 3rd Ave # 34;New York;509 3rd Ave #34
Hot Tomato;676 6th Ave;New York;676 6th Ave
Hotel Parker Meridien;118 W 57th St;New York;118 W 57th St
Houlihan's - Riese Restaurant;1900 Broadway Lbby;New York;1900 Broadway
Houlihans;196 Broadway;New York;196 Broadway
Houlihans;2 Penn Plz;New York;2 Pennsylvania Plaza
Houlihans;380 Lexington Ave;New York;380 Lexington Ave
Houlihans;50 Broad St;New York;50 Broad St
Houlihans;677 Lexington Avenue;New York;677 Lexington Ave
Houlihans;7 Hanover Sq # 339;New York;7 Hanover Square #339
Houlihans;729 7th Ave;New York;729 7th Ave
Houlihans;1900 Broadway Lbby;New York;1900 Broadway
Hour Glass Tavern;373 W 46th St;New York;373 W 46th St
House Of Pita;32 W 48th St;New York;32 W 48th St
House Of Seafood;2349 8th Ave Corner 126th St;New York;2349 Frederick Douglass Blvd
Houstons Restaurant;53 East 53rd Street;New York;53W53
Howard Johnson Restaurants;1551 Broadway;New York;1551 Broadway
Hsf Restaurant;46 Bowery;New York;46 Bowery
Hsin Yu Restaurant;862 2nd Ave;New York;862 2nd Ave
Hudson Bar And Books;636 Hudson St;New York;636 Hudson St
Hudson Caterers Cafe;145 Hudson St # 1;New York;145 Hudson St #1
Hudson Corner Cafe;570 Hudson St;New York;570 Hudson St
Hudson River Club;250 Vesey St;New York;250 Vesey St
Hudson Variety;350 Hudson St;New York;350 Hudson St
Hudson View Restaurant;3362 Broadway;New York;3362 Broadway
Hudsons Place;538 3rd Ave;New York;538 3rd Ave
Hudsons Square Food Court;333 Hudson St;New York;333 Hudson St
Hughes Bar & Restaurant;1682 1st Ave;New York;1682 1st Avenue
Hunan 5th;323 5th Ave;New York;323 5th Ave
Hunan Balcony;2596 Broadway;New York;2596 Broadway
Hunan Balcony Gourment;1417 2nd Ave # 1;New York;1417 2nd Ave #1
Hunan Chef;360 W 46th St;New York;360 W 46th St
Hunan City Chinese Restaurant;343 2nd Ave;New York;343 2nd Ave
Hunan Delight;1469 York Ave;New York;1469 York Ave
Hunan Delight Ii;1074 2nd Ave # 1;New York;1074 2nd Ave #1
Hunan East;308 3rd Ave # 1;New York;308 3rd Ave #1
Hunan Garden Restaurant;1 Mott St;New York;1 Mott St
Hunan Inn Inc;857 9th Ave;New York;857 9th Ave
Hunan K Restaurant;1612 3rd Ave;New York;1612 3rd Ave
Hunan Lake Restaurant;399 E 23rd St # 1;New York;399 E 23rd St #1
Hunan Pan Restaurant;550 Hudson St;New York;550 Hudson St
Hunan Park Ii;721 Columbus Ave;New York;721 Columbus Ave
Hunan Park Restaurant;235 Columbus Ave;New York;235 Columbus Ave
Hunan Wok Jimmys House;340 3rd Ave;New York;340 3rd Ave
Hung Cuong Seafood Inc;17 Catherine St # B;New York;17 Catherine St B
Hung Hing Coffee Shop;246 Grand St;New York;246 Grand St
Hung Sun Noodle Shop Inc;115 Mott St;New York;115 Mott St
Hungarian Pastry Shop;1030 Amsterdam Ave # 1;New York;1030 Amsterdam Ave #1
Hunters;1387 3rd Ave;New York;1387 3rd Ave
Hurricane Bobs Eatery;160 Front St;New York;160 Front St
Hurricane Island;1303 3rd Ave;New York;1303 3rd Ave
Hyo Dong Gak Inc;51 W 35th St;New York;51 W 35th St
Hyo Tan Nippon Restaurant;119 E 59th St;New York;119 E 59th St
I Copi;432 East 9th Street;New York;432 E 9th St
I Love N Y Pizza;900 Saint Nicholas Avenue;New York;900 St Nicholas Ave
I Pataca;57 W 10th St;New York;57 W 10th St
I TRE Merli Bistro;183 West 10th Street;New York;183 W 10th St
I Tre Merli;463 W Broadway;New York;463 W Broadway
I Trulli;122 E 27th St;New York;122 E 27th St
I Vandali;1590 1st Avenue;New York;1590 1st Avenue
ISK Manhattan McDonalds;220 West 42nd Street;New York;220 W 42nd St
Iammo Bello;39 E 60th St;New York;39 E 60th St
Ichi Ro Sushi Japenese Rest;1694 2nd Ave;New York;1694 2nd Ave
Ici Restaurant;19 E 69th St;New York;19 E 69th St
Ida Mae Kitchen N Lounge;111 W 38th Street At Broadway;New York;111 W 38th Street At Broadway
Idaho Eights;240 E 27th St # 27c;New York;240 E 27th St #27c
Ideya;349 West Broadway;New York;349 W Broadway
Ikeno Hana;1016 Lexington Ave;New York;1016 Lexington Ave
Il Bagatto;192 E 2nd St;New York;192 E 2nd St
Il Brunello Ristorante;56 W 56th St;New York;56 W 56th St
Il Buco;47 Bond St;New York;47 Bond St
Il Campanello Restorante;136 W 31st St;New York;136 W 31st St
Il Cantinori Restaurant Inc;32 E 10th St;New York;32 E 10th St
Il Cortile Restaurant;125 Mulberry St;New York;125 Mulberry St
Il Duomo Restaurant;200 W End Ave;New York;200 West End Ave
Il Faro Italian Seafood Rstrnt;45 W 39th St # 1;New York;45 W 39th St #1
Il Gatto & La Volpe;1154 1st Ave;New York;1154 1st Avenue
Il Giglio;81 Warren St;New York;81 Warren St
Il Matone;413 Greenwich St;New York;413 Greenwich St
Il Menestrello;14 E 52nd St;New York;14 E 52nd St
Il Monello Restaurant;1460 2nd Ave;New York;1460 2nd Ave
Il Mulino;86 W 3rd St;New York;86 W 3rd St
Il Nido Restaurant;251 E 53rd St;New York;251 E 53rd St
Il Palazzo Ristorante Italiano;151 Mulberry St;New York;151 Mulberry St
Il Pellicano;401 E 62nd St;New York;401 E 62nd St
Il Tinello Ristorante;16 W 56th St;New York;16 W 56th St
Il Toscanaccio Restaurant;7 E 59th St;New York;7 E 59th St
Il Vagabondo Restaurant;351 E 62nd St;New York;351 E 62nd St
Il Valentino Inc;330 E 56th St;New York;330 E 56th St
Il Valentino Inc;336 E 56th St;New York;336 E 56th St
Il Violino;180 Columbus Ave;New York;180 Columbus Ave
Il-Eok-Jo Restaurant Inc;102 Macdougal St;New York;102 MacDougal St
Il-corallo Restaurant;172 Prince St # 6;New York;172 Prince St #6
Il-postino Inc;337 E 49th St;New York;337 E 49th St
Imperial Dragon Restaurant;45 W 55th St;New York;45 W 55th St
Imperial Hunan Restaurant;352 3rd Ave;New York;352 3rd Ave
Imperial Pizza I;517 3rd Ave;New York;517 3rd Ave
In Padella;145 2nd Ave;New York;145 2nd Ave
Inagiku Japanese Restaurant at the Waldo;111 East 49th Street;New York;111 E 49th St
Inca Grill;492 Broome St;New York;492 Broome St
Independent Restaurant;179 W Broadway;New York;179 W Broadway
India Garden Restaurant;624 Amsterdam Ave;New York;624 Amsterdam Ave
India Grill;240 E 81st St;New York;240 E 81st St
India Pavilion Restaurant S;33 W 13th St;New York;33 W 13th St
India Valley;901 Avenue Of The Americas;New York;901 6th Ave
India Village;182 2nd Ave;New York;182 2nd Ave
Indian Cafe;2791 Broadway;New York;2791 Broadway
Indian Cafe;201 W 95th St;New York;201 W 95th St
Indian Express;18 Murray Street;New York;18 Murray Street
Indian Restaurant;338 9th Ave;New York;338 9th Ave
Indian Taj;181 Bleecker St;New York;181 Bleecker St
Indian Tampura;564 Amsterdam Ave;New York;564 Amsterdam Ave
Indian Tandoor Oven Restaurant;175 East 83rd Street;New York;175 E 83rd St
Indigo Restaurant;142 W 10th St;New York;142 W 10th St
Indo Munch;182 Lexington Avenue;New York;Lexington Plaza
Indochine Restaurant;430 Lafayette St # 1;New York;430 Lafayette St #1
Inside Track;991 2nd Ave;New York;991 2nd Ave
Inter-continental Hotels;111 E 48th St;New York;111 E 48th St
Intermezzo;202 8th Ave;New York;202 8th Ave
International Cafe;5 W 63rd St;New York;5 W 63rd St.
International Cafe;224 E 47th St;New York;224 E 47th St
International Cafe;1395 Lexington Ave;New York;1395 Lexington Ave
International Food House;240 West 35th Street;New York;240 W 35th St
International Food House Inc;217 Dyckman St;New York;217 Dyckman St
International Food House Restaurant & Buffet;240 West 35th Street;New York;240 W 35th St
International House of NY;500 Riverside Drive;New York;500 Riverside Dr
International Poultry Co;1133 Madison Ave;New York;1133 Madison Ave
International Poultry Co Inc;983 1st Ave;New York;983 1st Avenue
Ipanema Restaurant;13 W 46th St;New York;13 W 46th St
Ipoh Garden Malaysian Chinese;13 Eldridge St # 1;New York;13 Eldridge St #1
Ireland Inn;71 W 23rd St;New York;71 W 23rd St
Iridium Banquet Office;1600 Broadway # 500;New York;1600 Broadway #500
Iridium Jazz Club;44 W 63rd St;New York;44 W 63rd St.
Irish Eyes;5008 Broadway;New York;5008 Broadway
Irish Punt The;40 Exchange Pl;New York;40 Exchange Pl
Iroha Japanese Restaurant;152 W 49th St;New York;152 W 49th St
Isabellas Restaurant;359 Columbus Ave;New York;359 Columbus Ave
Isadoras Cafe;16 E 52ndst Frrnt;New York;16 E 52ndst Frrnt
Ise Japanese Restaurant;58 W 56th St # 1;New York;58 W 56th St #1
Ise Restaurant Inc;151 E 49th St;New York;151 E 49th St
Isk Manhattan Inc;1271 Avenue Of The Americas;New York;1271 6th Ave
Island;1305 Madison Ave;New York;1305 Madison Ave
Island Grill;2 Lafayette St;New York;2 Lafayette St
Island Sun Restaurant & Bakery;547 Malcolm X Blvd;New York;547 Malcolm X Blvd
Isle Of Capri Inc;1028 3rd Ave;New York;1028 3rd Ave
Iso Restaurant;175 2nd Ave;New York;175 2nd Ave
Isohama Japanese Restaurant;1666 3rd Ave;New York;1666 3rd Ave
Isola Restaurant;485 Columbus Ave;New York;485 Columbus Ave
Istanbul Turkish Cuisine;413 Amsterdam Ave;New York;413 Amsterdam Ave
It's A Dominican Thing;144 West 19th Street;New York;144 W 19th St
Italia CIAO Pizzeria Ristorante Corporat;153 Chambers Street;New York;153 Chambers St
Italianissimo Ristorante;307 East 84th Street;New York;307 E 84th St
Italy On The Hudson;305 W 10th St;New York;305 W 10th St
Ithaka Restaurant;48 Barrow St # 1014;New York;48 Barrow St #1014
Ithaka Restaurant;308 East 86th Street;New York;308 East 86th St
Its A Wrap;2012 Broadway # 1;New York;2012 Broadway #1
Ivoire Restaurant;76 E 119th St # 1;New York;76 E 119th St #1
Ivy Bistro;385 Greenwich St;New York;385 Greenwich St
J & C Deli Restaurant;315 W 39th St;New York;315 W 39th St
J & J Coffee Shop;442 E 14th St # 1;New York;442 E 14th St #1
J & W Fish & Chips;101 Lenox Ave;New York;101 Lenox Ave
J D French Grill Inc;200 Church St # 1;New York;200 Church St #1
J D Restaurant;206 E 52nd St;New York;206 E 52nd St
J D Rushs Restauant & Bar;32 Cliff St # 1;New York;32 Cliff St #1
J G Melon Restaurant;1291 3rd Ave;New York;1291 3rd Ave
J L Segull Chinese Restaurant;133 Ludlow St;New York;133 Ludlow St
J P Loflands New York Grill;15 John St;New York;15 John St
J R Cafe;250 E 58th St;New York;250 E 58th St
J R Restaurant;264 W 46th St;New York;264 W 46th St
J Ts American Italian Grill;American;New York;New York
J Ts American Italian Grill;301 Madison Ave # 1;New York;301 Madison Ave #1
J Ws Steakhouse;1535 Broadway;New York;1535 Broadway
Jab Foods Inc;250 W 34th St # C;New York;250 W 34th St C
Jabrell Il Food Market;764 Columbus Ave;New York;764 Columbus Ave
Jack;80 University Pl.;New York;80 University Pl
Jack Dempsey Restaurant;61 2nd Ave;New York;61 2nd Ave
Jack The Ripper;228 W 4th St;New York;228 West 4th Street
Jack's Restaurant And Bar;147 W40th Street;New York;147 W 40th St
Jacks Restaurant & Bar;Family/Casual;New York;Family/Casual
Jacks Restaurant & Bar;147 West 40th Street;New York;147 W 40th St
Jackson Hole Burgers;232 E 64th St;New York;232 E 64th St
Jackson Hole Burgers;521 3rd Ave;New York;521 3rd Ave
Jackson Hole Burgers;517 Columbus Ave;New York;517 Columbus Ave
Jackson Hole Burgers;1611 2nd Ave # 1;New York;1611 2nd Ave #1
Jackson Hole Burgers;1270 Madison Ave # 1;New York;1270 Madison Ave #1
Jacques Cafe;200 E 85th St;New York;200 E 85th St
Jad Food Svc Inc;115 E 57th St # 410;New York;115 E 57th St #410
Jade House;4028 Broadway;New York;4028 Broadway
Jade Kitchen;534 E 14th St;New York;534 E 14th St
Jade Mountain Restaurant;197 2nd Ave;New York;197 2nd Ave
Jai Ya Thai Restaurant;396 3rd Ave;New York;396 3rd Ave
Jamaican Hot Pot Restrnt;2260 7th Ave;New York;2260 7th Ave
Jamesons Bar Restrnt;975 2nd Ave;New York;975 2nd Ave
Jams Restaurant & Deli;Jamaican;New York;Jamaica
Jams Restaurant & Deli;518 9th Avenue Frnt;New York;518 9th Ave
Jane's;736 Broadway;New York;736 Broadway
Japanese Restaurant;56 3rd Ave;New York;56 3rd Ave
Japas;11 Saint Marks Pl;New York;11 St Marks Pl
Japonica Restaurant;100 University Pl;New York;100 University Pl
Jasmine;1619 2nd Avenue;New York;1619 2nd Ave
Jat Restaurant;1333 Broadway;New York;1333 Broadway
Jat Restaurant;302 W 38th St;New York;302 W 38th St
Java Shop;1611 Broadway;New York;1611 Broadway
Jaya Malaysian Restaurant;90 Baxter St;New York;90 Baxter St
Jazz Standard;116 E 27th St;New York;116 E 27th St
Jct Coffee Shop Inc;5009 Broadway # 1;New York;5009 Broadway #1
Jean Claude Restaurant;137 Sullivan St;New York;137 Sullivan St
Jean Georges Restaurant;1 Central Park W;New York;1 Central Park West
Jean Lafitte Restaurant;68 W 58th St;New York;68 W 58th St
Jeeb;154 Orchard Street;New York;154 Orchard St
Jennifers Restaurant;117 W 58th St;New York;117 W 58th St
Jeremys Ale House Also Inc;254 Front St;New York;254 Front St
Jerrys Restaurant;101 Prince St;New York;101 Prince St
Jerusalem Pita Inc;212 E 45th St;New York;212 E 45th St
Jewel Of India Restaurant;15 W 44th St;New York;15 W 44th St
Jewelers Restaurant;27 W 47th St;New York;27 W 47th St
Jezebel;630 9th Ave;New York;630 9th Ave
Jim Bradys Restaurant;75 Maiden Ln;New York;75 Maiden Ln
Jimbos Coffee Shop;1345 Amsterdam Ave;New York;1345 Amsterdam Ave
Jimbos Hamburger Place;991 1st Ave;New York;991 1st Avenue
Jimmy Oro Restaurant;711 W 181st St # 1;New York;711 W 181st St #1
Jimmy Sung Restaurant;219 East 44th;New York;219 E 44th St
Jimmy Walkers Restaurant;245 E 55th St;New York;245 E 55th St
Jimmys Bronx Cafe;2207 7th Ave;New York;2207 7th Ave
Jimmys Coffee Shop;1151 Madison Ave;New York;1151 Madison Ave
Jimmys Food Restaurant;1544 Madison Ave # 1043;New York;1544 Madison Ave #1043
Jin Lian Foo Chow Restaurant Inc;68 E Broadway;New York;68 E Broadway
Jing Fong Restaurant;20 Elizabeth St;New York;20 Elizabeth St
Jing Hua;580 Amsterdam Ave;New York;580 Amsterdam Ave
Jo Jo Restaurant;160 E 64th St;New York;160 E 64th St
Jo-an Japanese Restaurant;2707 Broadway # 1;New York;2707 Broadway #1
Joanies Restaurant;126 E 28th St;New York;126 E 28th St
Joannas Restaurant;30 E 92nd St;New York;30 E 92nd St
Joe Allen Restaurant;326 W 46th St;New York;326 W 46th St
Joe Eureka;168 5th Ave # 1;New York;Sohmer Piano Building
Joe Jr. Restaurant;482 Avenue Of The Americas;New York;482 6th Ave
Joe Jr. Restaurant;American;New York;New York
Joe Ls Restaurant;200 Bennett Ave # 3h;New York;200 Bennett Ave #3h
Joe O's;136 West 33rd Street;New York;136 W 33rd St
Joes Again;230 W 4th St;New York;230 West 4th Street
Joes Jr Restaurant;167 3rd Ave;New York;167 3rd Ave
Joes Pizza Francisca Salce;1121 Saint Nicholas Ave;New York;1121 St Nicholas Ave
Joes Shanghai Restaurant;9 Pell St # 1;New York;9 Pell St #1
Joeys Paesano;205 W 43rd St;New York;205 W 43rd St
John & Jack;2130 2nd Ave;New York;2130 2nd Ave
John Barry's;38 West 39th St;New York;38 W 39th St
John Street Bar & Grill;17 John St;New York;17 John St
Johnneys Fish Grill Inc;250 Vesey St;New York;250 Vesey St
Johnnies Italian Restaurant;135 W 45th St;New York;135 W 45th St
Johnny Rocket;University And 8th Avenue;New York;University Pl & E 8th St
Johns Fried Chicken;512 W 207th St;New York;512 W 207th St
Johns Gyro & Souvlaki;370 W 58th St;New York;370 W 58th St
Johns Pizzeria;48 W 65th St;New York;48 W 65th St
Johns Pizzeria;408 E 64th St;New York;408 E 64th St
Johns Pizzeria;278 Bleecker St;New York;278 Bleecker St
Johns Restaurant;823 2nd Ave;New York;823 2nd Ave
Johns Restaurant;302 E 12th St;New York;302 E 12th St
Johnys;124 W 25th St;New York;124 W 25th St
Jolly King Inc;44 Bowery;New York;44 Bowery
Jonathans Restaurant;42 W 58th St;New York;42 W 58th St
Jones Diner;371 Lafayette St;New York;371 Lafayette St
Jonesie Coffee Shop;400 Manhattan Ave;New York;400 Manhattan Ave
Josephine Restaurant;1900 Broadway # 1;New York;1900 Broadway #1
Josephs;50 W 72nd St;New York;50 W 72nd St
Josephs Restaurant;3 Hanover Sq;New York;3 Hanover Square
Joshua Tree;366 W. 46th Street;New York;366 W 46th St
Joshua Tree Inc;513 3rd Ave;New York;513 3rd Ave
Jou Jou Inc;603 W 168th St;New York;603 W 168th St
Joy Curry & Tandoor;Indian;New York;Indian
Joy Curry & Tandoor;148 East 46th Street;New York;148 E 46th St
Joy Garden;103 Avenue A;New York;103 Avenue A
Joy Sung Restaurant Inc;40 Rivington St;New York;40 Rivington St
Joy of India;127 East 28th Street;New York;127 E 28th St
Joys Gourmet;887 8th Ave;New York;887 8th Ave
Juan Y Anna Basement;3891 Broadway;New York;3891 Broadway
Jubilee Inc;347 E 54th St;New York;347 E 54th St
Judson Grill;152 W 52nd St;New York;152 W 52nd St
Judys;1 Christopher St # 8h;New York;1 Christopher St #8h
Juice & Joe;357 Avenue Of The Americas;New York;357 6th Ave
Jules Restaurant;65 Saint Marks Pl;New York;65 St Marks Pl
Jun Yung Restaurant;598 8th Ave;New York;598 8th Ave
Justin's Restaurant;31 W 21st;New York;31 W 21st St
K & K Restaurant;192 1st Ave;New York;192 1st Avenue
K P N Y Cafe;557 Hudson Street;New York;557 Hudson St
K S Kitchen Inc;153 Amsterdam Ave # 1;New York;153 Amsterdam Ave #1
KANG SUH Restaurant;1250 Broadway;New York;1250 Broadway
KENNEDY FRIED CHICKEN;2409 SECOND AVENUE STORE;New York;2409 2nd Ave
KFC;3205 Broadway;New York;3205 Broadway
KFC;800 Lexington Avenue;New York;800 Lexington Ave
Kabuki Restaurant;1315 1st Ave;New York;1315 1st Avenue
Kabul Cafe;265 W 54th St;New York;265 W 54th St
Kabul Cafe;Afghan;New York;Afghan
Kai Yue Coffee Shop Corp;26 Eldridge St;New York;26 Eldridge St
Kaiking Restaurant;117 E 60th St;New York;117 E 60th St
Kalesmeno Corp;893 9th Ave;New York;893 9th Ave
Kam Chueh Restaurant Inc;40 Bowery # 1;New York;40 Bowery #1
Kam Hing Coffee Shop;119 Baxter St;New York;119 Baxter St
Kam Hong Garden;485 9th Ave;New York;485 9th Ave
Kam Lai Chinese Restaurant;708 Amsterdam Ave;New York;708 Amsterdam Ave
Kam Luang Restaurant;1557 Lexington Ave;New York;1557 Lexington Ave
Kam Wah Chinese Kitchen;301 E 116th St;New York;301 E 116th St
Kam-wei Kitchen;617 9th Ave # 1;New York;617 9th Ave #1
Kameda;University Place;New York;University Pl
Kamnin Kitchen;9 Nagle Ave;New York;9 Nagle Ave
Kan Pai Yakitori Sushi;1482 2nd Ave;New York;1482 2nd Ave
Kana Restaurant;324 Spring St;New York;324 Spring St
Kang Kee Restaurant;124 Hester St;New York;124 Hester St
Kang Tai Food Corp;15 W 45th St;New York;15 W 45th St
Kaoru Restaurant;310 E 46th St;New York;310 E 46th St
Kaplans At The Delmonico;59 E 59th St;New York;59 E 59th St
Kar Restautant;45 Nassau St Bsmt;New York;45 Nassau St
Karahi Indian Cuisine;508 Broome Street;New York;508 Broome St
Karani Bar & Grill;591 1st Avenue;New York;591 1st Avenue
Karavas Place;108 7th Ave S;New York;108 7th Ave S
Karavas Place;162 W 4th St;New York;162 West 4th Street
Kary Restaurant Inc;864 Avenue Of The Americas;New York;864 6th Ave
Kashmir 9;478 9th Ave;New York;478 9th Ave
Kashmir Restaurant;601 8th Ave;New York;601 8th Ave
Kastro Bar Lounge;237 E 5th St;New York;237 E 5th St
Katch & Restaurant Bar;339 E 75th St;New York;339 E 75th St
Kate Kearneys Inc;251 E 50th St # 53;New York;251 E 50th St #53
Kate's Joint;Vegetarian;New York;Vegetarian
Kate's Joint;58 Avenue B;New York;58 Avenue B
Katra;217 Bowery;New York;217 Bowery
Katsuhama;11 E 47th St;New York;11 E 47th St
Katy Gallaghers Inc;1267 1st Ave;New York;1267 1st Avenue
Katzs Delicatessen Inc;Deli/Sandwich/Subs;New York;Deli/Sandwich/Subs
Katzs Delicatessen Inc;205 E Houston St;New York;205 E Houston St
Kava Lounge;605 Hudson St;New York;605 Hudson St
Kawa Inc;18 Maiden Ln;New York;18 Maiden Ln
Keats Restaurant;842 2nd Ave;New York;842 2nd Ave
Kebab House;399 Grand Street;New York;399 Grand St
Kee-wah-yen;50 W 56th St;New York;50 W 56th St
Keenans Bar & Grill;4878 Broadway;New York;4878 Broadway
Keens Steak House;72 W 36th St;New York;72 W 36th St
Keewah Annex;48 W 56th St;New York;48 W 56th St
Kellari Taverna;19 West 44th Street;New York;19 W 44th St
Kellari's Parea;36th East 20th Street;New York;36th East 20th Street
Kennedy Chicken;220 Varick St;New York;220 Varick St
Kennedy Fried Chicken;158 Nagle Ave;New York;158 Nagle Ave
Kennedy Fried Chicken;300 W 145th St;New York;300 W 145th St
Kennedy Fried Chicken;1270 Saint Nicholas Avenue;New York;1270 St Nicholas Ave
Kennedy Fried Chicken;American;New York;New York
Kennedy Fried Chicken;1774 Lexington Ave;New York;1774 Lexington Ave
Kennedy Fried Chicken Inc;912 Columbus Ave;New York;912 Columbus Ave
Kennedys;327 W 57th St;New York;327 W 57th St
Kenny Cafe;345 Hudson St;New York;Hudson Street
Kensu Inc;732 7th Ave;New York;732 7th Ave
Kentucky Fried Chicken;50 Broad Street;New York;50 Broad St
Kentucky Fried Chicken;301 West 125th Street;New York;301 W 125th St
Kentucky Fried Chicken;2755 Broadway;New York;2755 Broadway
Kentucky Fried Chicken;242 East 14th Street;New York;242 E 14th St
Kentucky Fried Chicken;4076 Broadway;New York;4076 Broadway
Kentucky Fried Chicken;116 West 125th Street;New York;116 W 125th St
Kentucky Fried Chicken;108 Delancey Street;New York;108 Delancey St
Kentucky Fried Chicken;1922 3rd Avenue;New York;1922 3rd Ave
Kettle Restaurant;130 W 3rd St;New York;130 W 3rd St
Key West Diner & Cafe;2532 Broadway;New York;2532 Broadway
Kfc;103 Broadway;New York;103 Broadway
Kfc;3595 Broadway;New York;3595 Broadway
Kfc;48 New St;New York;48 New St
Kfc;359 2nd Ave;New York;359 2nd Ave
Kfc;707 Lenox Ave;New York;707 Malcolm X Blvd
Kfc;800 2nd Ave;New York;800 2nd Ave
Kfc;484 Lenox Ave;New York;484 Lenox Ave
Khondoker Luncheonette;58 Kenmare St # 1;New York;58 Kenmare St #1
Khyber Kabob House Inc;207 10th Ave;New York;207 10th Ave
Kiev Restaurant Ltd;117 2nd Ave;New York;117 2nd Ave
Kiiroihana Restaurant;23 W 56th St;New York;23 W 56th St
Kikyoya Restaurant;234 5th Ave;New York;234 5th Ave
Killarney Rose;80 Beaver St;New York;80 Beaver St
Kim Long Kitchen;217 Avenue A;New York;217 Avenue A
Kim Restaurant;657 Lenox Ave;New York;657 Lenox Ave
Kim Tont Restaurant;1722 Amsterdam Ave;New York;1722 Amsterdam Ave
Kin Khao Restaurant;171 Spring St;New York;171 Spring St
Kin Yip Restaurant Inc;11 E 31st St;New York;11 E 31st St
King David Restaurant;1239 1st Ave;New York;1239 1st Avenue
King Deli;221 W 38th St;New York;221 W 38th St
King Dragon Two Inc;107 Dyckman St;New York;107 Dyckman St
King Express Rest;40 W 8th St # 42;New York;40 W 8th St #42
King Foo Chinese Food;2030 2nd Ave;New York;2030 2nd Ave
King Food Restaurant Inc;422 Amsterdam Ave;New York;422 Amsterdam Ave
King Garden;1 W 137th St;New York;1 W 137th St
King Garden Restaurant;231 8th Ave;New York;231 8th Ave
King Garden Restaurant;4316 Broadway;New York;4316 Broadway
King Hwa Chinese Food;1272 Amsterdam Ave;New York;1272 Amsterdam Ave
King Wok;222 Varick St;New York;222 Varick St
King Wok Kitchen;1967 7th Ave;New York;1967 7th Ave
Kings Carriage House Rstrnt;251 E 82nd St;New York;251 E 82nd St
Kings Deli;221 W 38th St # 2;New York;221 W 38th St #2
Kings Delight;45 E 34th St;New York;45 E 34th St
Kings Wok Chinese Restaurant;1744 1st Ave;New York;1744 1st Avenue
Kinsale Restaurant;1672 3rd Ave;New York;1672 3rd Ave
Kiosk;1007 Lexington Ave;New York;1007 Lexington Ave
Kiran Continental Indian Cuisine;94 Chambers Street;New York;94 Chambers St
Kiran Indian Cuisine;401 W 53rd Street;New York;401 W 53rd St
Kiran Indian Cuisine;53 9th Ave;New York;53 9th Ave
Kishi Japanese Restaurant;137 E 45th St;New York;137 E 45th St
Kismat Indian Restaurant;603 Fort Washington Ave;New York;603 Fort Washington Ave
Kismoth;326 E 6th St;New York;326 E 6th St
Kitaro Japanese Restaurant Inc;1164 1st Ave;New York;1164 1st Avenue
Kitchen Club Inc;30 Prince St # 1;New York;30 Prince St #1
Kitchen Provance;68 W 45th St;New York;68 W 45th St
Kitchenette;80 W Broadway;New York;80 W Broadway
Km Wah Chinese Restaurant;301 E 116th St;New York;301 E 116th St
Knickerbocker Bar & Grill;33 University Pl;New York;33 University Pl
Knicks Diner;1732 2nd Ave;New York;1732 2nd Ave
Knot Just Pretzels;1 Penn Plz;New York;1 Pennsylvania Plaza
Ko Sushi;1619 York Avenue;New York;1619 York Ave
Kob Ma Thai;9 Doyers St;New York;9 Doyers St
Kobe Inc;208 3rd Ave;New York;208 3rd Ave
Kobma;611 Hudson St;New York;611 Hudson St
Kodama Japanese Restaurant;301 W 45th St;New York;301 W 45th St
Kohinoor Indian Cuisine;342 E 6th St;New York;342 E 6th St
Kokachin Restaurant;21 E 52nd St;New York;21 E 52nd St
Kokura Japanese Restaurant;19 S William St;New York;19 S William St
Kong Kee Food;240 Grand St;New York;240 Grand St
Korea Palace;127 E 54th St;New York;127 E 54th St
Korean Town Club Enterprises;400 2nd Ave;New York;400 2nd Ave
Kosher Delight;1365 Broadway;New York;1365 Broadway
Kosher Delight Inc;1156 Ave Of Americas Ground;New York;1156 6th Ave
Kosher Tea Room;Kosher;New York;Kosher
Kosher Tea Room;193 2nd Ave;New York;193 2nd Ave
Kostas & Angelo Coffee Shop;44 E 32nd St;New York;44 E 32nd St
Koyote Kates;307 W 47th St;New York;307 W 47th St
Kraft Restaurant;460 W 42nd St;New York;460 W 42nd St
Krik Krak;845 Amsterdam Ave;New York;845 Amsterdam Ave
Krour Thai Restaurant;362 8th Ave;New York;362 8th Ave
Kum Gang Inc;49 W 32nd St;New York;49 W 32nd St
Kun Paw Thai Cuisine;39 Greenwich Ave;New York;39 Greenwich Ave
Kura Sushi Japanese Restaurant;67 1st Ave;New York;67 1st Avenue
Kuruma-zushi;7 E 47th St # 2;New York;7 E 47th St #2
Kwoks Food King;56 Market St;New York;56 Market St
Kwong Ming Restaurant;1764 1st Ave;New York;1764 1st Avenue
Kwong Pek Garden;71 Sullivan St;New York;71 Sullivan St
Kwong Yiu Chu No 1 Chin Restaurant;265 1st Ave;New York;265 1st Avenue
L A Cafe;200 5th Ave;New York;Fifth Avenue Hotel
L C Harden Restaurant;43 Canal St;New York;43 Canal St
L Cena Corp;12 E 22nd St;New York;12 E 22nd St
L Express;French Bistro;New York;French Bistro
L Express;249 Park Avenue;New York;249 Park Ave
