Name;Neighborhood;Address;Country;Country code;Type;Cost;Phone
Mesa Grill;Flatiron;102 5th Ave;New York;NY;Southwestern \ American Regional;$$$$;(212-807-7400)
Mesa Grill;Gramercy / Flatiron;;New York;NY;American Regional;;(212-807-7400)
Meskerem;;468 W. 47th St.;New York;NY;Ethiopian;;
Metisse;Upper West Side;239 W 105th St;New York;NY;French;$$$;
Mexicana Mama;West Village;525 Hudson St;New York;NY;Mexican;$$;(212-924-4119)
Mezzaluna;Upper East Side;1295 3rd Ave;New York;NY;American \ Italian;$$;(212-535-9600)
Mi Cocina;West Village;57 Jane St;New York;NY;Mexican;$$$;
Michael's;Midtown West;24 W 55th St;New York;NY;Californian;$$$$;
Mickey Mantle's;Midtown East;42 Central Park South;New York;NY;American;$$$;
Mill Korean;Harlem;2895 Broadway;New York;NY;Korean;$;
Minetta Tavern;Greenwich Village;113 Macdougal Street;New York;NY;Italian \ Eclectic;$$$;(212-475-3850)
Mingala Burmese;Upper East Side;;New York;NY;Asian: Burmese;;(212-744-8008)
Miracle Bar & Grill;West Village;415 Bleecker St;New York;NY;Southwestern;$$;
Miss Maude's Spoonbread Too;Harlem;547 Lenox Ave;New York;NY;Southern;$;
Mofongo Depot;Upper West Side;931 Amsterdam Ave;New York;NY;Nuevo Latino \ Caribbean;$$;(646-707-3904)
Molyvos;Midtown West;871 7th Avenue;New York;NY;Greek;$$$;(212-582-7500)
Momofuku Ko;East Village;163 First Ave;New York;NY;Chinese \ Japanese;$$$$;(no phone)
Momofuku Noodle Bar;East Village;171 First Ave.;New York;NY;Chinese \ Japanese;$$$;(212-777-7773)
Momoya;Chelsea;;New York;NY;Japanese;;(212-989-4466)
Mon Petit Cafe;Upper East Side;801 Lexington Ave;New York;NY;French;$$;
Monkey Bar;Midtown East;;New York;NY;American \ Asian: Pan-Asian;$$$$;(212-838-2600)
Monster Sushi;Midtown West;;New York;NY;Japanese;;(212-398-7707)
Montebello;Midtown East;120 E 56th St;New York;NY;Italian;$$$;(212-753-1447)
Morandi;Greenwich Village;211 Waverly Place;New York;NY;Italian;$$$;(212-627-7575)
Morandi;West Village;;New York;NY;Italian;;(212-627-7575)
Morimoto;Chelsea;88 10th Ave;New York;NY;Japanese;$$$$;(212-989-8883)
Moustache;East Village;;New York;NY;Middle Eastern;;(212-228-2022)
Mr. Chow;Midtown East;324 E 57th St;New York;NY;Chinese;$$$$;(212-751-9030)
Mrs Lee & Shabu Shabu Wok;West Village;121 University Pl;New York;NY;Asian;$;
Mughlai;Upper West Side;320 Columbus Ave;New York;NY;Indian;$$;
Mustang Sally's;Chelsea;324 Seventh Avenue;New York;NY;American;$$;
Nelson Blue;Financial District;233 Front Street;New York;NY;British \ Australian & New Zealand;$$;(212-346-9090)
Neo Sushi;Upper West Side;2298 Broadway;New York;NY;Sushi;$$$$;
Neptune Room;Upper West Side;511 Amsterdam Ave;New York;NY;Seafood;$$$$;
Nero;Meatpacking District;46 Gansevoort St;New York;NY;Italian;$$$;(212-675-5224)
New Bo-Ky;Chinatown;80 Bayard St;New York;NY;Asian;$;
New York Noodle Town;SOHO;28 Bowery at Bayard Street;New York;NY;Asian \ Chinese;$;(212-349-0923)
Nha Trang;Chinatown;87 Baxter St;New York;NY;Asian \ Vietnamese;$;(212-233-5948)
Nice;Chinatown;35 E Broadway;New York;NY;Chinese;$;
Nick's;Upper East Side;1814 Second Ave;New York;NY;Italian;$;
Nicky's Vietnamese Sandwiches;East Village;150 E 2nd St;New York;NY;American \ Vietnamese;$;(212-388-1088)
Nicole's;Midtown East;10 East 60th Street;New York;NY;British;$$;
Niko's Mediterranean Grill;Upper West Side;2161 Broadway;New York;NY;Greek;$;
Nino's Bellissima Pizza;Midtown East;890 Second Ave.;New York;NY;Italian;$$$;
Noble Food & Wine;NoLita;7 Spring Street;New York;NY;American;$$$;(212-777-0877)
Nobu Fifty Seven;Midtown West;40 W 57th St;New York;NY;Japanese;$$$$$;
Nobu Next Door;TriBeCa;105 Hudson St;New York;NY;Sushi;$$$$;
Nocello;Midtown West;257 West 55th St;New York;NY;Italian;$$$;
Nocello;Theater;257 West 55th Street;New York;NY;Italian;$$$$;
Nonna;Upper West Side;520 Columbus Ave;New York;NY;Italian;;(212-579-3194)
Nonna;Upper West Side;;New York;NY;Italian;;(212-579-3194)
Norma's;Midtown West;118 West 57th Street;New York;NY;American;$$;
Nougatine;;1 Central Park West;New York;NY;American;$$$$;
Novecento;SOHO;343 W Broadway;New York;NY;South American \ Argentine;$$$;(212-925-4706)
Novecento;Soho;;New York;NY;Argentine;;(212-925-4706)
Novita;Gramercy Park;102 E 22nd Street;New York;NY;Italian;$$$;
Nyonya;Little Italy;194 Grand Street;New York;NY;Malaysian \ Asian: Malaysian;$;(212-334-3669)
Ocean Grill;Upper West Side;384 Columbus Ave;New York;NY;Seafood;$$$;(212-579-2300)
Oceana;Midtown East;55 E 54th St;New York;NY;Seafood;$$$$;(212-759-5941)
Old Devil Moon;East Village;511 E 12th St;New York;NY;Southern;$;
Old Homestead;Meatpacking District;56 9th Ave;New York;NY;Steakhouse;$$$$;
Oliva;Lower East Side;161 East Houston Street;New York;NY;American \ Spanish;$$;(212-228-4143)
Omen;SOHO;113 Thompson Street;New York;NY;Japanese;$$$;(212-925-8923)
Omen;Soho;;New York;NY;Japanese;;(212-925-8923)
Once Upon a Tart;SOHO;135 Sullivan Street;New York;NY;American;$;
One;Meatpacking District;1 Little West 12th St;New York;NY;American \ Eclectic;$$$;(212-255-9717)
Ono;Meatpacking District;;New York;NY;Sushi \ Japanese;$$$$;(212-660-6766)
Open the Sesame;Lower East Side;198A Orchard St.;New York;NY;Thai;$;(212-777-7009)
Oriental Garden;Chinatown;14 Elizabeth St;New York;NY;Chinese;$;(212-619-0085)
Osteria Gelsi;Midtown West;507 Ninth Ave;New York;NY;Italian;$$$;
Otto;Greenwich Village;1 Fifth Ave;New York;NY;Italian;$$$$;
Ouest;Upper West Side;2315 Broadway;New York;NY;American \ American Creative;$$$$;(212-580-8700)
Outback Steakhouse;Flatiron;60 W 23rd St;New York;NY;Steakhouse;$$;
P.J. Clarke's;;915 Third Ave;New York;NY;;;
Paladar;Lower East Side;161 Ludlow St;New York;NY;Nuevo Latino \ Latin American;$$;(212-473-3535)
Pam Real Thai Food;Midtown West;404 W 49th St;New York;NY;Asian \ Thai;$;(212-333-7500)
Pampa;Upper West Side;768 Amsterdam Avenue;New York;NY;South American;$$;
Pampano;Midtown East;209 E 49th St;New York;NY;Mexican;$$$;(212-751-4545)
Paradou;Meatpacking District;8 Little W 12th St;New York;NY;French;$$;(212-463-8345)
Paris Commune;West Village;99 Bank St;New York;NY;Continental \ French;$$;(212-929-0509)
Park Avenue Cafe;Upper East Side;100 East 63rd St (@ Park Avenue);New York;NY;American;$$$$;
Park East Grill;Upper East Side;1564 2nd Avenue;New York;NY;Jewish;$;
Parlor Steakhouse;Upper East Side;1600 3rd Ave;New York;NY;Steakhouse \ Steakhouses;$$$$;(212-423-5888)
Pasha;Upper West Side;70 W 71st St;New York;NY;Middle Eastern \ Turkish;$$$;(212-579-8751)
Pastis;Meatpacking District;9 Ninth Ave;New York;NY;French;$$$;(212-929-4844)
Payard Bistro;Upper East Side;1032 Lexington Avenue;New York;NY;French;$$$;
Pearl Oyster Bar;Greenwich Village;18 Cornelia Street;New York;NY;Seafood;$$$;(212-691-8211)
Pearl Oyster Bar;West Village;;New York;NY;Seafood;;(212-691-8211)
Peasant;NoLita;194 Elizabeth St;New York;NY;Italian;$$$;(212-965-9511)
Peep;Soho;;New York;NY;Thai;;(212-254-7337)
Penelope;Murray Hill;159 Lexington Ave;New York;NY;American \ Cafés;$;(212-481-3800)
Pepe Giallo;Chelsea;253 10th Ave;New York;NY;;;
Pepe Giallo;Chelsea;;New York;NY;;;
Pepe Rosso;SOHO;149 Sullivan St;New York;NY;Italian;$;
Pera;Midtown East;303 Madison Avenue;New York;NY;Mediterranean;$$$$;
Perbacco;East Village;234 E Fourth St;New York;NY;Italian;$$$;(212-253-2038)
Peri Ela;Upper East Side;1361 Lexington Avenue;New York;NY;Turkish;$$;(212-410-4300)
Perilla;Greenwich Village;9 Jones Street;New York;NY;American;$$$$;(212-929-6868)
Perilla;West Village;;New York;NY;American;;(212-929-6868)
Periyali;Flatiron;35 W 20th St;New York;NY;Greek;$$$$;(212-463-7890)
Persimmon;East Village;277 E 10th St;New York;NY;Korean;$$$$;(212-260-9080)
Persimmon;East Village;;New York;NY;Korean;;(212-260-9080)
Pescatore;Midtown East;955-957 2nd Ave;New York;NY;Indian \ Italian;$$$;(212-752-7151)
Petrossian;Midtown West;182 W 58th St;New York;NY;Continental \ Russian;$$$$;(212-245-2214)
Philip Marie;West Village;569 Hudson St;New York;NY;American;$$$;(212-242-6200)
Philip Marie;Greenwich Village;569 Hudson St at 11th St;New York;NY;American;;(212-242-6200)
Piadina;Greenwich Village;57 W 10th St;New York;NY;Italian;$$;(212-460-8017)
Piano Due;Midtown West;151 W 51st St;New York;NY;Italian;$$$$;(212-399-9400)
Piccolo Angolo;West Village;621 Hudson St;New York;NY;Italian;$$;(212-229-9177)
Picholine;Upper West Side;35 W 64th St;New York;NY;Mediterranean \ French;$$$$;(212-724-8585)
Pig Heaven;Midtown West;1540 Second Ave;New York;NY;Chinese;$$;(212-744-4333)
Pig Heaven;Upper East Side;;New York;NY;Chinese;;(212-744-4333)
Ping's Seafood;Chinatown;22 Mott St;New York;NY;Chinese;$;
Pisticci;Harlem;125 La Salle St;New York;NY;Italian;$;(212-932-3500)
Po;Greenwich Village;31 Cornelia St;New York;NY;Italian;$$$;
Popover Cafe;Upper West Side;551 Amsterdam Ave;New York;NY;American;$;
Porchetta;East Village;110 East 7th Street;New York;NY;Italian;$$$;(212-777-2151)
Positano;Little Italy;122 Mulberry St;New York;NY;Italian;$$;
Post House;Upper East Side;;New York;NY;Steakhouse \ Steakhouses;$$$$;(212-935-2888)
Prime Grill;Midtown East;60 E 49th St;New York;NY;Jewish;$$$$;
Primitivo Osteria;West Village;202 West 14th Street;New York;NY;Italian;$$$;
Provence;SOHO;38 Macdougal Street;New York;NY;French;$$;
Prune;East Village;54 E First St;New York;NY;American \ American Creative;$$$;(212-677-6221)
Public;NoLita;210 Elizabeth St;New York;NY;International \ Eclectic;$$$;(212-343-0918)
Pukk;East Village;71 First Ave;New York;NY;Thai;$;(212-253-2741)
Puttanesca;Midtown West;859 9th Avenue;New York;NY;Italian;$$;(212-581-4177)
Pylos;East Village;128 E Seventh St;New York;NY;Greek;$$;(212-473-0220)
Quality Meats;Midtown West;57 W 58th St;New York;NY;Steakhouse \ Steakhouses;$$$$;(212-371-7777)
Radio Perfecto;East Village;190 Ave B;New York;NY;American;$$;(212-477-3366)
Rainbow Room;Midtown West;;New York;NY;Italian;$$$$;(212-632-5000)
Rao's;Harlem;455 East 114th St;New York;NY;Italian;$$$$;
Raoul's;SOHO;180 Prince St;New York;NY;French;$$$;
Redeye Grill;Midtown West;890 Seventh Ave;New York;NY;American \ Seafood;$$$;(212-541-9000)
Remi;Midtown West;145 W 53rd St;New York;NY;Italian;$$$;(212-581-4242)
Republic;Union Square;37 Union Square W;New York;NY;Asian \ Asian: Pan-Asian;$;(212-627-7168)
Resto;Gramercy Park;111 E. 29th Street;New York;NY;Belgian;$$;(212-685-5585)
Resto;Gramercy / Flatiron;;New York;NY;Belgian;;(212-685-5585)
Revel;Meatpacking District;10 Little W. 12th Street;New York;NY;International;$$$$;
Revival;Harlem;2367 Frederick Douglass Blvd;New York;NY;Caribbean \ American;$$;(212-222-8338)
Ribot;;780 Third Ave;New York;NY;;;
Rice 'N' Beans;Midtown West;744 9th Ave;New York;NY;South American;$;
Riingo;Midtown East;;New York;NY;Japanese;$$$$;(212-867-4200)
Risotteria;West Village;270 Bleecker St;New York;NY;Italian;;(212-924-6664)
Risotteria;West Village;;New York;NY;Italian;;(212-924-6664)
Risotteria;Greenwich Village;270 Bleecker St at Morton St;New York;NY;Italian;;(212-924-6664)
Roberto Passon;Midtown West;741 Ninth Ave;New York;NY;Italian;$$$;(212-582-5599)
Rocco Restaurant;Greenwich Village;181 Thompson St;New York;NY;Italian;$$;
Rocking Horse;Chelsea;182 Eighth Ave;New York;NY;Mexican;$$;
Rolf's;;281 Third Ave.;New York;NY;German;$$;
Rosa Mexicano;Upper West Side;61 Columbus Avenue;New York;NY;Mexican;$$$;(212-977-7700)
Rub Bbq;;208 W 23rd St;New York;NY;;;
Rue 57;Midtown West;60 West 57th Street;New York;NY;French;;(212-307-5656)
Rue 57;Midtown West;;New York;NY;French;;(212-307-5656)
Russian Samovar;Midtown West;256 W 52nd St;New York;NY;Continental \ Russian;$$$;(212-757-0168)
Ruth's Chris Steak House;Midtown West;148 West 51st Street;New York;NY;Steakhouse;$$$$;
S.O.B.'s;SOHO;200 Varick St;New York;NY;Brazilian;$;
Sacred Chow;Greenwich Village;227 Sullivan Street;New York;NY;Vegetarian \ Vegetarian & Organic;$;(212-337-0863)
Sal Anthony's S.P.Q.R.;Little Italy;133 Mulberry St;New York;NY;Italian;$$;
Sala;NoLita;344 Bowery;New York;NY;Spanish;$$;(212-979-6606)
Sala;East Village;;New York;NY;Spanish;;(212-979-6606)
Salaam Bombay;Tribeca;;New York;NY;Indian;;(212-226-9400)
Salmon River;Murray Hill;3 East 40th Street;New York;NY;Seafood;$$;(212-481-7887)
Salmon River;Midtown East;;New York;NY;Seafood;;(212-481-7887)
Salt;SOHO;58 Macdougal St;New York;NY;American;$$$;(212-674-4968)
Salt Bar;Lower East Side;29 Clinton St;New York;NY;American;$$$;(212-979-8471)
Sambuca;Upper West Side;20 W 72nd St;New York;NY;Italian;$$;
Sammy's Roumanian;Lower East Side;157 Chrystie St;New York;NY;European;$$$;
Sant Ambroeus;Upper East Side;;New York;NY;Italian;;(212-570-2211)
Santa Fe;Upper West Side;73 W 71st St;New York;NY;Southwestern;$$;
Sapa;Chelsea;43 West 24th Street;New York;NY;Asian \ Vietnamese;$$$;(212-929-1800)
Sapphire;Upper West Side;1845 Broadway;New York;NY;Indian;$$$;(212-245-4444)
Sardi's;Midtown West;234 West 44th Street;New York;NY;Continental \ American;$$$;(212-221-8444)
Sarge's Deli;Murray Hill;548 Third Avenue;New York;NY;Deli;$;
Saucy;Upper East Side;1409 York Avenue;New York;NY;International \ Eclectic;$$;(212-249-3700)
Savann;Upper West Side;414 Amsterdam Ave;New York;NY;French;$$;(212-580-0202)
Savoy;SOHO;70 Prince St;New York;NY;American \ American Creative;$$$;(212-219-8570)
Savoy;Soho;;New York;NY;American Creative;;(212-219-8570)
Scaletta;Midtown West;50 W 77th St;New York;NY;Italian;$$$;
Scalinatella;Upper East Side;201 East 61st Street;New York;NY;Italian;$$$$;(212-207-8280)
Scalini Fedeli;TriBeCa;165 Duane St;New York;NY;Italian;$$$$;(212-528-0400)
Scalini Fedeli;Tribeca;;New York;NY;Italian;;(212-528-0400)
Scarlatto;Midtown West;250 W 47th St;New York;NY;Italian;$$;(212-730-4535)
Scarpetta;Meatpacking District;355 W 14th St;New York;NY;Italian;$$$$;(212-691-0555)
Sea;East Village;75 Second Ave;New York;NY;Asian;$;
Sea Grill;Midtown West;19 West 49th Street;New York;NY;Seafood;$$$$;
Sequoia;Wall Street;Pier 17;New York;NY;Seafood;$$;
Serendipity 3;Upper East Side;225 E 60th St;New York;NY;American;$;(212-838-3531)
Sezz Medi';Harlem;1260 Amsterdam Ave;New York;NY;Mediterranean;$$;(212-932-2901)
Sfoglia;Upper East Side;1402 Lexington Avenue;New York;NY;Italian;$$$$;
Shaburi;Murray Hill;125 E 39th St;New York;NY;Japanese;$$$;(212-867-6999)
Shaburi;Midtown East;125 E 39th St btwn Park and Lexington...;New York;NY;Japanese;;(212-867-6999)
Shaffer City Oyster Bar & Grill;Flatiron;5 W 21st St;New York;NY;Seafood;$$$;(212-255-9827)
Shake Shack;Upper West Side;366 Columbus Ave;New York;NY;American;$$;(no phone yet)
Shula's Steak House;Midtown West;270 W 43rd St;New York;NY;American;$$$$;
Shun Lee Cafe;Upper West Side;43 W 65th St;New York;NY;Chinese;;(212-769-3888)
Shun Lee Cafe;Upper West Side;43 W 65th St btwn Central Park West and...;New York;NY;Chinese;;(212-769-3888)
Shun Lee Palace;Midtown East;155 E 55th Street;New York;NY;Chinese;$$$;(212-371-8844)
Shun Lee West;Upper West Side;43 W. 65th St.;New York;NY;Chinese;$$$;(212-595-8895)
Shun Lee West;Upper West Side;43 W 65th St btwn Central Park West and...;New York;NY;Chinese;;(212-595-8895)
Sip Sak;Midtown East;928 Second Ave;New York;NY;Middle Eastern \ Turkish;$;(212-583-1900)
Slane;West Village;102 MacDougal St;New York;NY;Irish;$$;
Smith & Wollensky;Midtown East;797 Third Ave;New York;NY;Steakhouse \ Steakhouses;$$$;(212-753-1530)
Smorgas Chef;Midtown East;;New York;NY;Scandinavian;;(212-486-1411)
Snack;SOHO;105 Thompson St;New York;NY;Greek;$;(212-925-1040)
Snack;Soho;;New York;NY;Greek;;(212-925-1040)
Snack Taverna;West Village;63 Bedford St;New York;NY;Greek;$$;(212-929-3499)
Soba-Ya;East Village;229 E Ninth St;New York;NY;Asian \ Japanese;$;(212-533-6966)
Sofrito;Midtown East;400 E. 57th St.;New York;NY;Nuevo Latino \ Caribbean: Puerto Rican;$$;(212-754-5999)
Sofrito;Midtown East;;New York;NY;Caribbean: Puerto Rican;;(212-754-5999)
Solera;Midtown East;216 E 53rd St;New York;NY;Spanish;$$$;(212-644-1166)
Son Cubano;Meatpacking District;361 Greenwich St;New York;NY;Cuban \ Caribbean: Cuban;$$$;(212-366-1640)
Soto;Greenwich Village;357 Sixth;New York;NY;Sushi \ Japanese;$$$;(212-414-3088)
Soto;West Village;;New York;NY;Japanese;;(212-414-3088)
Southside Cafe;Theater;252 W 47th Street;New York;NY;Italian;$$;
Spice;Greenwich Village;;New York;NY;Thai;;(212-982-3758)
Spice Market;Meatpacking District;403 W 13th St;New York;NY;Malaysian \ Indian;$$$;(212-675-2322)
Spigolo;Upper East Side;1561 Second Ave;New York;NY;Italian;$$$;(212-744-1100)
Spotlight Live;Theater;1604 Broadway;New York;NY;American;$$$$;(212-262-1111)
Spotlight Live;Midtown West;;New York;NY;American;;(212-262-1111)
Spotted Pig;West Village;The, 314 W 11th St;New York;NY;British;$$$;
Stage Deli;Midtown West;834 Seventh Avenue;New York;NY;Deli \ American;$;(212-245-7850)
Stand;Greenwich Village;24 E. 12th Street;New York;NY;American;$;(212-488-5900)
Stanton Social;Lower East Side;99 Stanton St;New York;NY;International;$$$;
Stella Maris;Financial District;213 Front St.;New York;NY;European \ French;$$;(212-233-2417)
Strip House;Greenwich Village;13 E 12th St;New York;NY;Steakhouse \ Steakhouses;$$$;(212-328-0000)
Suba;Lower East Side;109 Ludlow St;New York;NY;Spanish;$$$;(212-982-5714)
Suenos;Chelsea;311 W 17th St;New York;NY;Mexican;$$$;
Sugiyama;Midtown West;251 W 55th St;New York;NY;Japanese;$$$$;(212-956-0670)
Supper;East Village;156 E Second St;New York;NY;Italian;$$;(212-477-7600)
Surya;West Village;302 Bleecker St;New York;NY;Indian;$$;(212-807-7770)
Surya;Greenwich Village;302 Bleecker St btwn Seventh Ave South...;New York;NY;Indian;;(212-807-7770)
Sushi Samba;Flatiron;245 Park Ave South;New York;NY;Sushi \ Japanese;$$$;(212-475-9377)
Sushi Seki;Upper East Side;1143 1st Ave;New York;NY;Sushi \ Japanese;$$$;(212-371-0238)
Sushi Yasuda;Midtown East;204 E 43rd St;New York;NY;Japanese;$$$$$;(212-972-1001)
Sushi Zen;Midtown West;108 W 44th St;New York;NY;Sushi \ Japanese;$$$;(212-302-0707)
Swagat Indian Cuisine;;411a Amsterdam Ave;New York;NY;;;
Swizz;Midtown West;310 W 53rd St;New York;NY;Swiss;$$;
Tabla;Gramercy Park;11 Madison Ave;New York;NY;Indian;$$$$;(212-889-0667)
Tabla;Gramercy / Flatiron;;New York;NY;Indian;;(212-889-0667)
Taboon;Midtown West;773 10th Ave;New York;NY;Mediterranean \ Middle Eastern;$$$;(212-713-0271)
Tailor;Soho;525 Broome St.;New York;NY;Cafés & diners;;(212-334-5182)
Tailor;Soho;;New York;NY;Cafés & diners;;(212-334-5182)
Tailor;SoHo;525 Broome St btwn Thompson and...;New York;NY;Cafés & diners;;(212-334-5182)
Takahachi Tribeca;TriBeCa;145 Duane St;New York;NY;Japanese;$$;(212-571-1830)
Talay;Harlem;701 W 135th St;New York;NY;Thai \ Asian: Pan-Asian;$$$;(212-491-8300)
Tang Pavilion;Midtown West;65 W 55th St;New York;NY;Chinese;$$;(212-956-6888)
Tao;Midtown East;42 E 58th Street;New York;NY;Asian \ Asian: Pan-Asian;$$$;(212-888-2288)
Taormina;Little Italy;147 Mulberry St;New York;NY;Italian;$$;
Tartine;West Village;253 W 11th St;New York;NY;French;$;(212-229-2611)
Tavern on the Green;Upper West Side;Central Park W.;New York;NY;American;;(212-873-3200)
Tavern on the Green;Upper West Side;Central Park West-at 67th St;New York;NY;American;;(212-873-3200)
Tea & Sympathy;West Village;108 Greenwich Ave;New York;NY;British \ British & Irish;$;(212-989-9735)
Telepan;Midtown West;72 West 69th Street;New York;NY;American;$$$$;(212-580-4300)
Telepan;Upper West Side;;New York;NY;American;;(212-580-4300)
Tello's;Chelsea;263 W 19th St;New York;NY;Italian;$$;
The American;NoLita;235 Mulberry St.;New York;NY;American;$;
The Cafe Carlyle;;35 E 76 St;New York;NY;;;
The Cupping Room Cafe;;359 West Broadway;New York;NY;;;
The Four Seasons;Midtown East;99 E 52nd St;New York;NY;Continental;$$$$;
The Harrison;TriBeCa;355 Greenwich St;New York;NY;American;$$$;(212-274-9310)
The Harrison;Tribeca;;New York;NY;American;;(212-274-9310)
The House;Gramercy Park;121 E. 17th Street;New York;NY;Mediterranean \ Eclectic;$$$$;(212-353-2121)
The House;Gramercy / Flatiron;;New York;NY;Eclectic;;(212-353-2121)
The Modern;Midtown West;9 W 53rd St;New York;NY;American \ American Creative;$$$$;(212-333-1220)
The New French;Greenwich Village;522 Hudson St;New York;NY;French \ Eclectic;$$$;(212-807-7357)
The New French;West Village;;New York;NY;Eclectic;;(212-807-7357)
The Pink Tea Cup;West Village;42 Grove St;New York;NY;Southern \ American Regional;$;(212-807-6755)
The Place;West Village;310 W Fourth St;New York;NY;American \ Mediterranean;$$$;(212-924-2711)
The Place;Greenwich Village;310 W 4th St btwn Bank and W 12th Sts;New York;NY;Mediterranean;;(212-924-2711)
The Redhead;East Village;349 E. 13th Street;New York;NY;American;$$$;(212-533-6212)
The Sunburnt Cow;East Village;137 Avenue C;New York;NY;Australian \ Australian & New Zealand;$;(212-529-0005)
Thor;Lower East Side;;New York;NY;American;$$$$;(646-253-6700)
Three Of Cups;East Village;83 First Ave;New York;NY;Italian;$;
Tia Pol;Chelsea;205 Tenth Ave;New York;NY;Spanish;$$;(212-675-8805)
Tocqueville;Union Square;1 E 15th St;New York;NY;American \ American Creative;$$$$;(212-647-1515)
Tomo;Harlem;2850 Broadway;New York;NY;Sushi \ Japanese;$;(212-665-2915)
Tomoe Sushi;Greenwich Village;172 Thompson St;New York;NY;Sushi \ Japanese;$$;(212-777-9346)
Tony's Di Napoli;Midtown West;;New York;NY;Italian;;(212-221-0100)
Town;Midtown West;;New York;NY;American \ American Creative;$$$$;(212-582-4445)
Trattoria Dell'Arte;Midtown West;900 Seventh Ave;New York;NY;Italian;$$$;
Tribeca Grill;TriBeCa;375 Greenwich St;New York;NY;American;$$$;(212-941-3900)
Tribeca Grill;Tribeca;;New York;NY;American;;(212-941-3900)
Triomphe;Midtown West;;New York;NY;French;$$$$;(212-453-4233)
Troy Turkish Grill;Midtown West;539 9th Ave;New York;NY;Turkish;$;
Tsampa;East Village;212 E Ninth St;New York;NY;Southeast Asian \ Asian: Tibetan;$;(212-614-3226)
Tse Yang;Midtown East;34 East 51st Street;New York;NY;Chinese;$$$;(212-688-5447)
Turkish Cuisine;Midtown West;631 9th Ave;New York;NY;Middle Eastern;$$;
Turkish Kitchen;Midtown East;386 Third Ave;New York;NY;Turkish;$$$$;(212-679-1810)
Turkuaz;Harlem;2637 Broadway;New York;NY;Middle Eastern \ Turkish;$$;(212-665-9541)
Turkuaz;Upper West Side;;New York;NY;Turkish;;(212-665-9541)
Tuscan Square;Midtown West;16 W 51st St;New York;NY;Italian;$$$;
Una Pizza Napoletana;East Village;349 E 12th St;New York;NY;Pizza \ Italian: Pizza;$;(212-477-9950)
Uncle Nick's;Midtown West;747 9th Ave;New York;NY;Greek;$$;
Union Square Cafe;Union Square;21 E 16th St;New York;NY;American;$$$$;(212-243-4020)
Urena;Gramercy Park;37 E 28th St;New York;NY;Spanish;$$$;
Utsav;Midtown West;;New York;NY;Indian;$$$;(212-575-2525)
Varietal;Chelsea;138 W. 25th Street;New York;NY;American;$$$$;
Vatan;Gramercy Park;409 Third Ave;New York;NY;Indian;$$;(212-689-5666)
Veniero's;East Village;342 E 11th St;New York;NY;American;$;
Vento;Meatpacking District;675 Hudson St;New York;NY;Italian;$$$;(212-699-2400)
Veritas;Union Square;43 E 20th St;New York;NY;American \ American Creative;$$$$;(212-353-3700)
Veritas;Gramercy / Flatiron;;New York;NY;American Creative;;(212-353-3700)
Veselka Restaurant;East Village;144 2nd Ave;New York;NY;American;$;
Via Brasil;Midtown West;34 W 46 St;New York;NY;South American;$$;
Vico Ristorante;Upper East Side;1302 Madison Ave;New York;NY;Italian;$$$;
Villa Mosconi Restaurant;Greenwich Village;69 Macdougal St;New York;NY;Italian;$$$;
Village;Greenwich Village;62 W Ninth St;New York;NY;French;$$$;(212-505-3355)
Vintage Irving;Union Square;118A E. 15th St.;New York;NY;Small Plates \ Mediterranean;$$$;(212-677-6300)
Vong;Midtown East;200 East 54th St;New York;NY;Thai;$$$$;(212-486-9592)
Waikiki Wally's;East Village;101 East 2nd Street;New York;NY;Hawaiian;$$$;
Walker's;TriBeCa;16 N Moore St;New York;NY;American;$;
Wallse;West Village;344 W 11th St;New York;NY;Austrian;$$$$;
Wallse;Greenwich Village;344 W 11th St at Washington St;New York;NY;;;
Wd-50;Murray Hill;50 Clinton St;New York;NY;American;$$$$;
Westville;West Village;210 W 10th St;New York;NY;American;$;(212-741-7971)
Westville East;East Village;173 Ave. A;New York;NY;American;$;(212-677-2033)
Whym;Midtown West;889 Ninth Ave.;New York;NY;American;;(212-315-0088)
Whym;Midtown West;;New York;NY;American;;(212-315-0088)
Wild Ginger;West Village;51 Grove St.;New York;NY;Thai \ Asian: Pan-Asian;$$$;(212-367-7200)
Wild Ginger;West Village;;New York;NY;Asian: Pan-Asian;;(212-367-7200)
Wo Hop Restaurant;;17 Mott St;New York;NY;;;
Won Jo;Midtown West;23 W 32nd St;New York;NY;Korean;$$;(212-695-5815)
Woo Lae Oak;SOHO;148 Mercer St;New York;NY;Korean;$$$;(212-925-8200)
Woo Lae Oak;Soho;;New York;NY;Korean;;(212-925-8200)
Woo Lae Oak;SoHo;148 Mercer St btwn Prince and Houston St;New York;NY;Korean;;(212-925-8200)
Xunta;East Village;174 First Ave;New York;NY;Spanish;$;(212-614-0620)
Yakitori Totto;Midtown West;251 W. 55th St., 2nd fl;New York;NY;Japanese;$$$;(212-245-4555)
Yuca Bar;East Village;111 Ave A;New York;NY;Nuevo Latino \ Latin American;$;(212-982-9533)
Yuka;;1557 2nd Ave;New York;NY;;;
Yuki Sushi;Upper West Side;656 Amsterdam Ave;New York;NY;Sushi;$;
Zen Palate;Midtown West;;New York;NY;Vegetarian & Organic;;(212-582-1276)
Zerza;East Village;304 E Sixth St;New York;NY;Moroccan;$$;
Zeytin;Upper West Side;519 Columbus Ave;New York;NY;Turkish;$$;(212-579-1145)
