restaurant;neighborhood;address;addressGoogle;country;country_code;type;cost;type_r
Craftbar;Flatiron/U. Sq.;;;;;;;
Crema;Chelsea;;;;;;;
Cremcaffe;E. Village;;;;;;;
Crif Dogs;E. Village;;;;;;;
Crispo;W. Village;;;;;;;
Cronies Restaurant;Upper E. Side;;;;;;;
Crowne Plaza;Murray Hill;;;;;;;
Cru;W. Village;;;;;;;
Crudo;Lower E. Side;;;;;;;
Crystal Fountain;Murray Hill;;;;;;;
Cub Room;TriBeCa/SoHo;;;;;;;
Cubana Cafe;TriBeCa/SoHo;;;;;;;
Cucina & Company — The Cellar At Macy's;Midtown West;;;;;;;
Cucina Gourmet;Midtown West;;;;;;;
Cucina Stagionale;W. Village;;;;;;;
Cucina Vivolo;Upper E. Side;;;;;;;
Cucina di Pesce;E. Village;;;;;;;
Cupcake Cafe;Midtown West;;;;;;;
Cupping Room Cafe;TriBeCa/SoHo;;;;;;;
Curry & Curry India Restaurant;Murray Hill;;;;;;;
Curry Curry Inc;W. Village;;;;;;;
Curry In A Hurry;Murray Hill;;;;;;;
Curry Leaf;Flatiron/U. Sq.;;;;;;;
Curry Mahal Indian Restaurant;E. Village;;;;;;;
D J Reynolds Restaurant;Midtown West;;;;;;;
Da Andrea;W. Village;;;;;;;
Da Filippo Restaurante Italian;Upper E. Side;;;;;;;
Da Marino;Midtown West;;;;;;;
Da Nico;Chinatown;;;;;;;
Da Rosina;Midtown West;;;;;;;
Da Silvano;W. Village;;;;;;;
Da Silvano Cantinetta;W. Village;;;;;;;
Da Tommaso;Midtown West;;;;;;;
Da Umberto's;Chelsea;;;;;;;
Da Valentino Pizzeria;Midtown West;;;;;;;
Daikichi Inc;Midtown West;;;;;;;
Daikichi Sushi;Lower Manhattan;;;;;;;
Daikichi Sushi;Flatiron/U. Sq.;;;;;;;
Daikichi Sushi;Midtown East;;;;;;;
Daikichi Sushi;Chelsea;;;;;;;
Daikichi Sushi;Midtown West;;;;;;;
Daikichi Sushi Inc;E. Village;;;;;;;
Daisy May's BBQ USA;Midtown West;;;;;;;
Dakshin;Upper E. Side;;;;;;;
Dalga;Upper E. Side;;;;;;;
Dan Tempura House;Upper W. Side;;;;;;;
Danal;Flatiron/U. Sq.;;;;;;;
Dancin In The Moonlight Inc;TriBeCa/SoHo;;;;;;;
Daniel;Upper E. Side;;;;;;;
Danny's Grand Sea Palace Rstrt;Midtown West;;;;;;;
Dano 254;Murray Hill;;;;;;;
Dano Restaurant & Bar;Murray Hill;;;;;;;
Dante Trattoria Ltd;W. Village;;;;;;;
Danube (CLOSED);TriBeCa/SoHo;;;;;;;
Daphne's Caribbean Express;E. Village;;;;;;;
Dash Dogs;Lower E. Side;;;;;;;
David Burke & Donatella;Upper E. Side;;;;;;;
David's Chicken;Upper E. Side;;;;;;;
Dawat Haute Indian Cuisine;Midtown East;;;;;;;
Dean & Deluca Cafe;E. Village;;;;;;;
Dean & Deluca Cafe;Midtown West;;;;;;;
Deb's;TriBeCa/SoHo;;;;;;;
Deborah;W. Village;;;;;;;
Degustation Wine & Tasting Bar;E. Village;;;;;;;
Del Posto;W. Village;;;;;;;
Del Valle;Midtown West;;;;;;;
Delectica;Murray Hill;;;;;;;
Delightful Restaurant Inc;Harlem;;;;;;;
Delizia Pizzeria & Restaurant;Upper E. Side;;;;;;;
Delmonico's;Lower Manhattan;;;;;;;
Delphi Restaurant Corp;TriBeCa/SoHo;;;;;;;
Delphini Restaurant;Upper W. Side;;;;;;;
Demarchelier Restaurant;Upper E. Side;;;;;;;
Den Restaurant & Cafe;Upper E. Side;;;;;;;
Dennis Foy;TriBeCa/SoHo;;;;;;;
Desmond's Tavern;Murray Hill;;;;;;;
Devi;Flatiron/U. Sq.;;;;;;;
Diablo Royale;W. Village;;;;;;;
Diamond Dairy Kosher Lnchntt;Midtown West;;;;;;;
Dillon's Bar & Grill;Upper E. Side;;;;;;;
Diner On The Square;Chelsea;;;;;;;
District;Midtown West;;;;;;;
Ditch Plains;W. Village;;;;;;;
Divino Gastronomia Take-out;Upper E. Side;;;;;;;
Divino Ristorante;Upper E. Side;;;;;;;
Dixie Rose;Chinatown;;;;;;;
Djerdan Burek;Midtown West;;;;;;;
Do Hwa;W. Village;;;;;;;
Doaba Diner;Upper E. Side;;;;;;;
Doc Watson's;Upper E. Side;;;;;;;
Docks Oyster Bar;Upper W. Side;;;;;;;
Docks Oyster Bar;Murray Hill;;;;;;;
Docks Oyster Bar (CLOSED);Upper W. Side;;;;;;;
Dojo;W. Village;;;;;;;
Dok Suni;E. Village;;;;;;;
Dolce;Midtown East;;;;;;;
Dolci On Park Cafe;Murray Hill;;;;;;;
Domenico;Murray Hill;;;;;;;
Don Giovanni;Midtown West;;;;;;;
Don Giovanni Restaurant;Chelsea;;;;;;;
Don's Bogam BBQ & Wine Bar;Murray Hill;;;;;;;
Donahue's Bar & Restaurant;Murray Hill;;;;;;;
Donguri;Upper E. Side;;;;;;;
Donohue's Cafe Inc;Upper E. Side;;;;;;;
Doori Club;Chelsea;;;;;;;
Doozo Japanese Restaurant;W. Village;;;;;;;
Dos Caminos;Flatiron/U. Sq.;;;;;;;
Dos Caminos SoHo;TriBeCa/SoHo;;;;;;;
Dosanko;Midtown East;;;;;;;
Double Star Restaurant;Midtown West;;;;;;;
Doughnut Plant;Lower E. Side;;;;;;;
Dougie's Bbq & Grill;Upper W. Side;;;;;;;
Downtown Cipriani;TriBeCa/SoHo;;;;;;;
Downtown Food Svc;Lower Manhattan;;;;;;;
Dragon Gold;Murray Hill;;;;;;;
Dresner's Restaurant;Upper E. Side;;;;;;;
Duane Park;TriBeCa/SoHo;;;;;;;
Due;Upper E. Side;;;;;;;
Dumpling King Ii;Midtown East;;;;;;;
Dylan Prime;TriBeCa/SoHo;;;;;;;
E.A.T.;Upper E. Side;;;;;;;
Eamonn Doran At Madison Sq;Midtown West;;;;;;;
Eamonn Doran Restaurant;Midtown East;;;;;;;
Ear Inn;TriBeCa/SoHo;;;;;;;
East;Murray Hill;;;;;;;
East 53 Teriyaki House;Midtown East;;;;;;;
East Bay Restaurant;Murray Hill;;;;;;;
East Boat Restaurant Inc;Chinatown;;;;;;;
East In The West;Murray Hill;;;;;;;
East Japanese Restaurant;Midtown East;;;;;;;
East Japanese Restaurant;Murray Hill;;;;;;;
East Japanese Restaurant;Midtown West;;;;;;;
East Japanese Restaurant;Flatiron/U. Sq.;;;;;;;
East River Cafe;Midtown East;;;;;;;
East Side Diner;Flatiron/U. Sq.;;;;;;;
East Village Thai Restaurant;E. Village;;;;;;;
Eastern Noodles;Chinatown;;;;;;;
Easyway Communications Tech;W. Village;;;;;;;
Eat & Run;Lower Manhattan;;;;;;;
Eat Again Deli;Chelsea;;;;;;;
Eat with Your Bear Hands Cafe;Midtown East;;;;;;;
Ecco;Lower Manhattan;;;;;;;
Ecco L'italia Ristorante;W. Village;;;;;;;
Ecco-La Restaurant;Upper E. Side;;;;;;;
Eddie's;E. Village;;;;;;;
Edgars Cafe;Upper W. Side;;;;;;;
Edge;E. Village;;;;;;;
Edo;Lower Manhattan;;;;;;;
Edo Japanese Restaurant;Flatiron/U. Sq.;;;;;;;
Edward's;TriBeCa/SoHo;;;;;;;
Eight Mile Creek;TriBeCa/SoHo;;;;;;;
Eileen's Special Cheesecake;TriBeCa/SoHo;;;;;;;
Eisenberg Sandwich Shop;Flatiron/U. Sq.;;;;;;;
El Azteca Mexican Restaurant;Midtown West;;;;;;;
El Cantinero;E. Village;;;;;;;
El Castillo De Jagua;Lower E. Side;;;;;;;
El Centro;Midtown West;;;;;;;
El Charro Espanol;W. Village;;;;;;;
El Cid;W. Village;;;;;;;
El Deportivo Restaurant;Midtown West;;;;;;;
El Faro;W. Village;;;;;;;
El Parador Cafe Inc;Murray Hill;;;;;;;
El Paso;W. Village;;;;;;;
El Paso Taqueria;Harlem;;;;;;;
El Pote Espanol Restaurant;Murray Hill;;;;;;;
El Quijote Bar & Restaurant;Chelsea;;;;;;;
El Rincón Boricua;Harlem;;;;;;;
El Rio Grande;Murray Hill;;;;;;;
El Sabor Latino;Harlem;;;;;;;
El Sombrero;Lower E. Side;;;;;;;
El Vesuvo Restaurant;Harlem;;;;;;;
Elephant & Castle;W. Village;;;;;;;
Eleven Madison Park;Flatiron/U. Sq.;;;;;;;
Elio's;Upper E. Side;;;;;;;
Elite Cafe Restaurant;Upper W. Side;;;;;;;
Ellen's Cafe;Lower Manhattan;;;;;;;
Elvie's Turo-Turo;E. Village;;;;;;;
Emack & Bolio's;Upper W. Side;;;;;;;
Emerald Pub;TriBeCa/SoHo;;;;;;;
Empanada Mama;Midtown West;;;;;;;
Empire Four Seasons;Upper E. Side;;;;;;;
Empire Szechuan Garden;Upper W. Side;;;;;;;
Empire Szechuan Greenwich;W. Village;;;;;;;
Empire Szechuan Kyoto Sushi;Upper W. Side;;;;;;;
Empire Szechuan Village;W. Village;;;;;;;
En Japanese Brasserie;W. Village;;;;;;;
Encore;Midtown West;;;;;;;
Ennio & Michael;W. Village;;;;;;;
Enoteca I Trulli;Flatiron/U. Sq.;;;;;;;
Epicerie Cafe Charbon;Lower E. Side;;;;;;;
Epices du Traiteur;Upper W. Side;;;;;;;
Equinox;Midtown East;;;;;;;
Erminia Italian Restaurant;Upper E. Side;;;;;;;
Esashi;E. Village;;;;;;;
Esperanto;E. Village;;;;;;;
Ess-a-Bagel;Midtown East;;;;;;;
Ess-a-Bagel;Flatiron/U. Sq.;;;;;;;
Essen West Inc;Upper W. Side;;;;;;;
Est Est Est;W. Village;;;;;;;
Estia Greek Restaurant;Upper E. Side;;;;;;;
Estihana;Upper W. Side;;;;;;;
Estoril Sol Restaurant;Midtown West;;;;;;;
Etats-Unis;Upper E. Side;;;;;;;
Etcetera Etcetera;Midtown West;;;;;;;
Eureka Luncheonette;TriBeCa/SoHo;;;;;;;
Euzkadi;E. Village;;;;;;;
Eva's Restaurant Corp;W. Village;;;;;;;
Evergreen Coffee Shop Rstrnt;Midtown West;;;;;;;
Evergreen Shanghai;Murray Hill;;;;;;;
Excellent Dumpling House;TriBeCa/SoHo;;;;;;;
Extra Virgin;W. Village;;;;;;;
F&B;Chelsea;;;;;;;
F.Illi Ponte;TriBeCa/SoHo;;;;;;;
Fa Choy Inc;E. Village;;;;;;;
Factory Cafe;W. Village;;;;;;;
Fagiolini Restaurant Inc;Murray Hill;;;;;;;
Falafel Express;Harlem;;;;;;;
Falafel House;Upper E. Side;;;;;;;
Falafel Hudson Restaurant;W. Village;;;;;;;
Falai;Lower E. Side;;;;;;;
Falai Panetteria;Lower E. Side;;;;;;;
Family Garden Restaurant;Flatiron/U. Sq.;;;;;;;
Famous Ray's Pizza-greenwich;W. Village;;;;;;;
Fanelli's;TriBeCa/SoHo;;;;;;;
Fantasia;Lower Manhattan;;;;;;;
Fantastic;Harlem;;;;;;;
Fast Wok;Chelsea;;;;;;;
Fat Ming Restaurant;Upper W. Side;;;;;;;
Fatty Crab;W. Village;;;;;;;
Favia Lite Cafe;Upper E. Side;;;;;;;
Federico's;Upper W. Side;;;;;;;
Felix;TriBeCa/SoHo;;;;;;;
Feng Shui;Midtown East;;;;;;;
Ferrara Pastries;Chinatown;;;;;;;
Fiamma (CLOSED);TriBeCa/SoHo;;;;;;;
Fiddlers Green;Midtown West;;;;;;;
Figaro Pizza;Midtown West;;;;;;;
Figaro Pizzeria & Bar;Midtown West;;;;;;;
Filli Pointe Ristorante;TriBeCa/SoHo;;;;;;;
Fine & Schapiro;Upper W. Side;;;;;;;
Fino Restaurant;Murray Hill;;;;;;;
Fiona's Bar & Restaurant;Upper E. Side;;;;;;;
Fiori;Murray Hill;;;;;;;
Firebird;Midtown West;;;;;;;
Firenze Ristorante;Upper E. Side;;;;;;;
First Ave. Pierogi and Deli Co.;E. Village;;;;;;;
First Avenue Coffee Shop;Upper E. Side;;;;;;;
First Avenue Pub;Flatiron/U. Sq.;;;;;;;
First Punjabi Dhabha Inc;Chelsea;;;;;;;
First Taste;Chinatown;;;;;;;
First Wok;Upper E. Side;;;;;;;
Fish;W. Village;;;;;;;
Fitzer's;Midtown East;;;;;;;
Fitzgerald Edibles;Midtown West;;;;;;;
Five Luck Restaurant;Upper E. Side;;;;;;;
Five Points;E. Village;;;;;;;
Flea Market Cafe;E. Village;;;;;;;
Fleur de Sel;Flatiron/U. Sq.;;;;;;;
Fleur de Sel (CLOSED);Flatiron/U. Sq.;;;;;;;
Fleur de Sel (CLOSING FEBRUARY 2009);Flatiron/U. Sq.;;;;;;;
Flor De Sol;TriBeCa/SoHo;;;;;;;
Flor de Mayo;Upper W. Side;;;;;;;
Flor's Kitchen;E. Village;;;;;;;
Florida Fried Chicken;Harlem;;;;;;;
Floridita Restaurant Inc;Harlem;;;;;;;
Florio's Pizzeria & Restaurant;Chinatown;;;;;;;
Flute;Midtown West;;;;;;;
Flying Burrito Brothers;W. Village;;;;;;;
Focacceria;W. Village;;;;;;;
Focaccia Fiorentina;Midtown East;;;;;;;
Foley's Fish House;Midtown West;;;;;;;
Food King Chinese Restaurant;Harlem;;;;;;;
Forlini's Restaurant;Chinatown;;;;;;;
Foro-italico Restaurant;Chelsea;;;;;;;
Four Seasons;Midtown East;;;;;;;
Four Winds Japanese Restaurant;Midtown East;;;;;;;
France Croissant Ltd;Midtown West;;;;;;;
Franchia;Murray Hill;;;;;;;
Frank;E. Village;;;;;;;
Frankie & Johnnie's;Midtown West;;;;;;;
Franklin Station Cafe;TriBeCa/SoHo;;;;;;;
Franks Papaya Inc;Lower Manhattan;;;;;;;
Franks Trattoria;Flatiron/U. Sq.;;;;;;;
Fratelli Ristorante;Chinatown;;;;;;;
Fraunces Tavern;Lower Manhattan;;;;;;;
Fred's At Barneys NY;Upper E. Side;;;;;;;
Fred's Restaurant;Upper W. Side;;;;;;;
Freddie & Pepper's;Upper W. Side;;;;;;;
Frederick's Madison;Upper E. Side;;;;;;;
Freemans;Lower E. Side;;;;;;;
French Roast;W. Village;;;;;;;
Fresco Tortilla;Chelsea;;;;;;;
Fresco Tortilla;Flatiron/U. Sq.;;;;;;;
Fresco Tortillas;Midtown West;;;;;;;
Fresco by Scotto Restaurant;Midtown East;;;;;;;
Fresh;TriBeCa/SoHo;;;;;;;
Fresh & Fat Tortillas;E. Village;;;;;;;
Fresh Tortillas;E. Village;;;;;;;
Fresh Tortillas;Upper E. Side;;;;;;;
Fresh Tortillas Express;W. Village;;;;;;;
Friar's Coffee Shop;Midtown East;;;;;;;
Fried Dumplings;Lower E. Side;;;;;;;
Friend of a Farmer;Flatiron/U. Sq.;;;;;;;
Frutti di Mare;E. Village;;;;;;;
Fu Wah Restaurants;Upper W. Side;;;;;;;
Fuji Restaurant;Midtown West;;;;;;;
Fujii;W. Village;;;;;;;
Fujiyama-mama Restaurant;Upper W. Side;;;;;;;
Fuleen Seafood Restaurant;Chinatown;;;;;;;
Fumei;Harlem;;;;;;;
GRANVILLE RESTAURANT & LOUNGE;Flatiron/U. Sq.;;;;;;;
Gabriel's Bar And Restaurant;Upper W. Side;;;;;;;
Gabriela's;Upper W. Side;;;;;;;
Gaby;Midtown West;;;;;;;
Galaxy;Flatiron/U. Sq.;;;;;;;
Galaxy Cafe;Chelsea;;;;;;;
Galaxy Cafe;Midtown West;;;;;;;
Galaxy Deli Restaurant;Upper W. Side;;;;;;;
Galicia;W. Village;;;;;;;
Galil Restaurant Inc;Upper E. Side;;;;;;;
Gam Mee Oak;Midtown West;;;;;;;
Gandhi Restaurant Inc;E. Village;;;;;;;
Garage Restaurant and Cafe;W. Village;;;;;;;
Garden Cafe;Midtown East;;;;;;;
Garden Court Cafe at the Asia Society;Upper E. Side;;;;;;;
Garden Tavern Restaurant;Midtown West;;;;;;;
Gardenia Restaurant;Upper E. Side;;;;;;;
Gari;Upper W. Side;;;;;;;
Garlic Bob's Brick Oven Pizza;Upper W. Side;;;;;;;
Garlic Bob's Pizza Bar;Upper E. Side;;;;;;;
Gavroche;Chelsea;;;;;;;
Geba Pavilion;Murray Hill;;;;;;;
Gee Whiz Restaurant;Lower Manhattan;;;;;;;
Geisha;Upper E. Side;;;;;;;
Gemini Restaurant;Murray Hill;;;;;;;
Gene's;W. Village;;;;;;;
Gene's Coffee Shop;Midtown East;;;;;;;
Genia Deli Coffee Shop Inc;TriBeCa/SoHo;;;;;;;
Gennaro;Upper W. Side;;;;;;;
George O'Neill's;Midtown East;;;;;;;
Ghandi Cafe;W. Village;;;;;;;
Ghenet;TriBeCa/SoHo;;;;;;;
Ghion Ethiopian Restaurant;Upper W. Side;;;;;;;
Giambelli;Midtown East;;;;;;;
Giambone Restaurant Inc;Chinatown;;;;;;;
Giggles Restaurant;Midtown West;;;;;;;
Gigino;TriBeCa/SoHo;;;;;;;
Ginga Chinese Restaurant;Chelsea;;;;;;;
Ginger;Harlem;;;;;;;
Ginger House;Chelsea;;;;;;;
Gingertoon;W. Village;;;;;;;
Gino;Upper E. Side;;;;;;;
Gino's Village Pizza;Lower Manhattan;;;;;;;
Giorgione;TriBeCa/SoHo;;;;;;;
Giorgione 508;TriBeCa/SoHo;;;;;;;
Giovanni Venti Cinque;Upper E. Side;;;;;;;
Giovanni's Atrium;Lower Manhattan;;;;;;;
Girasole;Upper E. Side;;;;;;;
Gobo;Upper E. Side;;;;;;;
Gobo;W. Village;;;;;;;
Gold Dish;Upper E. Side;;;;;;;
Gold Vin Cafe;Lower Manhattan;;;;;;;
Golden Chopstick Chinese Rstnt;Lower Manhattan;;;;;;;
Golden Garden;E. Village;;;;;;;
Golden Unicorn;Lower Manhattan;;;;;;;
Golden Wok;Upper E. Side;;;;;;;
Gonzalez Y Gonzalez;E. Village;;;;;;;
Gonzo;W. Village;;;;;;;
Good Enough To Eat;Upper W. Side;;;;;;;
Good Noodle Shop;Murray Hill;;;;;;;
Good World Bar and Grill;Lower E. Side;;;;;;;
Good and Plenty to Go;Midtown West;;;;;;;
Goodburger;Midtown East;;;;;;;
Goodies;Lower Manhattan;;;;;;;
Gotham Bar & Grill;E. Village;;;;;;;
Gourmet Taste;Upper E. Side;;;;;;;
Gourmet Wok;Midtown West;;;;;;;
Grace;TriBeCa/SoHo;;;;;;;
Grace's Trattoria;Upper E. Side;;;;;;;
Gracie Mews Restaurant Corp;Upper E. Side;;;;;;;
Gracies Corner Restaurant;Upper E. Side;;;;;;;
Gradisca;W. Village;;;;;;;
Gramercy Restaurant;Flatiron/U. Sq.;;;;;;;
Gramercy Tavern;Flatiron/U. Sq.;;;;;;;
Grand Saloon;Flatiron/U. Sq.;;;;;;;
Grand Sichuan;Chinatown;;;;;;;
Grand Sichuan Eastern;Midtown East;;;;;;;
Grand Sichuan St. Marks;E. Village;;;;;;;
Grano Trattoria;W. Village;;;;;;;
Gray's Papaya;Upper W. Side;;;;;;;
Gray's Papaya;W. Village;;;;;;;
Great American Health Bar;Midtown West;;;;;;;
Great American Health Bar;Midtown East;;;;;;;
Great Burrito;Upper W. Side;;;;;;;
Great India Restaurant;Upper E. Side;;;;;;;
Great Jones Cafe;E. Village;;;;;;;
Great Steak & Fry;Midtown West;;;;;;;
Greek Corner;Chelsea;;;;;;;
Green Garden Chinese;Murray Hill;;;;;;;
Green Kitchen Restaurant;Upper E. Side;;;;;;;
Green Table;Chelsea;;;;;;;
Greenwich Cafe;W. Village;;;;;;;
Greenwich Market;TriBeCa/SoHo;;;;;;;
Grey Dog's Coffee;W. Village;;;;;;;
Grill 53;Midtown West;;;;;;;
Grove St. Brasserie;W. Village;;;;;;;
Gulshan Restaurant;E. Village;;;;;;;
Gusto Ristorante e Bar Americano;W. Village;;;;;;;
HSF (CLOSED);Chinatown;;;;;;;
Hacienda de Argentina;Upper E. Side;;;;;;;
Haikara Grill;Midtown East;;;;;;;
Hakata Grill;Midtown West;;;;;;;
Halal Indo Pak Restaurant;Upper E. Side;;;;;;;
Half King;Chelsea;;;;;;;
Hamachi;Flatiron/U. Sq.;;;;;;;
Hamaya;Midtown East;;;;;;;
Hampton Chutney Company;TriBeCa/SoHo;;;;;;;
Hanami Restaurant;Midtown East;;;;;;;
Hang Cheng Restaurant;Harlem;;;;;;;
Hanratty's Restaurant;Harlem;;;;;;;
Happy Burger Ii Inc;Upper W. Side;;;;;;;
Happy Garden Chinese Restrnt;Harlem;;;;;;;
Happy Wok Restaurant;Lower E. Side;;;;;;;
Harbour Lights;Lower Manhattan;;;;;;;
Hard Rock Cafe;Midtown West;;;;;;;
Harlem Fried Chicken;Harlem;;;;;;;
Harlem Tea Room;Harlem;;;;;;;
Harmony Palace Restaurant;Chinatown;;;;;;;
Harries Cafe;Midtown West;;;;;;;
Harriets Kitchen;Upper W. Side;;;;;;;
Harry's Burrito Junction;Upper W. Side;;;;;;;
Harry's Burritos;W. Village;;;;;;;
Harry's Cafe and Steak;Lower Manhattan;;;;;;;
Haru;Midtown West;;;;;;;
Haru;Upper E. Side;;;;;;;
Haru Restaurant;Upper W. Side;;;;;;;
Hasaki Restaurant;E. Village;;;;;;;
Hasta La Pasta Restaurant;W. Village;;;;;;;
Hatsune Inc;Upper E. Side;;;;;;;
Havana Central;Flatiron/U. Sq.;;;;;;;
Havana Chelsea;Chelsea;;;;;;;
Havana NY;Midtown West;;;;;;;
Haveli Restaurant;E. Village;;;;;;;
Health Exchange;Lower Manhattan;;;;;;;
Health Stop;Midtown East;;;;;;;
Healthy Bagel & Things Inc;Upper E. Side;;;;;;;
Heartbeat;Midtown West;;;;;;;
Hearth;E. Village;;;;;;;
Hedeh;E. Village;;;;;;;
Heidelberg;Upper E. Side;;;;;;;
Helianthus Inc;TriBeCa/SoHo;;;;;;;
Henry's;Upper W. Side;;;;;;;
Hero Boy Restaurant & Catering;Midtown West;;;;;;;
Heroes Plus;Midtown West;;;;;;;
Highline;W. Village;;;;;;;
Ho Yip Restaurant;Lower Manhattan;;;;;;;
Hog Pit;W. Village;;;;;;;
Hollywood Coffee Shop;Chelsea;;;;;;;
Holy Basil;E. Village;;;;;;;
Home;W. Village;;;;;;;
Honey Bee Cafe;Midtown West;;;;;;;
Hong Kong Kitchen;E. Village;;;;;;;
Hong Kong Noodle Inc;Chelsea;;;;;;;
Hoomoos Asli;TriBeCa/SoHo;;;;;;;
Hooters;Midtown West;;;;;;;
Horizon Diner;E. Village;;;;;;;
Horng Bin Won Restaurant;Midtown West;;;;;;;
Hosteria Fiorella Italian;Upper E. Side;;;;;;;
Houlans;Midtown West;;;;;;;
Hourglass Tavern;Midtown West;;;;;;;
Huan's Restaurant;Upper W. Side;;;;;;;
Hudson Beach Cafe;Upper W. Side;;;;;;;
Hudson Caterers Cafe;TriBeCa/SoHo;;;;;;;
Hudson Place Restaurant & Bar;Murray Hill;;;;;;;
Hummus Place;W. Village;;;;;;;
Hunan Balcony Gourmet;Upper E. Side;;;;;;;
Hunan Chef;Midtown West;;;;;;;
Hunan Cottage;Upper W. Side;;;;;;;
Hunan Delight;Upper E. Side;;;;;;;
Hunan K Restaurant;Upper E. Side;;;;;;;
Hunan Lake Restaurant;Flatiron/U. Sq.;;;;;;;
Hunan Park Ii;Upper W. Side;;;;;;;
Hunan Park Restaurant;Upper W. Side;;;;;;;
Hunan Royal;Lower Manhattan;;;;;;;
Hunan Wok;Flatiron/U. Sq.;;;;;;;
Hurricane Island;Upper E. Side;;;;;;;
Huxley's Cafe;Midtown West;;;;;;;
I;TriBeCa/SoHo;;;;;;;
I Coppi;E. Village;;;;;;;
I Tre Merli;TriBeCa/SoHo;;;;;;;
I Trulli;Murray Hill;;;;;;;
Icon;Murray Hill;;;;;;;
Ideya;TriBeCa/SoHo;;;;;;;
Ikeno Hana;Upper E. Side;;;;;;;
Il Bagatto;E. Village;;;;;;;
Il Brunello Ristorante;Midtown West;;;;;;;
Il Buco;E. Village;;;;;;;
Il Cantinori;E. Village;;;;;;;
Il Corallo;TriBeCa/SoHo;;;;;;;
Il Cortile;Chinatown;;;;;;;
Il Foro Ristorante-bar;Upper E. Side;;;;;;;
Il Gelatone;Murray Hill;;;;;;;
Il Giglio;TriBeCa/SoHo;;;;;;;
Il Monello Restaurant;Upper E. Side;;;;;;;
Il Mulino;W. Village;;;;;;;
Il Palazzo;Chinatown;;;;;;;
Il Pellicano;Midtown East;;;;;;;
Il Postino;Midtown West;;;;;;;
Il Posto Accanto;E. Village;;;;;;;
Il Riccio;Upper E. Side;;;;;;;
Il Vagabondo Restaurant;Midtown East;;;;;;;
Il Violino;Upper W. Side;;;;;;;
Il-bocconcino Italian Rstrnt;W. Village;;;;;;;
Il-postino Inc;Midtown East;;;;;;;
Ilmattone Corp;TriBeCa/SoHo;;;;;;;
Imperial China;Lower Manhattan;;;;;;;
Imperial Dragon Restaurant;Midtown West;;;;;;;
Imperial Pizza I;Murray Hill;;;;;;;
In Padella;E. Village;;;;;;;
India Garden Restaurant;Upper W. Side;;;;;;;
India Pavilion Restaurant;W. Village;;;;;;;
India Valley;Upper E. Side;;;;;;;
India Village;E. Village;;;;;;;
Indian Delhi;Upper W. Side;;;;;;;
Indian Oven;Upper W. Side;;;;;;;
Indian Tandoor-oven Restaurant;Upper E. Side;;;;;;;
Indochine;E. Village;;;;;;;
International Cafe;Midtown East;;;;;;;
Ipanema;Midtown West;;;;;;;
Ipoh Garden;Chinatown;;;;;;;
Irish Punt;Lower Manhattan;;;;;;;
Iroha Japanese Restaurant;Midtown West;;;;;;;
Isabella's Restaurant;Upper W. Side;;;;;;;
Isadora's 53;Midtown East;;;;;;;
Isadoras Cafe;Midtown East;;;;;;;
Island;Upper E. Side;;;;;;;
Island Spice;Midtown West;;;;;;;
Isle of Capri;Upper E. Side;;;;;;;
Iso Restaurant;E. Village;;;;;;;
Istana;TriBeCa/SoHo;;;;;;;
Ithaka;Upper E. Side;;;;;;;
Itzocan Bistro;Upper E. Side;;;;;;;
Ivy Bistro;TriBeCa/SoHo;;;;;;;
Ivy's Cafe;Upper W. Side;;;;;;;
J P Lofland's Ny Grill;Flatiron/U. Sq.;;;;;;;
J R Restaurant;Midtown West;;;;;;;
J. Sung Dynasty;Midtown East;;;;;;;
J.G. Melon;Upper E. Side;;;;;;;
Jack & Jill Coffee Shop;W. Village;;;;;;;
Jack Dempsey's Public House;E. Village;;;;;;;
Jack's Luxury Oyster Bar;E. Village;;;;;;;
Jackson Hole;Upper E. Side;;;;;;;
Jackson Hole;Murray Hill;;;;;;;
Jackson Hole Hamburgers;Upper W. Side;;;;;;;
Jacques's Bistro;Upper E. Side;;;;;;;
Jade Kitchen;E. Village;;;;;;;
Jade Mountain Restaurant;E. Village;;;;;;;
Jaiya;Murray Hill;;;;;;;
James Bistro;Chelsea;;;;;;;
Jane;W. Village;;;;;;;
Japonais;Flatiron/U. Sq.;;;;;;;
Japonica;E. Village;;;;;;;
Jarnac;W. Village;;;;;;;
Jasmine Persian Cuisine;Murray Hill;;;;;;;
Java Shop;Midtown West;;;;;;;
Javier;W. Village;;;;;;;
Jb's;Chelsea;;;;;;;
Jean Claude;TriBeCa/SoHo;;;;;;;
Jean Georges;Upper W. Side;;;;;;;
Jekyll & Hyde Club;Midtown West;;;;;;;
Jennifers Restaurant;Midtown West;;;;;;;
Jerusalem Restaurant;Upper W. Side;;;;;;;
Jewel Bako;E. Village;;;;;;;
Jim Brady's Restaurant;Lower Manhattan;;;;;;;
Jimbo's Coffee Shop;Harlem;;;;;;;
Jimbos Hamburger Place;Midtown East;;;;;;;
Jimmy Armstrong's Saloon;Midtown West;;;;;;;
Jimmy Walkers Restaurant;Midtown East;;;;;;;
Jin Dal Lae;Upper W. Side;;;;;;;
Jo Jo;Upper E. Side;;;;;;;
Joanna's;Upper E. Side;;;;;;;
Joe Allen;Midtown West;;;;;;;
Joe Broadway Steak House;Midtown West;;;;;;;
