Name;Neighborhood;Address;Country;Country code;Type;Cost;Phone
Le Petit Belge;Greenwich Village;22 E 14th St-between Fifth Ave and University Pl;New York;NY;Belgian;;(212-807-7027)
Le Petit Belge;West Village;;New York;NY;;;
Le Petit Bistro;Chelsea;258 W 15th St-between Seventh and Eight Aves;New York;NY;French;;(212-929-3270)
Le Petit Canard;;228 3rd Ave-Btwn 19th & 20th St;New York;NY;;;
Le Petit Chateau;;1374 Madison Avenue;New York;NY;;;
Le Petit Hulot Restaurant;;973 Lexington Ave;New York;NY;;;
Le Petit Un Deux Trois;Midtown West;403 W 43rd St-between Ninth and Tenth Aves;New York;NY;French;;(212-489-4900)
Le Poeme Bakeries;;14 Prince St;New York;NY;;;
Le Poeme Bakeries;Tribeca/soho;;New York;NY;;;
Le Poisson Rouge;;158 Bleecker-Btwn Thompson & Sullivan St;New York;NY;;;
Le Père Pinard;Lower East Side;;New York;NY;French;;(212-777-4917)
Le Périgord;Midtown East;;New York;NY;French;;(212-755-6244)
Le Quercy;;52 W 55th St;New York;NY;;;
Le Refuge;Upper E. Side;;New York;NY;French;;(212-861-4505)
Le Refuge Restaurant;;166 E 82nd St # 1;New York;NY;;;
Le Rendez-Vous Cafe;;739 8th Ave;New York;NY;;;
Le Rivage;;340 W 46th;New York;NY;;;
Le Rivage;Hell's Kitchen;;New York;NY;;;
Le Singe Vert;Chelsea;;New York;NY;French;;(212-366-4100)
Le Soleil;;877 10th Ave-Btwn 57th & 58th St;New York;NY;;;
Le Souk;E. Village;;New York;NY;Moroccan;;(212-777-5454)
Le Souk;Midtown East;47 Ave B;New York;NY;African \ Moroccan;$$;(212-777-5454)
Le Streghe;Soho;331 W Broadway;New York;NY;Italian;;(212-343-2080)
Le Streghe;Tribeca/soho;;New York;NY;;;
Le Tableau (CLOSED);East Village;511 E 5th St btwn Aves A and B;New York;NY;French;;(212-260-1333)
Le Taxi;;37 E 60th St;New York;NY;;;
Le Totof Bistro;Murray Hill;;New York;NY;;;
Le Totof Inc;;163 E 33rd St;New York;NY;;;
Le Train Bleu;Upper East Side;;New York;NY;;;
Le Train Blue Restaurant;;1000 3rd Ave;New York;NY;;;
Le Tre Venezie;;142 West 46th Street;New York;NY;;;
Le Tre Venezie Restaurant;Midtown West;;New York;NY;;;
Le Veau D Or;;129 East 60th Street;New York;NY;;;
Le Veau D'or;;129 E 60th St-Btwn Park & Lexington Ave;New York;NY;;;
Le Veau d'Or;Midtown East;;New York;NY;;;
Le Zie;Chelsea;172 Seventh Ave;New York;NY;Italian;$$;(212-206-8686)
Le Zie172;;7th Ave-;New York;NY;;;
Le Zoccole;;95 Avenue A;New York;NY;;;
Le Zoo;;314 W 11th St # 1;New York;NY;;;
LeAn;;583 6th Ave-Btwn 16th & 17th St;New York;NY;;;
LeRendez-Vous Cafe;;178 Lexington Avenue;New York;NY;;;
Lea;;230 Park Ave-Btwn 45th & 46th St;New York;NY;;;
Lea;Midtown East;;New York;NY;;;
Lechonera Sandy;;2261 2nd Avenue;New York;NY;;;
Lecole The French Culinary;;462 Broadway;New York;NY;;;
Lederhosen;W. Village;;New York;NY;German;;(212-206-7691)
Leela Lounge & Restaurant;Greenwich Village;;New York;NY;Indian;;(212-529-2059)
Lees Chinese Fast Food;;1204 Saint Nicholas Ave;New York;NY;;;
Lees Lobby Coffee Shop;;150 W 28th St;New York;NY;;;
Legends;;6 W 33rd St-;New York;NY;;;
Legends New York City;Midtown West;;New York;NY;;;
Legends6 W;;33rd St-;New York;NY;;;
Lelabar;;422 Hudson St-Btwn Leroy & Morton St;New York;NY;;;
Lelabar42;;2 Hudson St-;New York;NY;;;
Lemon Lime Restaurant;;664 6th Ave;New York;NY;;;
Lemon Lime Restaurant;Chelsea;;New York;NY;;;
Lemon Restaurant;;230 Park Ave S;New York;NY;;;
Lemon Restaurant;Flatiron/u. Sq.;;New York;NY;;;
Lemon Tree Cafe;;769 9th Ave;New York;NY;;;
Lemongrass;;1571 2nd Ave-Btwn 81st & 82nd St;New York;NY;;;
Lemongrass Grill;;110 Liberty St;New York;NY;;;
Lemongrass Grill;E. Village;;New York;NY;Thai;;(212-604-9870)
Lemongrass Grill;Midtown East;138 34th St-between Lexington and Third Aves;New York;NY;Thai;;(212-213-3317)
Lemongrass Grill;West Village;37 Barrow Street;New York;NY;Thai;;(212-242-0606)
Lenge 83 Restaurant;;1465 3rd Ave;New York;NY;;;
Lenge Japanese Restaurant;Upper W. Side;;New York;NY;;;
Lenge Japanese Restaurant (CLOSED);;202 Columbus Avenue;New York;NY;;;
Lenny's;;1024 2nd Ave-At 54th St;New York;NY;;;
Lenny's;West 70s;307 Columbus Ave.;New York;NY;;;
Lenny's Bagels;;2601 Broadway-At 98th St;New York;NY;;;
Lenny's Cafe;;307 Columbus Avenue;New York;NY;;;
Lenny's Gourmet;;489 Columbus Avenue;New York;NY;;;
Lenny's Sub Shop;;60 West 48th Street;New York;NY;;;
Lenny's10;;24 2nd Ave-;New York;NY;;;
Lenny's12;;69 1st Ave-;New York;NY;;;
Lenny's14;;81 2nd Ave-;New York;NY;;;
Lenny's16 W;;23rd St-;New York;NY;;;
Lenny's30;;2 Columbus Ave-;New York;NY;;;
Lenny's48;;9 Columbus Ave-;New York;NY;;;
Lenny's60 W;;48th St-;New York;NY;;;
Lenny's61;;3 9th Ave-;New York;NY;;;
Lenny's66 W;;9th St-;New York;NY;;;
Lennys Bagels;;2601 Broadway;New York;NY;;;
Lenny’s;Midtown West;60 W 48th St-between Fifth and Sixth Aves;New York;NY;American;;(212-871-6677)
Lenox Chinese Restaurant;;2180 5th Ave;New York;NY;;;
Lenox Hill Grill;;1105 Lexington Ave-Btwn 77th & 78th St;New York;NY;;;
Lenox Hill Grill;Upper E. Side;;New York;NY;;;
Lenox Hill Pizza;;1107 Lexington Ave-Btwn 77th & 78th St;New York;NY;;;
Lenox Hill Restaurant;;1105 Lexington Ave;New York;NY;;;
Lenox Lounge;;288 Lenox Ave-Btwn 124th & 125th St;New York;NY;;;
Lenox Lounge;Harlem;;New York;NY;;;
Lenox Public Luncheonette;;471 Lenox Ave;New York;NY;;;
Lenox Room;;1278 3rd Avenue;New York;NY;;;
Lenox Room;Upper E. Side;;New York;NY;;;
Lentini;;1562 2nd Avenue;New York;NY;;;
Lentini;Upper E. Side;;New York;NY;;;
Lentrecote Inc;;1057 1st Ave;New York;NY;;;
Leo's Bagels;;;New York;NY;;;
Leocadia Milanes;;29 W 26th St-Btwn 6th Ave & Bway;New York;NY;;;
Leon Bakery;West 40s;695 Ninth Ave.;New York;NY;;;
Leonardo Da Vinci Ristorante;;1574 2nd Avenue;New York;NY;;;
Leonardo da Vinci Ristorante & Wine Bar;Upper East Side;;New York;NY;;;
Leone Pizza & Pasta (CLOSED);;1674 Broadway-;New York;NY;;;
Leopard Restaurant Inc;;253 E 50th St # 1;New York;NY;;;
Leo’s Bagels;Financial District;3 Hanover Sq-at Stone St;New York;NY;Food or Beverage Shop;;(212-785-4700)
Les Ambassades;;2200 Frederick Douglass 8th Avenue;New York;NY;;;
Les Ambassades;Chelsea;161 W. 22nd St.;New York;NY;;;
Les Ambassades Boulangerie-Patisserie-Cafe;Harlem;;New York;NY;;;
Les Deux Gamins (CLOSED);;234 West 4th Street;New York;NY;;;
Les Deux Gamins Le Gamin;;170 Waverly Pl;New York;NY;;;
Les Deux Lapins;E. Village;;New York;NY;;;
Les Enfants Terribles;Lower East Side;37 Canal St;New York;NY;African \ African: Pan-African;$$;(212-777-7518)
Les Friandises East;;972 Lexington Ave # 1;New York;NY;;;
Les Friandises East;Upper E. Side;;New York;NY;;;
Les Halles;Gramercy Park;411 Park Ave S;New York;NY;French;$$$;(212-679-4111)
Les Halles;Murray Hill;;New York;NY;;;
Les Halles Downtown;Financial District;15 John St;New York;NY;French;$$$;(212-285-8585)
Les Halles Downtown;Lower Manhattan;;New York;NY;;;
Les Halles Park Avenue;Gramercy / Flatiron;;New York;NY;;;
Les Routiers;;568 Amsterdam Ave # 1;New York;NY;;;
Les Sandwicherie;;250 Broome Street;New York;NY;;;
Les Sans Culottes East;;1085 2nd Ave-At 57th St;New York;NY;;;
Les Sans Culottes West;;347 W 46th St;New York;NY;;;
Les Sans Culottes West;Midtown West;;New York;NY;;;
Les Sans-culottes Restaurant;Midtown East;;New York;NY;;;
Lespinasse;;2 E 55th St;New York;NY;;;
Lespresso Svc Inc;;767 5th Ave;New York;NY;;;
Lespyrenes;Midtown West;;New York;NY;;;
Levain Bakery;Upper W. Side;;New York;NY;Cafés;;(212-874-6080)
Levana Restaurant;;Continental;New York;NY;;;
Levana Restaurant;Upper W. Side;;New York;NY;Kosher;;(212-877-8457)
Levana141 W;;69th St-;New York;NY;;;
Lever House Restaurant;Midtown East;;New York;NY;American;;(212-888-2700)
Lex Restaurant;;1370 Lexington Ave-Btwn 90th & 91st St;New York;NY;;;
Lexington Avenue Grill;;569 Lexington Ave;New York;NY;;;
Lexington Avenue Grill;Midtown East;;New York;NY;;;
Lexington Bar And Books;;1020 Lexington Ave;New York;NY;;;
Lexington Candy Shop;Upper East Side;;New York;NY;Cafés & diners;;(212-288-0057)
Lexington Deli;;660 Lexington Ave-At 55th St;New York;NY;;;
Lexington Fast Food Restaurant;;339 Lexington Ave;New York;NY;;;
Lexington Grill;;1332 Lexington Ave-Btwn 88th & 89th St;New York;NY;;;
Lexington Restaurant;;1869 Lexington Ave;New York;NY;;;
Lexington Restaurant;Harlem;;New York;NY;;;
Lexington Rib Co;;1364 Lexington Ave;New York;NY;;;
Lexington Rib Company;Upper E. Side;;New York;NY;;;
Lhasa Restaurant;;96 2nd Ave;New York;NY;;;
Li Cheun Corp;;17 Catherine St;New York;NY;;;
Li Hua;Chinatown;;New York;NY;Korean;;(212-343-0090)
Li's Restaurant;;102 Avenue C-Btwn 6th & 7th St;New York;NY;;;
Li-Lac Chocolates;;120 Christopher Street;New York;NY;;;
Liam Restaurant;;170 Thompson St;New York;NY;;;
Libation;;137 Ludlow St-Btwn Rivington & Stanton St;New York;NY;;;
Liberatos Pizza;;17 Cedar St-Btwn Pearl & William St;New York;NY;;;
Liberta Restaurant;;1574 2nd Ave;New York;NY;;;
Liberta Restaurant;Upper E. Side;;New York;NY;;;
Liberty;;22 E 49th St-Btwn Madison & 5th Ave;New York;NY;;;
Liberty Bagel & Deli;;876 6th Ave-Corner of 31st St;New York;NY;;;
Liberty Bell Coffee Shop;;1 Dag Hammarskjold Plz;New York;NY;;;
Liberty Cafe;;829 3rd Ave-Btwn 50th & 51st St;New York;NY;;;
Liberty Gourmet;;32 Broadway # 1;New York;NY;;;
Liberty View;;21 S End Ave-At W Thames St;New York;NY;;;
Liberty View;Battery Park City;;New York;NY;;;
Liberty22 E;;49th St-;New York;NY;;;
Libretto's Pizzeria & Restaurant;;546 3rd Ave-Btwn 36th & 37th St;New York;NY;;;
Life Cafe;E. Village;;New York;NY;American;;(212-477-8791)
LifeThyme Market;;2275 Broadway;New York;NY;;;
Light Bar and Restaurant;E. Village;;New York;NY;;;
Light De Light;Upper W. Side;;New York;NY;;;
Light Touch On A;;151 Avenue B/w 9th & 10th Street;New York;NY;;;
Likitsakos Market;;1174 Lexington Avenue;New York;NY;;;
Likitsakos Market;Upper East Side;;New York;NY;;;
Lil' Frankie's;;19 1st Ave-Btwn 1st & 2nd St;New York;NY;;;
Lil' Frankie's Pizza;;19-21 1st Avenue;New York;NY;;;
Lil' Frankie's Pizza;E. Village;;New York;NY;;;
Lili's;;102 N End Ave-At Vesey St;New York;NY;;;
Lili's 57;;200 W 57th St-;New York;NY;;;
Lili's Noodle Shop & Grill;;1500 3rd Avenue;New York;NY;;;
Lili's Noodle Shop & Grill;Battery Park City;;New York;NY;;;
Lili's Noodle Shop and Grill;Midtown West;;New York;NY;;;
Lili's150;;0 3rd Ave-;New York;NY;;;
Lili’s Noodle Shop & Grill;Financial District;102 North End Ave-between Murray and Vesey Sts;New York;NY;Chinese;;(212-786-1300)
Lili’s Noodle Shop & Grill;Midtown West;200 W 57th St-between Sixth and Seventh Aves;New York;NY;Chinese;;(212-586-5333)
Lili’s Noodle Shop & Grill;Upper East Side;1500 Third Ave-between 84th and 85th Sts;New York;NY;Chinese;;(212-639-1313)
Lilly O'Brien's;;67 Murray St-Btwn W Broadway & Greenwich St;New York;NY;;;
Lily's;;31 Oliver St-Btwn Henry & Madison St;New York;NY;;;
Lilys Restaurant And Bar;Midtown East;;New York;NY;Eclectic;;(212-838-0844)
Lil’ Frankie’s Pizza;East Village;19 First Ave-between 1st and 2nd Sts;New York;NY;Italian: Pizza;;(212-420-4900)
Lima's Taste;W. Village;122 Christopher St;New York;NY;South American \ Peruvian;$;(212-242-0010)
Lima's Taste (CLOSED);Greenwich Village;;New York;NY;;;
Lima’s Taste (CLOSED);East Village;432 E 13th St-between First Ave and Ave A;New York;NY;Peruvian;;(212-228-7900)
Lime;West Village;29 Seventh Ave South-between Bedford and Morton Sts;New York;NY;Thai;;(212-727-2678)
Lime Jungle;Midtown West;803 Ninth Ave-between 53rd and 54th Sts;New York;NY;Mexican;;(212-586-6032)
Lime Leaf;Upper West Side;;New York;NY;Thai;;(212-864-5000)
Lime Leaf Grill;;157 E 33rd St-Btwn Lex & 3rd Ave;New York;NY;;;
Limerick House;;69 W 23rd St;New York;NY;;;
Limon Restaurant;;238 East 24th Street;New York;NY;;;
Limon238 E;;24th St-;New York;NY;;;
Limoncello Restaurant;;777 7th Ave;New York;NY;;;
Lin & Lin;;918 8th Ave;New York;NY;;;
Lin's Chinese;Flatiron/u. Sq.;;New York;NY;;;
Lin's Chinese Restaurant;;32 E 23rd St-Btwn Madison & Park Ave;New York;NY;;;
Lin's Dumpling House;Chinatown;;New York;NY;;;
Lin's Flavor House;;3783 Broadway-At 157th St;New York;NY;;;
Lincoln Fried Chicken;;3666 Broadway;New York;NY;;;
Lincoln Fried Chicken;Upper W. Side;;New York;NY;;;
Lincoln Park;;867 9th Ave-Btwn 56th & 57th St;New York;NY;;;
Lincoln Park Grill;Midtown West;;New York;NY;;;
Lindy's;;825 7th Ave-Btwn 53rd & 54th St;New York;NY;;;
Lindy's;Midtown West;;New York;NY;;;
Lindy's82;;5 7th Ave-;New York;NY;;;
Lindys;;1525 Broadway;New York;NY;;;
Lins Chinese Restaurant;;32 E 23rd St;New York;NY;;;
Lins Dumpling House;;141 Fulton St;New York;NY;;;
Lion's Head Tavern;;995 Amsterdam Ave-Btwn 108th & 109th;New York;NY;;;
Lips;;2 Bank St-At Greenwich Ave;New York;NY;;;
Lips;West Village;;New York;NY;;;
Lipstick Cafe;;885 3rd Ave;New York;NY;;;
Liquiteria At Luck'y;East Village;170 2ndAvenue;New York;NY;Vegetarian & Organic;;(212-358-0300)
Lisa Pizzeria;;76 Fulton St;New York;NY;;;
Lisa's;;76 Fulton St-At Gold St;New York;NY;;;
Lisca;Upper West Side;;New York;NY;Italian;;(212-799-3987)
Lisca;West 90s;600 Amsterdam Ave.;New York;NY;;;
Lite Bites;;111 E 55th St-Btwn Park & Lexington Ave;New York;NY;;;
Lite Delight;;532 Columbus Ave-Btwn 85th & 86th St;New York;NY;;;
Lite Delights;;456 3rd Ave-Btwn 31st & 32nd St;New York;NY;;;
Little Atlas;;6 W 4th St-Btwn Bway & Mercer St;New York;NY;;;
Little Atlas Café;West Village;;New York;NY;;;
Little Basil;;153 E 26th St-Btwn 3rd Ave & Lexington;New York;NY;;;
Little Charlies Clam Bar;;19 Kenmare St;New York;NY;;;
Little D Eatery;Park Slope;;New York;NY;;;
Little Dove;Midtown East;;New York;NY;;;
Little Giant;Lower E. Side;85 Orchard St;New York;NY;American \ Cafés & diners;$$$$;(212-226-5047)
Little Havana Restaurant;W. Village;;New York;NY;Caribbean: Cuban;;(212-255-2212)
Little Italy Pizza;;1 E 43rd St-At Vanderbilt Ave;New York;NY;;;
Little Italy Pizza;Financial/battery Pk;;New York;NY;;;
Little Jezebel;;529 Columbus Ave # 80;New York;NY;;;
Little Lad's Basket;;;New York;NY;;;
Little Lad's Basket;Financial District;120 Broadway-Lower Arcade;New York;NY;Vegetarian & Organic;;(212-227-5744)
Little Lili's;;2058 Lexington Ave-Btwn 124th & 125th St;New York;NY;;;
Little Owl;West Village;90 Bedford Street;New York;NY;American;$$$;
Little Pie Company;;1Grand Central Terminal 1 Lower Level Dining Concourse-;New York;NY;;;
Little Pie Company;Midtown East;Grand Central Station;New York;NY;Bakery;$;
Little Place;;61 Warren St.;New York;NY;;;
Little Poland;East Village;;New York;NY;;;
Little Poland Restaurant;;200 2nd Ave-Btwn 12th & 13th St;New York;NY;;;
Little Robins Pza & Restaurant;;453 E 78th St;New York;NY;;;
Little Saigon;;59 1st Ave # 1;New York;NY;;;
Little Saigon Café;;374 West 46th Street;New York;NY;;;
Little Seoul;;232 7th Avenue;New York;NY;;;
Little Slice of Italy;;1163 2nd Ave-;New York;NY;;;
Little Sonny Corp;;558 7th Ave;New York;NY;;;
Little Thai Kitchen;;231 E 53rd St-Btwn 2nd & 3rd Ave;New York;NY;;;
Little Tokyo;;252 W 47th St;New York;NY;;;
Little Tokyo;Midtown West;;New York;NY;;;
Little Veselka;;75 E 1st St-At Houston St;New York;NY;;;
Little Vincent's Pizza Restaurant;;1399 2nd Ave-At 73rd St;New York;NY;;;
Live Bait;;14 E 23rd St;New York;NY;;;
Live Bait;Flatiron/u. Sq.;;New York;NY;;;
Living Earth;;0(fka Vitality Health Food)1412 1st Ave-Btwn 74th & 75th S;New York;NY;;;
Lizards Tortilla;;275 Greenwich St;New York;NY;;;
Lizards Tortilla;Tribeca/soho;;New York;NY;;;
Lo Scalco;;313 Church Street;New York;NY;;;
Lobby Lounge;;80 Columbus Circle;New York;NY;;;
Lobby Lounge;Upper West Side;;New York;NY;;;
Lobby Lounge at Mandarin Oriental, New York;Columbus Circle;;New York;NY;;;
Lobel's Prime Meats;;1096 Madison Avenue;New York;NY;;;
Lobster Club;Upper E. Side;;New York;NY;;;
Lobster Place;Chelsea;;New York;NY;Seafood;;(212-255-5672)
Local;;224 West 47th Street;New York;NY;;;
Local East;;1004 2nd Avenue;New York;NY;;;
Local West;;1 Penn Plaza-At 33rd St & 8th Ave;New York;NY;;;
Loft;Upper W. Side;;New York;NY;Mediterranean;$$;
Lok Ting Chinese Restaurant;;26 E Broadway;New York;NY;;;
Lokfing Chinese Restaurant;;290 Grand St;New York;NY;;;
Lola;Flatiron/u. Sq.;;New York;NY;;;
Lola (CLOSED);;;New York;NY;;;
Lola Bowla;;30 W 22nd St # 30;New York;NY;;;
Lola Restaurant (CLOSED);;15 Watts St-;New York;NY;;;
Lola is Soul;Soho;15 Watts St.;New York;NY;;;
Lolita's;;57 Lenox Ave-At 113th St;New York;NY;;;
Lollipop;Midtown East;;New York;NY;;;
Lollipop;Upper East Side;27 E 61st St-between Madison and Park Aves;New York;NY;Asian: Pan-Asian;;(212-752-8900)
Lombardi's;Nolita;32 Spring St;New York;NY;Pizza \ Italian: Pizza;$;(212-941-7994)
Lombardi's;Tribeca/soho;;New York;NY;;;
Lomito;Soho;300 Spring St;New York;NY;Argentinean \ Argentine;$$$;(212-929-9494)
Lomito (CLOSED);Soho;;New York;NY;Argentine;;(212-929-9494)
Londel's Supper Club;Harlem;2620 Frederick Douglas Blvd;New York;NY;Southern;$$;
London Bar;Midtown West;;New York;NY;French;$$$$;
London Underground Gourmet Inc;;18 E 33rd St # 18;New York;NY;;;
Lonesome Dove (CLOSED);Chelsea;29 W 21st St-between Fifth and Sixth Aves;New York;NY;American Creative;;(212-414-3139)
Long Fat Corp;;18 W 25th St # 1;New York;NY;;;
Long Fat Corp;Flatiron/u. Sq.;;New York;NY;;;
Long Island Glatt Kosher Meat & Poultry;;829 West 181st Street;New York;NY;;;
Long Man Shanghai Rest;;1 E Broadway;New York;NY;;;
Long Shine Restaurant;;47 E Broadway # 1;New York;NY;;;
Long Shine Restaurant;Lower Manhattan;;New York;NY;;;
Long Tan;Park Slope;;New York;NY;;;
Longwood Gourmet;;500 Lexington Ave-Corner of 48th St;New York;NY;;;
Lookout;;890 2nd Ave;New York;NY;;;
Lookout Hill Smokehouse (CLOSED);Park Slope;;New York;NY;;;
Loose Leaf Cafe;Gramercy/flatiron;72 Irving Pl-between 18th and 19th Sts;New York;NY;Cafés & diners;;(917-915-3102)
Lorange Bleue;;430 Broome St;New York;NY;;;
Lord & Taylor;;424 5th Ave # 11;New York;NY;;;
Lord's Coffee Shop;Midtown East;;New York;NY;;;
Lords Deli;;94 Greenwich Ave;New York;NY;;;
Loreley Restaurant & Biergaerten;Lower E. Side;;New York;NY;German;;(212-253-7077)
Loreley Restaurant & Biergaerten;Lower East Side;7 Rivington St.;New York;NY;German;;(212-253-7077)
Lorenzo and Maria's Kitchen;Upper E. Side;;New York;NY;Food or Beverage Shop;;(212-794-1080)
Loro Di Napoli;;206 Sullivan St;New York;NY;;;
Los Angeles Restaurant;;1336 Saint Nicholas Ave;New York;NY;;;
Los Cheveres Restaurant;;450 9th Ave # 1;New York;NY;;;
Los Dados;Meatpacking District;;New York;NY;Mexican;;(646-810-7290)
Los Dos Molinos;Flatiron/u. Sq.;;New York;NY;;;
Los Dos Molinos;Gramercy;119 E 18th St;New York;NY;Southwestern \ American Regional;$$;(212-505-1574)
Los Manantiales;;405 Amsterdam Ave;New York;NY;;;
Los Paisas;;898 Amsterdam Avenue;New York;NY;;;
Los Pollitos II;Park Slope;;New York;NY;;;
Loside;Lower East Side;157 E Houston Street;New York;NY;American;$;
Lot 61;;550 W 21st St;New York;NY;;;
Lotfis;;358 W 46th St;New York;NY;;;
Lotus;Chelsea;;New York;NY;;;
Lotus (CLOSED);;409 West 14th Street;New York;NY;;;
Lotus Eaters;Flatiron/u. Sq.;;New York;NY;;;
Lotus Eaters Fifth;;182 5th Ave;New York;NY;;;
Lou G Siegel;;240 W 14th St-Btwn 7th & 8th Ave;New York;NY;;;
Lou's Cafe;;1301 Sixth Avenue;New York;NY;;;
Lou's Cafe Inc;Midtown West;;New York;NY;;;
Loui Loui Inc;Upper East Side;1311 3rd Ave;New York;NY;Italian;;(212-717-4500)
Louies West Side Cafe;;441 Amsterdam Ave;New York;NY;;;
Lounge;;62 Thomas St-;New York;NY;;;
Lounge Roger Williams;;131 Madison Ave-At 31st St;New York;NY;;;
Lous Cafe Inc;;1301 Avenue Of The Americas;New York;NY;;;
Lovely Day;Chinatown/little Italy;196 Elizabeth St-between Prince and Spring Sts;New York;NY;Asian: Pan-Asian;;(212-925-3310)
Lovely Day;Nolita;;New York;NY;;;
Lowe's Caribbean Restaurant;Harlem;;New York;NY;;;
Lowe's Eatery;;101 W 136th St-At Lenox Ave;New York;NY;;;
Lowell Restaurant;;274 Madison Ave # 1;New York;NY;;;
Lowes Carribean Restaurant;;164 W 116th St;New York;NY;;;
Lowla Bowla;Flatiron/u. Sq.;;New York;NY;;;
Lttle Pie Company;;424 West 43rd Street;New York;NY;;;
LuLu;;;New York;NY;;;
Luahn;W. Village;;New York;NY;;;
Luca;Upper E. Side;;New York;NY;;;
Luca Lounge;;220 Avenue B;New York;NY;;;
Luca Lounge;E. Village;;New York;NY;Italian;;(212-254-1511)
Luca Restaurant;;1712 First Avenue;New York;NY;;;
Luciano's;;18 W 56th St-Btwn 5th & 6th Ave;New York;NY;;;
Lucien;E. Village;14 1st Ave;New York;NY;French;$$;(212-260-6481)
Lucien14;;1st Ave-;New York;NY;;;
Lucille's Grill;;237 W 42nd St-Btwn 7th & 8th Ave;New York;NY;;;
Lucille's Grill;Midtown West;;New York;NY;;;
Luck Star;;2200 Amsterdam Ave-Btwn 169th & 170th;New York;NY;;;
Lucky 1 Candy Store;;21 Eldridge St;New York;NY;;;
Lucky 11;Chinatown;11 Mott St.;New York;NY;;;
Lucky 301;;301 W 36th St;New York;NY;;;
Lucky Cheng's;;24 First Avenue;New York;NY;;;
Lucky Cheng's;E. Village;;New York;NY;Asian: Pan-Asian;;(212-473-0516)
Lucky Chicken;;377 1st Ave-At 22nd St;New York;NY;;;
Lucky Enterprises Inc;;16 Pell St;New York;NY;;;
Lucky Fluke Corporation;;813 9th Ave;New York;NY;;;
Lucky Garden Restaurant;;34 Pell St;New York;NY;;;
Lucky Joy;;2657 8th Ave-At 142nd St;New York;NY;;;
Lucky Land Chinese Restaurant;;329 Greenwich St;New York;NY;;;
Lucky Land Chinese Restaurant;Tribeca/soho;;New York;NY;;;
Lucky Restaurant;;355 Bowery;New York;NY;;;
Lucky Star Cafe;;250 W 43rd St-Btwn 7th & 8th Ave;New York;NY;;;
Lucky Strike;Soho;;New York;NY;French;;(212-941-0772)
Lucky Sunday;;858 8th Ave-Btwn W 51st & W 52nd St;New York;NY;;;
Lucky Wok;;630 10th Ave;New York;NY;;;
Lucky Zhang's Family;;94 E Broadway-Btwn Allen & Forsyth St;New York;NY;;;
Lucky's Famous;Midtown West;;New York;NY;;;
Luckys Chengs;;24 1st Ave;New York;NY;;;
Luckys Famous;;370 W 52nd St-Btwn 8th & 9th Ave;New York;NY;;;
Luckys Juice Joint;;75 West Houston Street;New York;NY;;;
Luckys Restaurant;;95 Allen St;New York;NY;;;
Lucky’s Famous;Midtown West;370 W 52nd St-between Eighth and Ninth Aves;New York;NY;American;;(212-247-6717)
Lucy;Gramercy / Flatiron;;New York;NY;;;
Lucy Latin Kitchen;Flatiron;35 E 18th St;New York;NY;Nuevo Latino \ Latin American;$$$;(212-475-5829)
Lucy of Gramercy;Flatiron/u. Sq.;;New York;NY;;;
Lucy35 E;;18th St-;New York;NY;;;
Ludlow Bar;;165 Ludlow St;New York;NY;;;
Ludo;;42 East 1st Street;New York;NY;;;
Lugo Caffe;;1 Penn Plaza-Btwn 7th & 8th Ave;New York;NY;;;
Lugo Caffe;Midtown West;;New York;NY;Italian;;(212-760-2700)
Lugo Caffé;Midtown West;;New York;NY;Italian;;(212-760-2700)
Luigi's;;1701 1st Ave-At 88th St;New York;NY;;;
Luigi's Restaurant;;304 8th Ave-Btwn 25th & 26th St;New York;NY;;;
Luigi's17;;01 1st Ave-;New York;NY;;;
Luigi's93;;6 8th Ave-;New York;NY;;;
Luigis Pizza;;63 W 23rd St;New York;NY;;;
Luigis Pizzeria;;1701 1st Ave;New York;NY;;;
Luke's Bar and Grill;;1394 3rd Avenue;New York;NY;;;
Luke's Bar and Grill;Upper E. Side;;New York;NY;American;;(212-249-7070)
Lula's;;516 E 6th St-Btwn Ave A & Ave B;New York;NY;;;
Lula's516 E;;6th St-;New York;NY;;;
Lulu;Nolita;;New York;NY;;;
Lulu';Chinatown/little Italy;235 Mulberry St-At Spring St;New York;NY;Eclectic;;(212-966-6616)
Lulus Fried Chicken;;2488 7th Ave;New York;NY;;;
Luma Restaurant;;200 9th Ave;New York;NY;;;
Lumi Restaurant;Upper E. Side;;New York;NY;Italian;;(212-570-2335)
Luna Park Restaurant;;1 Union Sq E;New York;NY;;;
Luna Piena;;243 E 53rd St-Btwn 2nd & 3rd Ave;New York;NY;;;
Luna Piena Ristorante;Midtown East;;New York;NY;;;
Luna's Restaurant;Chinatown;;New York;NY;;;
Lunapiena Ristorante;;243 East 53rd Street;New York;NY;;;
Lunas Restaurant;;112 Mulberry St;New York;NY;;;
Lunasa;East Village;126 First Ave-between St. Marks Pl and E 7th St;New York;NY;British & Irish;;(212-228-8580)
Lunasa126;;1st Ave-;New York;NY;;;
Lunch;Tribeca/soho;;New York;NY;;;
Lunch Box;;886 9th Avenue;New York;NY;;;
Lunch Box Buffet;;257 W 34th St-Btwn 7th & 8th Ave;New York;NY;;;
Lunch Box Buffet;Chinatown;195 Centre St.;New York;NY;;;
Lunch Box Cafe Inc;;251 E 14th St;New York;NY;;;
Lunch Box Food Company;;357 West Street;New York;NY;;;
