0_restaurant;0_neighborhood;0_address;0_addressGoogle;0_country;0_country_code;0_type;0_cost;0_type_r;1_restaurant;1_neighborhood;1_address;1_addressGoogle;1_country;1_country_code;1_type;1_cost;1_type_r
At Vermilion;Midtown East;;;;;;;;At Vermilion;Midtown East; 480 Lexington Ave-at 46th St;480 Lexington Ave;New York;NY;Eclectic;;
BXL Cafe;Midtown West;;;;;;;;BXL Cafe;Midtown West; 125 W43rd St-between Sixth and Seventh Ave;125 W 43rd St;New York;NY;Belgian;;
Bacaro;Lower East Side;;;;;;;;Bacaro;Lower East Side; 136 Division St-between Ludlow and Orchard Sts;136 Division St;New York;NY;Italian;;
Back Forty;East Village;;;;;;;;Back Forty;East Village; 190 Ave B-between 11th and 12th Sts;190 Avenue B;New York;NY;American;;
Bamboo 52;Midtown West;;;;;;;;Bamboo 52;Midtown West; 344 W 52nd St-between Eighth and Ninth Aves;344 W 52nd St;New York;NY;Asian: Pan-Asian;;
Bamiyan;Gramercy;;;;;;;;Bamiyan;Gramercy/Flatiron; 358 Third Ave-at 26th St;358 3rd Ave;New York;NY;Afghan;;
Bao Noodles;Gramercy;;;;;;;;Bao Noodles;Gramercy/Flatiron; 391 Second Ave-between 22nd and 23rd Sts;391 2nd Ave;New York;NY;Vietnamese;;
Baoguette;Gramercy;;;;;;;;Baoguette;Gramercy/Flatiron; 61 Lexington Ave-between 25th and 26th Sts;61 Lexington Ave;New York;NY;Vietnamese;;
Bar 6;Greenwich Village;502 Sixth Ave btwn 12th and 13th Sts;502 Sixth Ave btwn 12th and 13th Sts;;;;;;Bar 6;Greenwich Village; 502 Sixth Ave-between 12th and 13th Sts;502 6th Ave;New York;NY;French;;
Bar Blanc;West Village;;;;;;;;Bar Blanc;West Village; 142 W 10th St-between Greenwich Ave and Waverly Pl;142 W 10th St;New York;NY;French;;
Bar Blanc;Greenwich Village;142 W 10th St btwn Greenwich Ave and...;142 W 10th St;;;;;;Bar Blanc;West Village; 142 W 10th St-between Greenwich Ave and Waverly Pl;142 W 10th St;New York;NY;French;;
Bar Milano;Gramercy;;;;;;;;Bar Milano;Gramercy/Flatiron;323 3rd Ave-At 24th St;323 3rd Ave;New York;NY;;;Italian
Bar Stuzzichini;Gramercy / Flatiron;;;;;;;;Bar Stuzzichini;Gramercy/Flatiron; 928 Broadway-between 21st and 22nd Sts;928 Broadway;New York;NY;Italian;;
Bar Veloce;Chelsea;;;;;;;;Bar Veloce;Chelsea; 176 Seventh Ave-between 20th and 21st Sts;176 7th Ave;New York;NY;Italian;;
Barbarini Alimentari;Financial/Battery Pk;;;;;;;;Barbarini Alimentari;Financial District; 225 Front St-between Beekman St and Peck Slip;225 Front St;New York;NY;Italian;;
Barna;Gramercy;;;;;;;;Barna;Gramercy/Flatiron; 365 Park Ave South-at 26th St;365 Park Ave S;New York;NY;Spanish;;
Basta Pasta;Chelsea;;;;;;;;Basta Pasta;Chelsea; 37 W 17th St-between Fifth and Sixth Aves;37 W 17th St;New York;NY;Italian;;
Belcourt;East Village;;;;;;;;Belcourt;East Village; 84 E 4th St-at Second Ave;84 E 4th St;New York;NY;Mediterranean;;
Bistro Desaret;Midtown East;;;;;;;;Bistro Desaret;Midtown East; 227 E 56th St-between Second and Third Aves;227 E 56th St;New York;NY;French;;
Bistro Le Steak;Upper East Side;;;;;;;;Bistro Le Steak;Upper East Side; 1309 Third Ave-at 75th St;1309 3rd Ave;New York;NY;French;;
Bistro Ten 18;Upper W. Side;;nan;;;;;;Bistro Ten 18;Upper West Side; 1018 Amsterdam Ave-at 110th St;1018 Amsterdam Ave;New York;NY;American;;
Bistro Ten 18;Upper W. Side;1018 Amsterdam Ave;1018 Amsterdam Ave;New York;NY;;$$;American;Bistro Ten 18;Upper West Side; 1018 Amsterdam Ave-at 110th St;1018 Amsterdam Ave;New York;NY;American;;
Bistrouge;East Village;;;;;;;;Bistrouge;East Village; 432 E 13th St-between First Ave and Ave A;432 E 13th St;New York;NY;Eclectic;;
Bocca di Bacco;Midtown West;;;;;;;;Bocca di Bacco;Midtown West; 828 Ninth Ave-between 54th and 55th Sts;828 9th Ave;New York;NY;Italian;;
Bongo;Chelsea;;;;;;;;Bongo;Chelsea; 299 Tenth Ave-between 27th and 28th Sts;299 10th Ave;New York;NY;Seafood;;
Brasserie 360;Upper East Side;;;;;;;;Brasserie 360;Upper East Side; 200 E 60th St-at Third Ave;200 E 60th St;New York;NY;French;;
Brasserie 52;Midtown West;;772 Ninth Ave btwn 51st and 52nd Sts;;;;;;Brasserie 52;Midtown West; 772 Ninth Ave-between 51st and 52nd Sts;772 9th Ave;New York;NY;French;;
Brasserie 52;Midtown West;9 W 57th St;772 Ninth Ave btwn 51st and 52nd Sts;New York;NY;;$$$$;French;Brasserie 52;Midtown West; 772 Ninth Ave-between 51st and 52nd Sts;772 9th Ave;New York;NY;French;;
Brasserie 52;Midtown West;;772 Ninth Ave btwn 51st and 52nd Sts;;;;;;Brasserie 52;Midtown West; 772 Ninth Ave-between 51st and 52nd Sts;772 9th Ave;New York;NY;French;;
Bruschetteria;Lower East Side;;;;;;;;Bruschetteria;Lower East Side; 92 Rivington St-between Ludlow and Orchard Sts;92 Rivington St;New York;NY;Cafés;;
Bubby’s;Tribeca;;;;;;;;Bubby’s;Tribeca; 120 Hudson St-at North Moore St;120 Hudson St;New York;NY;American;;
Butcher Bay;East Village;415 Lafayette St;511 E 5th St btwn Avenues A and B;New York;NY;;$$$;American;Butcher Bay;East Village; 511E 5th St-between Aves A and B;511E 5th St;New York;NY;American Regional;;
Buzina Pop;Upper East Side;;;;;;;;Buzina Pop;Upper East Side; 1022A Lexington Ave-at 73rd St;1022A Lexington Ave;New York;NY;Brazilian;;
Cabo Rojo;Chelsea;;;;;;;;Cabo Rojo;Chelsea; 254 Tenth Ave-between 24th and 25th Sts;254 10th Ave;New York;NY;Caribbean: Puerto Rican;;
Cafe Edison;Midtown West;;;;;;;;Cafe Edison;Midtown West;Hotel Edison -228 W 47th Stbetween Broadway and Eighth Ave;;New York;NY;American;;
Cafetasia;Greenwich Village;;;;;;;;Cafetasia;Greenwich Village; 38 E 8th St-between Greene St and University Pl;38 E 8th St;New York;NY;Asian: Pan-Asian;;
Café Condesa;West Village;;;;;;;;Café Condesa;West Village; 183 W 10th St-at W 4th St;183 W 10th St;New York;NY;American Creative;;
Café Grumpy;Chelsea;;;;;;;;Café Grumpy;Chelsea; 224 W 20th St-between Seventh and Eighth Aves;224 W 20th St;New York;NY;Cafés & diners;;
Café Loup;West Village;;;;;;;;Café Loup;West Village;105 W 13th St.;105 W 13th St;New York;NY;;;
Café Luxembourg;Upper West Side;;;;;;;;Café Luxembourg;Upper West Side; 200 W 70th St-between Amsterdam and West End Aves;200 W 70th St;New York;NY;French;;
Café Noir;Soho;;;;;;;;Café Noir;Soho; 32 Grand St-at Thompson St;32 Grand St;New York;NY;Mediterranean;;
Café Pierre;Upper East Side;;;;;;;;Café Pierre;Upper East Side;2 East 61st Street;2 E 61st St;New York;NY;;;slated to reopen in 2009)
Café Select;Soho;;;;;;;;Café Select;Soho; 212 Lafayette St-between Broome and Spring Sts;212 Lafayette St;New York;NY;Eclectic;;
Café Spice;Midtown East;;;;;;;;Café Spice;Midtown West; 54 W 55th St-between Fifth and Sixth Aves;54 W 55th St;New York;NY;Indian;;
Café d'Alsace;Upper East Side;;;;;;;;Café d'Alsace;Upper East Side; 1695 Second Ave-at 88th St;1695 2nd Ave;New York;NY;French;;
Café de Bruxelles;West Village;;;;;;;;Café de Bruxelles;West Village; 118 Greenwich Ave-at 13th St;118 Greenwich Ave;New York;NY;Belgian;;
Café des Artistes;Upper West Side;;;;;;;;Café des Artistes;Upper West Side; 1 W 67th St-between Central Park West and Columbus Ave;1 W 67th St;New York;NY;French;;
Café du Soleil;Upper West Side;;;;;;;;Café du Soleil;Upper West Side; 2723 Broadway-between 104th and 105th Sts;2723 Broadway;New York;NY;French;;
Calexico;Soho;;;;;;;;Calexico;Soho; Wooster St-at Prince St;Wooster St;New York;NY;Mexican;;
Campo;Upper West Side;;;;;;;;Campo;Upper West Side; 2888 Broadway-between 112th and 113th Sts;2888 Broadway;New York;NY;Italian;;
Casa Havana;Chelsea;;;;;;;;Casa Havana;Chelsea; 188 Eighth Ave-between 19th and 20th Sts;188 8th Ave;New York;NY;Caribbean: Cuban;;
Casanis;Lower East Side;;;;;;;;Casanis;Lower East Side; 81 Ludlow St-at Broome St;81 Ludlow St;New York;NY;French;;
Cascina;Midtown West;;;;;;;;Cascina;Midtown West; 647 Ninth Ave-between 45th and 46th Sts;647 9th Ave;New York;NY;Italian;;
Chickpea;East Village;;;;;;;;Chickpea;East Village; 23 Third Ave-at St. Mark?s Pl;23 3rd Ave;New York;NY;Kosher;;
Churrascaria Plataforma;Midtown West;316 W 49th Street;316 W 49th St;New York;NY;;$$$;South American;Churrascaria Plataforma;Midtown West;Belvedere Hotel -316 W 49th Stbetween Eighth and Ninth Aves;;New York;NY;Brazilian;;
Co.;Chelsea;230 9th Ave btwn 24th and 25th Sts;230 9th Ave btwn 24th and 25th Sts;;;;;;Co.;Chelsea; 230 Ninth Ave-at 24th St;230 9th Ave;New York;NY;Italian;;
Commerce;West Village;;;;;;;;Commerce;West Village; 50 Commerce St-at Barrow St;50 Commerce St;New York;NY;American;;
Copper Chimney;Gramercy;;;;;;;;Copper Chimney;Gramercy/Flatiron; 126 E 28th St-between Park and Lexington Aves;126 E 28th St;New York;NY;Indian;;
Corio;Soho;;;;;;;;Corio;Soho; 337A West Broadway-at Grand St;337 W Broadway;New York;NY;Mediterranean;;
Corton;Tribeca;;;;;;;;Corton;Tribeca; 239 West Broadway-between Walker and White Sts;239 W Broadway;New York;NY;French;;
Country;Gramercy / Flatiron;90 Madison Ave, 2nd Fl;90 Madison Ave 2nd Fl;New York;NY;;$$$$;American;Country;Gramercy/Flatiron;Carlton Hotel -90 Madison Aveat 29th St;;New York;NY;American Creative;;
Curly's Vegetarian Lunch;East Village;;;;;;;;Curly's Vegetarian Lunch;East Village;328 E 14th St-Btwn 1st & 2nd Ave;328 E 14th St;New York;NY;;;Vegetarian & Organic
Curry Leaf;Gramercy;;;;;;;;Curry Leaf;Gramercy/Flatiron; 99 Lexington Ave-at 27th St;99 Lexington Ave;New York;NY;Indian;;
Curry-Ya;East Village;214 East 10th St btwn 1st and 2nd Aves;214 East 10th St btwn 1st and 2nd Aves;;;;;;Curry-Ya;East Village; 214 E 10th St-between First and Second Aves;214 E 10th St;New York;NY;Japanese;;
DB Bistro Moderne;Midtown West;;;;;;;;DB Bistro Moderne;Midtown West; 55 W 44th St-between Fifth and Sixth Aves;55 W 44th St;New York;NY;French;;
Danku;Midtown West;;;;;;;;Danku;Midtown West; 47 W 57th St-between Fifth and Sixth Aves;47 W 57th St;New York;NY;Eclectic;;
De Santos;Greenwich Village;139 W 10th St btwn 5th and 6th Aves;6th Ave;;;;;;De Santos;Greenwich Village; 139 W 10th St-between Greenwich Ave and Waverly Pl;139 W 10th St;New York;NY;Italian;;
Dirt Candy;East Village;;;;;;;;Dirt Candy;East Village; 430 E 9th St-between First Ave and Ave A;430 E 9th St;New York;NY;Vegetarian & Organic;;
District;Midtown West;;;;;;;;District;Midtown West;The Muse -130 W 46th Stbetween Sixth and Seventh Aves;;New York;NY;American;;
DoSirak;Greenwich Village;30 E 13th St btwn Fifth Ave and...;30 E 13th St;;;;;;DoSirak;Greenwich Village; 30 E 13th St-between Fifth Ave and University Pl;30 E 13th St;New York;NY;Korean;;
Doma;West Village;;;;;;;;Doma;West Village;17 Perry St-At 7th Ave S;17 Perry St;New York;NY;;;Cafés
Donut Pub;Chelsea;;;;;;;;Donut Pub;Chelsea; 203 W 14th St-at Seventh Ave;203 W 14th St;New York;NY;Cafés & diners;;
Double Crown;East Village;;;;;;;;Double Crown;East Village; 316 Bowery-at Bleecker St;316 Bowery;New York;NY;Australian & New Zealand;;
Dovetail;Upper West Side;;;;;;;;Dovetail;Upper West Side; 103 W 77th St-at Columbus Ave;103 W 77th St;New York;NY;American;;
Druids;Midtown West;;;;;;;;Druids;Midtown West; 736 Tenth Ave-between 50th and 51st Sts;736 Amsterdam Ave;New York;NY;American;;
Dumpling Man;East Village;;;;;;;;Dumpling Man;East Village; 100 St Marks Pl-between First Ave and Ave A;100 St Marks Pl;New York;NY;Asian: Pan-Asian;;
EN Japanese Brasserie;West Village;;;;;;;;EN Japanese Brasserie;West Village; 435 Hudson St-at Leroy St;435 Hudson St;New York;NY;Japanese;;
EN Japanese Brasserie;Greenwich Village;435 Hudson St at Leroy St;435 Hudson St;;;;;;EN Japanese Brasserie;West Village; 435 Hudson St-at Leroy St;435 Hudson St;New York;NY;Japanese;;
Eat-pisode;Lower East Side;;;;;;;;Eat-pisode;Lower East Side; 123 Ludlow St-between Delancey and Rivington Sts;123 Ludlow St;New York;NY;Thai;;
El Centro;Midtown West;;;;;;;;El Centro;Midtown West; 824 Ninth Ave-at 54th St;824 9th Ave;New York;NY;Mexican;;
El Cocotero;Chelsea;;;;;;;;El Cocotero;Chelsea; 228 W 18th St-between Seventh and Eighth Aves;228 W 18th St;New York;NY;Latin American: Venezuelan;;
El Paso Taqueria;Upper East Side;1642 Lexington Ave btwn 103rd and 104th...;W 104th St;;;;;;El Paso Taqueria;Upper East Side; 64 E 97th St-between Madison and Park Aves;64 E 97th St;New York;NY;Mexican;;
El Quinto Pino;Chelsea;;;;;;;;El Quinto Pino;Chelsea; 401 W 24th St-at Ninth Ave;401 W 24th St;New York;NY;Spanish;;
Elettaria;Greenwich Village;33 W 8th St at MacDougal St;33 W 8th St;;;;;;Elettaria;Greenwich Village; 33 W 8th St-between Fifth and Sixth Aves;33 W 8th St;New York;NY;Eclectic;;
Empanada Mama;Midtown West;;;;;;;;Empanada Mama;Midtown West; 793 Ninth Ave-at 51st St;793 9th Ave;New York;NY;Latin American;;
Empire Diner;Chelsea;;;;;;;;Empire Diner;Chelsea; 210 Tenth Ave-at 22nd St;210 Amsterdam Ave;New York;NY;Cafés & diners;;
Etcetera Etcetera;Midtown West;;;;;;;;Etcetera Etcetera;Midtown West; 352 W 44th St-between Eighth and Ninth Aves;352 W 44th St;New York;NY;Mediterranean;;
Etcetera Etcetera;Theater District;352 W 44th St;352 W 44th St;New York;NY;;$;Italian;Etcetera Etcetera;Midtown West; 352 W 44th St-between Eighth and Ninth Aves;352 W 44th St;New York;NY;Mediterranean;;
Ethos;Midtown East;495 Third Ave btwn 33rd and 34th Sts;W 34th St;;;;;;Ethos;Midtown East; 495 Third Ave-between 33rd and 34th Sts;495 3rd Ave;New York;NY;Greek;;
Etrusca;Midtown West;;;;;;;;Etrusca;Midtown West;Hilton Towers -125 W 53rd Stbetween Sixth and Seventh Aves;;New York;NY;Italian;;
F. Illi Ponte Ristorante;Tribeca;;;;;;;;F. Illi Ponte Ristorante;Tribeca;39 Desbrosses St-At Washington St;39 Desbrosses St;New York;NY;;;Italian
Fiorini;Midtown East;;;;;;;;Fiorini;Midtown East; 209 E 56th St-between Second and Third Aves;209 E 56th St;New York;NY;Italian;;
First Hungarian Literary Society;Upper East Side;;;;;;;;First Hungarian Literary Society;Upper East Side;323 E 79th St -between First and Second Avessecond floor;;New York;NY;Eastern European;;
Flex Mussels;Upper East Side;;;;;;;;Flex Mussels;Upper East Side; 174 E 82nd St-between Lexington and Third Aves;174 E 82nd St;New York;NY;Eclectic;;
FreeFoods NYC;Midtown West;;;;;;;;FreeFoods NYC;Midtown West; 18 W 45th St-between Fifth and Sixth Aves;18 W 45th St;New York;NY;Cafés & diners;;
Friend House 2;East Village;;nan;;;;;;Friend House 2;East Village; 225 E 14th St-between Second and Third Aves;225 E 14th St;New York;NY;Thai;;
Fuleen Seafood Restaurant;Chinatown;;;;;;;;Fuleen Seafood Restaurant;Chinatown/Little Italy;11 Division St;11 Division St;New York;NY;;;Chinese
Funayama;West Village;;;;;;;;Funayama;West Village; 24 Greenwich Ave-between Charles and W 10th Sts;24 Greenwich Ave;New York;NY;Japanese;;
Gaam;Midtown West;;;;;;;;Gaam;Midtown West;11 W 30th St-Btwn 5th Ave & Bway;11 W 30th St;New York;NY;;;Indian
Galanga;Greenwich Village;;;;;;;;Galanga;Greenwich Village; 149 W 4th St-between Sixth Ave and MacDougal St;149 West 4th Street;New York;NY;Thai;;
Gemma;East Village;;;;;;;;Gemma;East Village;The Bowery Hotel -335 Boweryat 3rd St;;New York;NY;Italian;;
Georgia's Eastside BBQ;Lower East Side;;;;;;;;Georgia's Eastside BBQ;Lower East Side;192 Orchard St-Btwn Houston & Stanton St;192 Orchard St;New York;NY;;;Barbeque
Giano;East Village;;;;;;;;Giano;East Village; 126 E 7th St-between First Ave and Ave A;126 E 7th St;New York;NY;Italian;;
Gilt;Midtown East;;;;;;;;Gilt;Midtown East; 455 Madison Ave-between 50th and 51st Sts;455 Madison Ave;New York;NY;Eclectic;;
Gold St.;Financial/Battery Pk;;;;;;;;Gold St.;Financial District;2 Gold St-At Platt St;2 Gold St;New York;NY;;;Cafés & diners
Gottino;West Village;;;;;;;;Gottino;West Village; 52 Greenwich Ave-between Charles and Perry Sts;52 Greenwich Ave;New York;NY;Italian;;
Graffiti;East Village;;;;;;;;Graffiti;East Village; 224 E 10th St-between First and Second Aves;224 E 10th St;New York;NY;Eclectic;;
Grand Sichuan;Chinatown;;;;;;;;Grand Sichuan;Chinatown/Little Italy; 125 Canal St-between Bowery and Chrystie St;125 Canal St;New York;NY;Chinese;;
Grom;Upper West Side;;;;;;;;Grom;Upper West Side; 2165 Broadway-between 76th and 77th Sts;2165 Broadway;New York;NY;Italian;;
Grotto;Lower East Side;;;;;;;;Grotto;Lower East Side; 100 Forsyth St-between Broome and Grand Sts;100 Forsyth St;New York;NY;Italian;;
Guantanamera;Midtown West;;;;;;;;Guantanamera;Midtown West; 939 Eighth Ave-between 55th and 56 Sts;939 8th Ave;New York;NY;Latin American;;
Han Bat;Midtown West;;;;;;;;Han Bat;Midtown West; 53 W 35th St-between Fifth and Sixth Aves;53 W 35th St;New York;NY;Korean;;
Haru;Upper E. Side;433 Amsterdam Ave;433 Amsterdam Ave;New York;NY;;$$;Japanese;Haru;Upper East Side; 1329 Third Ave-at 76th St;1329 3rd Ave;New York;NY;Japanese;;
Haru;Upper East Side;433 Amsterdam Ave;433 Amsterdam Ave;New York;NY;;$$;Japanese;Haru;Upper East Side; 1329 Third Ave-at 76th St;1329 3rd Ave;New York;NY;Japanese;;
Haru;Upper East Side;;nan;;;;;;Haru;Upper East Side; 1329 Third Ave-at 76th St;1329 3rd Ave;New York;NY;Japanese;;
Hi-Life Restaurant & Lounge;Upper East Side;;;;;;;;Hi-Life Restaurant & Lounge;Upper East Side; 1503 Second Ave-at 78th St;1503 2nd Ave;New York;NY;American;;
Hoi An;Tribeca;;;;;;;;Hoi An;Tribeca; 135 West Broadway-between Duane and Thomas Sts;135 W Broadway;New York;NY;Vietnamese;;
I Tre Merli Bistro;West Village;;;;;;;;I Tre Merli Bistro;West Village; 183 W 10th St-at W 4th St;183 W 10th St;New York;NY;Italian;;
Il Giglio;Financial/Battery Pk;;;;;;;;Il Giglio;Financial District; 81 Warren St-between Greenwich St and West Broadway;81 Warren St;New York;NY;Italian;;
Il Giglio;TriBeCa/SoHo;81 Warren St;81 Warren St;New York;NY;;$$$$;Italian;Il Giglio;Financial District; 81 Warren St-between Greenwich St and West Broadway;81 Warren St;New York;NY;Italian;;
Indigo Indian Bistro;Midtown East;;;;;;;;Indigo Indian Bistro;Midtown East; 357 E 50th St-between First and Second Aves;357 E 50th St;New York;NY;Indian;;
Islero;Midtown East;;;;;;;;Islero;Midtown East; 247 E 50th St-between Second and Third Aves;247 E 50th St;New York;NY;Spanish;;
Itzocan Cafe;East Village;;;;;;;;Itzocan Cafe;East Village;438 E 9th St-Btwn 1st Ave & Ave A;438 E 9th St;New York;NY;;;Mexican
Izakaya Ten;Chelsea;;;;;;;;Izakaya Ten;Chelsea; 207 Tenth Ave-between 22nd and 23rd Sts;207 10th Ave;New York;NY;Japanese;;
Jack’s Luxury Oyster Bar;East Village;;;;;;;;Jack’s Luxury Oyster Bar;East Village; 101 Second Ave-at 6th St;101 2nd Ave;New York;NY;Seafood;;
Japonais;Gramercy;;;;;;;;Japonais;Gramercy/Flatiron; 111 E 18th St-between Park Avenue South and Irving Pl;111 E 18th St;New York;NY;Japanese;;
Jimmy's No. 43;East Village;;;;;;;;Jimmy's No. 43;East Village;43 E 7th St.;43 E 7th St;New York;NY;;;
Juan Valdez Café;Midtown East;;;;;;;;Juan Valdez Café;Midtown East; 1451 Broadway-at W 41st St;1451 Broadway;New York;NY;Cafés;;
Jubilee;Midtown East;;;;;;;;Jubilee;Midtown East; 347 E 54th St-between First and Second Aves;347 E 54th St;New York;NY;French;;
Kenka;East Village;;;;;;;;Kenka;East Village; 25 St. Marks Pl-between Second and Third Aves;25 St Marks Pl;New York;NY;Japanese;;
Kingswood;Greenwich Village;121 W 10th St btwn Greenwich and 6th...;121 W 10th St;;;;;;Kingswood;Greenwich Village; 121 W 10th St-between Greenwich and Sixth Aves;121 W 10th St;New York;NY;Australian & New Zealand;;
Kitchen Club;Nolita;;;;;;;;Kitchen Club;Nolita;30 Prince St.;Little Cupcake Bakeshop (Meeting Place);New York;NY;;;
Kión;East Village;;;;;;;;Kión;East Village; 509 E 6th St-between Aves A and B;509 E 6th St;New York;NY;Eclectic;;
Ko Sushi;Upper East Side;;;;;;;;Ko Sushi;Upper East Side; 1329 Second Ave-at 70th St;1329 2nd Ave;New York;NY;Japanese;;
Korea Palace;Midtown East;;;;;;;;Korea Palace;Midtown East; 127 E 54th St-between Park and Lexington Aves;127 E 54th St;New York;NY;Korean;;
Korean Temple Cuisine;East Village;;;;;;;;Korean Temple Cuisine;East Village;81 St. Marks Pl.;81 St Marks Pl;New York;NY;;;
Krunch Pizza Bar;Midtown East;;;;;;;;Krunch Pizza Bar;Midtown East; 980 Second Ave-between 51st and 52nd Sts;980 2nd Ave;New York;NY;Italian;;
Kurve;East Village;;;;;;;;Kurve;East Village; 87 Second Ave-at 5th St;87 2nd Ave;New York;NY;Asian: Pan-Asian;;
KushiQ;Midtown East;;;;;;;;KushiQ;Midtown East; 723 3rd Ave-between 45th & 46th Sts;723 3rd Ave;New York;NY;Japanese;;
Kyotofu;Midtown West;;;;;;;;Kyotofu;Midtown West; 705 Ninth Ave-between 48th and 49th Sts;705 9th Ave;New York;NY;Cafés & diners;;
La Bonbonniere;West Village;;;;;;;;La Bonbonniere;West Village; 28 Eighth Ave-between 12th and Jane Sts;28 8th Ave;New York;NY;French;;
La Carne Grill;Midtown East;;;;;;;;La Carne Grill;Midtown East; 340 Lexington Ave-between 39th and 40th Sts;340 Lexington Ave;New York;NY;Kosher;;
La Colombe Torrefaction;Tribeca;;;;;;;;La Colombe Torrefaction;Tribeca; 319 Church St-at Lispenard St;319 Church St;New York;NY;Cafés & diners;;
La Fonda Boricua;Upper East Side;;;;;;;;La Fonda Boricua;Upper East Side; 169 E 106th St-between Lexington and Third Aves;169 E 106th St;New York;NY;Caribbean: Puerto Rican;;
La Gioconda;Midtown East;;;;;;;;La Gioconda;Midtown East; 226 E 53rd St-between Second and Third Aves;226 E 53rd St;New York;NY;Italian;;
La Masseria;Midtown West;;nan;;;;;;La Masseria;Midtown West; 235 W 48th St-between Broadway and Eighth Ave;235 W 48th St;New York;NY;Italian;;
La Rural;Upper West Side;;;;;;;;La Rural;Upper West Side;768 Amsterdam Ave-Btwn 97th & 98th St;768 Amsterdam Ave;New York;NY;;;Argentine
La Zarza;East Village;;;;;;;;La Zarza;East Village; 166 First Ave-between 10th and 11th Sts;166 1st Avenue;New York;NY;Spanish;;
Landmark Tavern;Midtown West;;;;;;;;Landmark Tavern;Midtown West; 626 Eleventh Ave-at 46th St;626 11th Ave;New York;NY;American;;
Lassi;West Village;;;;;;;;Lassi;West Village; 28 Greenwich Ave-between Charles and 10th Sts;28 Greenwich Ave;New York;NY;Indian;;
Lassi;Greenwich Village;28 Greenwich Ave at Charles St;28 Greenwich Ave;;;;;;Lassi;West Village; 28 Greenwich Ave-between Charles and 10th Sts;28 Greenwich Ave;New York;NY;Indian;;
Le Cirque;Midtown East;;;;;;;;Le Cirque;Midtown East; 151 E 58th St-between Lexington and Third Aves;151 E 58th St;New York;NY;French;;
Le Lupanar;Lower East Side;;;;;;;;Le Lupanar;Lower East Side; 103 Essex St-between Rivington and Delancey Sts;103 Essex St;New York;NY;French;;
Le Marais;Midtown West;403 W 43rd Street;403 W 43rd St;New York;NY;;$$$;French;Le Marais;Midtown West; 150 W 46th St-between Sixth and Seventh Aves;150 W 46th St;New York;NY;Kosher;;
Le Père Pinard;Lower East Side;;;;;;;;Le Père Pinard;Lower East Side; 175 Ludlow St-between Houston and Stanton Sts;175 Ludlow St;New York;NY;French;;
Le Périgord;Midtown East;;;;;;;;Le Périgord;Midtown East; 405 E 52nd St-between First Ave and FDR Drive;405 E 52nd St;New York;NY;French;;
Le Singe Vert;Chelsea;;;;;;;;Le Singe Vert;Chelsea; 160 Seventh Ave-between 19th and 20th Sts;160 7th Ave;New York;NY;French;;
Lexington Candy Shop;Upper East Side;;;;;;;;Lexington Candy Shop;Upper East Side; 1226 Lexington Ave-at 83rd St;1226 Lexington Ave;New York;NY;Cafés & diners;;
Li Hua;Chinatown;;;;;;;;Li Hua;Chinatown/Little Italy;171 Grand St-At Baxter St;171 Grand St;New York;NY;;;Korean
Los Dados;Meatpacking District;;;;;;;;Los Dados;Meatpacking District; 73 Gansevoort St-at Washington St;73 Gansevoort St;New York;NY;Mexican;;
Lunetta;Gramercy / Flatiron;;;;;;;;Lunetta;Gramercy/Flatiron; 920 Broadway-at 21st St;920 Broadway;New York;NY;Italian;;
L’Artusi;West Village;;;;;;;;L’Artusi;West Village; 228 W 10th St-between Bleecker and Hudson Sts;228 W 10th St;New York;NY;Italian;;
Macondo;Lower East Side;157 E Houston St btwn Eldridge and...;157 E Houston St;;;;;;Macondo;Lower East Side; 157 E Houston St-between Allen and Eldridge Sts;157 E Houston St;New York;NY;Latin American;;
Madison & Vine;Midtown East;;;;;;;;Madison & Vine;Midtown East; 299 Madison Ave-at 41st St;299 Madison Ave;New York;NY;American;;
Madras Mahal;Gramercy;;;;;;;;Madras Mahal;Gramercy/Flatiron; 104 Lexington Ave-between 27th and 28th Sts;104 Lexington Ave;New York;NY;Indian;;
Mamá Mexico;Upper West Side;;;;;;;;Mamá Mexico;Upper West Side; 2672 Broadway-between 101st and 102nd Sts;2672 Broadway;New York;NY;Mexican;;
Mangia e Bevi;Midtown West;50 W 57th St Fl 1;50 W 57th St Fl 1;New York;NY;;$;Italian;Mangia e Bevi;Midtown West; 800 Ninth Ave-at 53rd St;800 9th Ave;New York;NY;Italian;;
Mangia e Bevi;Midtown West;;nan;;;;;;Mangia e Bevi;Midtown West; 800 Ninth Ave-at 53rd St;800 9th Ave;New York;NY;Italian;;
Mara’s Homemade;East Village;;;;;;;;Mara’s Homemade;East Village; 342 E 6th St-between First and Second Aves;342 E 6th St;New York;NY;American Regional;;
Mardigras Pizza;Financial/Battery Pk;;;;;;;;Mardigras Pizza;Financial District;3-7 Maiden Lane-Btwn Nassau & Willian St;3 Maiden Ln;New York;NY;;;American Regional
Margon;Midtown West;;;;;;;;Margon;Midtown West; 136 W 46th St-between Sixth and Seventh Aves;136 W 46th St;New York;NY;Caribbean;;
Masala Bollywood;Gramercy;;;;;;;;Masala Bollywood;Gramercy/Flatiron;108 Lexington Avenue;108 Lexington Ave;New York;NY;;;Indian
Matador;West Village;;;;;;;;Matador;West Village; 57 Greenwich Ave-between Perry and Charles Sts;57 Greenwich Ave;New York;NY;Spanish;;
