level_0;level_1;ristorante;indirizzo;Score;restaurant_x;address_x;addressGoogle_x;country_x;neighborhood_x;type_x;phone_x;restaurant_y;address_y;addressGoogle_y;country_y;neighborhood_y;type_y;phone_y
14032;550;0,880;1;1,880;Cha-An;230 E 9th St.;230 E 9th St;New York;East Village;;;Cha-An Tea Room; 230 East 9th St-between Second and Third Aves;230 E 9th St;New York;East Village;Cafés & diners;(212-228-8030)
14033;12857;0,967;1;1,967;Charles' Southern Style Kitchen;2839 Eighth Ave.;2839 Frederick Douglass Blvd;New York;Harlem;;;Charles' Southern-Style Kitchen;2839 8th Avenue;2839 Frederick Douglass Blvd;New York, NY, 10039;;;
14041;4457;0,986;1;1,986;Coppola's East;378 3rd Ave.;378 3rd Ave;New York;Murray Hill;;;Coppolas East;378 3rd Ave;378 3rd Ave;New York;;;
14042;9141;0,938;1;1,938;Corner Shop;643 Broadway;643 Broadway;New York;Greenwich Village;;;Corner Shop Cafe;643 Broadway-At Bleecker St;643 Broadway;;;;
14043;660;0,918;1;1,918;Crave on 42nd;650 West 42nd St.;650 W 42nd St;New York;West 40s;;;Crave on 42nd (CLOSED); 650 W 42nd St-between Eleventh and Twelfth Aves;650 W 42nd St;New York;Midtown West;American;(212-564-9588)
14043;9165;0,923;1;1,923;Crave on 42nd;650 West 42nd St.;650 W 42nd St;New York;West 40s;;;Crave on;42nd (CLOSED)650 W 42nd St-;650 W 42nd St;;;;
14055;4592;0,900;1;1,900;Delicia Brazil Restaurant;322 W 11th St.;322 W 11th St;New York;West Village;;;Delicia Restaurant;322 W 11th St;322 W 11th St;New York;;;
14060;4628;0,852;1;1,852;Dimple;11 W 30th St.;11 W 30th St;New York;Chelsea;;;Dimple Indian Fast Food;11 W 30th St;11 W 30th St;New York;;;
14062;753;0,883;1;1,883;Djerdan #3;221 W 38th St.;221 W 38th St;New York;Garment District;;;Djerdan Burek; 221 W 38th St-between Seventh and Eighth Aves;221 W 38th St;New York;Midtown West;Eastern European;(212-921-1183)
14063;4652;0,870;1;1,870;Dok Suni's;119 First Ave.;119 1st Avenue;New York;East Village;;;Dok Sunis Restaurant;119 1st Ave;119 1st Avenue;New York;;;
14063;9329;0,960;1;1,960;Dok Suni's;119 First Ave.;119 1st Avenue;New York;East Village;;;Dok Suni;119 1st Ave-Btwn 7th St & St Marks Pl;119 1st Avenue;;;;
14065;796;0,905;1;1,905;East of 8th;254 W 23rd St.;254 W 23rd St;New York;Chelsea;;;East of Eighth; 254 W 23rd St-between Seventh and Eighth Aves;254 W 23rd St;New York;Chelsea;American;(212-352-0075)
14066;12983;0,859;1;1,859;Ebisu;414 E 9th St.;414 E 9th St;New York;East Village;;;Ebisu Corporation;414 East 9TH Street;414 E 9th St;New York, NY, 10009;;;
14073;4852;0,967;1;1,967;Fagiolini Restaurant;334 Lexington Ave.;334 Lexington Ave;New York;Murray Hill;;;Fagiolini Restaurant Inc;334 Lexington Ave;334 Lexington Ave;New York;;;
14073;9529;0,890;1;1,890;Fagiolini Restaurant;334 Lexington Ave.;334 Lexington Ave;New York;Murray Hill;;;Fagiolini;334 Lexington Ave-At 39th St;334 Lexington Ave;;;;
14074;13014;0,884;1;1,884;Faicco's;260 Bleecker St.;260 Bleecker St;New York;West Village;;;Faicco's Pork Store;260 Bleecker Street;260 Bleecker St;New York, NY, 10014;;;
14087;9691;0,863;1;1,863;Galil;1252 Lexington Ave.;1252 Lexington Ave;New York;East 80s;;;Galil Restaurant;1252 Lexington Ave-Btwn 84th & 85th St;1252 Lexington Ave;;;;
14089;9706;0,882;1;1,882;Gauchas;1748 First Ave.;1748 1st Avenue;New York;East 90s;;;Gauchas Empanadas;1748 1st Ave-Btwn 90th & 91st St;1748 1st Avenue;;;;
14091;993;0,925;1;1,925;Go!Go!Curry;273 West 38th St.;273 W 38th St;New York;Garment District;;;GoGo Curry; 273 W 38th St-between Seventh and Eighth Aves;273 W 38th St;New York;Gramercy/Flatiron;Japanese;(212-730-5555)
14107;9956;0,890;1;1,890;Hsin Wong;72 Bayard St.;72 Bayard St;New York;Chinatown;;;Hsin Wong Restaurant;72 Bayard St-At Mott St;72 Bayard St;;;;
14110;13183;0,953;1;1,953;Jacques-Imo's;366 Columbus Ave.;366 Columbus Ave;New York;West 70s;;;Jacques-Imo's NYC;366 Columbus Avenue;366 Columbus Ave;New York, NY, 10023;;;
14112;1180;0,836;1;1,836;Jaipur's Indian Cuisine;1007 2nd Ave.;1007 2nd Ave;New York;East 50s;;;Jaipur’s; 1007 Second Ave-between 53rd and 54th Sts;1007 2nd Ave;New York;Midtown East;Indian;(212-371-3330)
14118;5572;0,884;1;1,884;Justin's;31 W 21st St.;31 W 21st St;New York;Flatiron;;;Justin's Restaurant;31 W 21st;31 W 21st St;New York;;;
14121;10192;0,916;1;1,916;Katz's Deli;205 E Houston St.;205 E Houston St;New York;Lower East Side;;;Katz's Delicatessen;205 E Houston St-At Ludlow St;205 E Houston St;;;;
14122;1243;0,943;1;1,943;Kebab House #2;144 Orchard St.;144 Orchard St;New York;Lower East Side;;;Kebab House II; 144 Orchard St-at Rivington St;144 Orchard St;New York;Lower East Side;Middle Eastern;(212-477-5200)
14124;10201;0,893;1;1,893;Khushie;139 Essex St.;139 Essex St;New York;Lower East Side;;;Khushie Kitchen;139 Essex St-Btwn Rivington & Stanton St;139 Essex St;;;;
14127;1270;0,967;1;1,967;Knife & Fork;108 E. Fourth St.;108 E 4th St;New York;East Village;;;Knife + Fork; 108 E 4th St-between First and Second Aves;108 E 4th St;New York;East Village;Eclectic;(212-228-4885)
14130;1282;0,963;1;1,962;Koronet Pizza;2848 Broadway;2848 Broadway;New York;West 100s;;;Koronet Pizzeria; 2848 Broadway-between Cathedral Pkwy and 110th St;2848 Broadway;New York;Upper West Side;Italian: Pizza;(212-222-1566)
13242;1282;0,936;1;1,936;Koronet's Pizza;2848 Broadway;2848 Broadway;New York, NY, 10025;;;;Koronet Pizzeria; 2848 Broadway-between Cathedral Pkwy and 110th St;2848 Broadway;New York;Upper West Side;Italian: Pizza;(212-222-1566)
14133;8190;0,884;1;1,884;L'Impero;45 Tudor City Pl.;45 Tudor City Pl;New York;East 40s;;;L'Impero Restaurant;45 Tudor City Place;45 Tudor City Pl;;;;
14135;1306;0,981;1;1,981;La Cabana Salvadoreña;4384 Broadway;4384 Broadway;New York;Washington Heights;;;La Cabaña Salvadoreña; 4384 Broadway-between 187th and 188th Sts;4384 Broadway;New York;Washington Heights;Latin American: El Salvadoran;(212-928-7872)
14137;10283;0,980;1;1,980;La Casa de Los Tacos;2277 First Ave.;2277 1st Avenue;New York;East Harlem;;;La Casa de los Tacos;2277 1st Ave-At 117th St;2277 1st Avenue;;;;
14139;1332;0,857;1;1,857;La Palapa Cocina Mexicana;359 Sixth Ave.;359 6th Ave;New York;West Village;;;La Palapa Rockola; 359 Sixth Ave-between Washington Pl and W 4th St;359 6th Ave;New York;West Village;Mexican;(212-243-6870)
14140;10306;0,915;1;1,915;La Pizza Fresca;31 E 20th St.;31 E 20th St;New York;Flatiron;;;La Pizza Fresca Ristorante;31 E 20th St-Btwn Bway & Park Ave S;31 E 20th St;;;;
14143;1366;0,912;1;1,913;Le Jardin;25 Cleveland Pl.;25 Cleveland Pl;New York;Soho;;;Le Jardin Bistro; 25 Cleveland Pl-between Kenmare and Spring Sts;25 Cleveland Pl;New York;Chinatown/Little Italy;French;(212-343-9599)
14144;13288;0,914;1;1,914;Le Madeleine;403 W 43rd St.;403 W 43rd St;New York;West 40s;;;Le Madeleine (CLOSED);403 West 43rd Street;403 W 43rd St;New York, NY, 10036;;;
14153;1473;0,895;1;1,895;Malatesta;649 Washington St.;649 Washington St;New York;West Village;;;Malatesta Trattoria; 649 Washington St-at Christopher St;649 Washington St;New York;West Village;Italian;(212-741-1207)
14154;1478;0,887;1;1,887;Mamlouk;211 E. Fourth St.;211 E 4th St;New York;East Village;;;Mamlouk (CLOSED); 211 E 4th St-between Aves A and B;211 E 4th St;New York;East Village;Middle Eastern;(212-529-3477)
14157;1496;0,871;1;1,871;March;405 E 58th St.;405 E 58th St;New York;East 50s;;;March (CLOSED); 405 E 58th St-between First Ave and Sutton Pl;405 E 58th St;New York;Midtown East;American Creative;(212-754-6272)
14158;13341;0,887;1;1,887;Maremma;228 W 10th St.;228 W 10th St;New York;West Village;;;Maremma (CLOSED);228 West 10th Street;228 W 10th St;New York, NY, 10014;;;
14169;1645;0,856;1;1,856;Neptune Room;511 Amsterdam Ave.;511 Amsterdam Ave;New York;West 80s;;;Neptune Room Restaurant & Bait Bar (CLOSED); 511 Amsterdam Ave-at 84th St;511 Amsterdam Ave;New York;Upper West Side;Seafood;(212-496-4100)
14173;13426;0,987;1;1,987;New Naima Kada;124 Lexington Avenue;124 Lexington Ave;New York;Murray Hill;;;New Naimat Kada;124 Lexington Avenue;124 Lexington Ave;New York, NY, 10016;;;
14181;10945;0,850;1;1,850;Obika;590 Madison Ave.;590 Madison Ave;New York;East 50s;;;Obika Mozzarella Bar;590 Madison Ave-At 57th St;590 Madison Ave;;;;
14183;1726;0,920;1;1,920;Oms/B;156 E 45th St.;156 E 45th St;New York;East 40s;;;Oms/b; 156 E 45th St-between Lexington and Third Aves;156 E 45th St;New York;Midtown East;Japanese;(212-922-9788)
14184;13459;0,945;1;1,945;Once Upon A Tart;135 Sullivan St.;135 Sullivan St;New York;Soho;;;Once Upon A Tart . . .;135 Sullivan Street;135 Sullivan St;New York, NY, 10012;;;
14194;1766;0,900;1;1,900;Palacinka;28 Grand St.;28 Grand St;New York;Soho;;;Palacinka (CLOSED); 28 Grand St-between Sixth Ave and Thompson St;28 Grand St;New York;Soho;Cafés & diners;(212-625-0362)
14195;6620;0,907;1;1,907;Palm Restaurant;837 2nd Ave.;837 2nd Ave;New York;East 40s;;;Palm Restaurant Reservations;837 2nd Ave;837 2nd Ave;New York;;;
14200;11139;0,929;1;1,929;Pepe Giallo;253 10th Ave. Frnt;253 10th Ave;New York;Chelsea;;;Pepe Giallo To Go;253 10th Ave-At 25th St;253 10th Ave;;;;
14204;11167;0,900;1;1,900;Philly Slim's;789 9th Ave.;789 9th Ave;New York;West 50s;;;Philly Slim's Cheesesteaks;789 9th Ave-Btwn 52nd & 53rd St;789 9th Ave;;;;
14208;1880;0,932;1;1,932;Planet Thailand 212;30 W 24th St.;30 W 24th St;New York;Chelsea;;;Planethailand 212; 30 W 24th St-between Broadway and Sixth Ave;30 W 24th St;New York;Chelsea;Asian: Pan-Asian;(212-727-7026)
14214;13603;0,986;1;1,986;Rice 'N Beans;744 9th Ave.;744 9th Ave;New York;West 50s;;;Rice 'N' Beans;744 9th Avenue;744 9th Ave;New York, NY, 10019;;;
14216;1982;0,900;1;1,900;Roberto;741 Ninth Ave.;741 9th Ave;New York;West 50s;;;Roberto Passon; 741 Ninth Ave-at 50th St;741 9th Ave;New York;Midtown West;Italian;(212-582-5599)
14219;2028;0,886;1;1,886;Saigon Banh Mi Bakery;138 Mott St.;138 Mott St;New York;Chinatown;;;Saigon Bánh Mì; 138 Mott St-between Grand and Hester Sts;138 Mott St;New York;Chinatown/Little Italy;Thai;(212-941-1541)
14227;11695;0,875;1;1,875;Skyway;11 Allen St.;11 Allen St;New York;Lower East Side;;;Skyway Malaysian;11 Allen St-At Canal St;11 Allen St;;;;
14234;2230;0,838;1;1,838;Sukhadia's Gokul Indian Gourmet;17 W 45th St.;17 W 45th St;New York;West 40s;;;Sukhadia’s; 17 W 45th St-between Fifth and Sixth Aves;17 W 45th St;New York;Midtown West;Indian;(212-395-7300)
14235;2234;0,867;1;1,867;Sun Dou;214 Grand St.;214 Grand St;New York;Soho;;;Sun Dou Dumpling Shop; 214 Grand St-between Elizabeth and Mott Sts;214 Grand St;New York;Chinatown/Little Italy;Chinese;(212-965-9663)
14238;7379;0,884;1;1,884;Sushisay;38 E 51st St.;38 E 51st St;New York;East 50s;;;Sushisay Restaurant;38 E 51st St;38 E 51st St;New York;;;
14240;2278;0,867;1;1,867;Tabla Frankie Cart;11 Madison Ave.;11 Madison Ave;New York;Flatiron;;;Tabla Street Cart; 11 Madison Ave-at 25th St;11 Madison Ave;New York;Gramercy/Flatiron;Indian;(no phone)
14240;2277;0,877;1;1,877;Tabla Frankie Cart;11 Madison Ave.;11 Madison Ave;New York;Flatiron;;;Tabla Bread Bar; 11 Madison Ave-at 25th St;11 Madison Ave;New York;Gramercy/Flatiron;Indian;(212-889-0667)
14242;11937;0,937;1;1,937;Tamil Nadu Bhavan;102 Lexington Ave.;102 Lexington Ave;New York;Murray Hill;;;Tamilnadu Bhavan;102 Lexington Ave-At 27th St;102 Lexington Ave;;;;
14243;11950;0,914;1;1,914;Taqueria y Fonda;968 Amsterdam Ave.;968 Amsterdam Ave;New York;West 100s;;;Taqueria y Fonda la Mexicana;968 Amsterdam Ave-Btwn 107th & 108th St;968 Amsterdam Ave;;;;
14243;7459;0,895;1;1,895;Taqueria y Fonda;968 Amsterdam Ave.;968 Amsterdam Ave;New York;West 100s;;;Taqueria Y Fonda La Mexicana;968 Amsterdam Avenue;968 Amsterdam Ave;New York;;;
14244;2319;0,886;1;1,886;Telephone;149 2nd Ave.;149 2nd Ave;New York;East Village;;;Telephone Bar & Grill; 149 Second Ave-between 9th and 10th Sts;149 2nd Ave;New York;East Village;American;(212-529-5000)
7481;2319;0,964;1;1,964;Telephone Bar and Grill;149 2nd Ave;149 2nd Ave;New York;;;;Telephone Bar & Grill; 149 Second Ave-between 9th and 10th Sts;149 2nd Ave;New York;East Village;American;(212-529-5000)
14246;11997;0,950;1;1,950;Terry's Gourmet;575 Sixth Ave.;575 6th Ave;New York;Chelsea;;;Terry's Gourmet Deli;575 6th Ave-At 16th St;575 6th Ave;;;;
14247;2328;0,911;1;1,911;Texas Smokehouse BBQ;637 2nd Ave.;637 2nd Ave;New York;Murray Hill;;;Texas Smokehouse BBQ and Bourbon Bar; 637 Second Ave-between 34th and 35th Sts;637 2nd Ave;New York;Midtown East;Barbeque;(212-679-0868)
14248;2331;0,862;1;1,862;Thai So'n;89 Baxter St.;89 Baxter St;New York;Chinatown;;;Thai Son Restaurant; 89 Baxter St-between Bayard and Canal Sts;89 Baxter St;New York;Chinatown/Little Italy;Vietnamese;(212-732-2822)
7512;2331;0,864;1;1,864;Thai Son Vietnamese Rest;89 Baxter Street;89 Baxter St;New York;;;;Thai Son Restaurant; 89 Baxter St-between Bayard and Canal Sts;89 Baxter St;New York;Chinatown/Little Italy;Vietnamese;(212-732-2822)
14250;2344;0,939;1;1,939;The Cupping Room Cafe, Inc.;359 W. Broadway;359 W Broadway;New York;Soho;;;The Cupping Room Café; 359 West Broadway-between Broome and Grand Sts;359 W Broadway;New York;Soho;American;(212-925-2898)
14250;7521;0,956;1;1,956;The Cupping Room Cafe, Inc.;359 W. Broadway;359 W Broadway;New York;Soho;;;The Cupping Room Cafe;359 West Broadway;359 W Broadway;New York;;;
14251;2357;0,981;1;1,981;The Grey Dog's Coffee;33 Carmine St.;33 Carmine St;New York;West Village;;;The Grey Dog’s Coffee; 33 Carmine St-between Bedford and Bleecker Sts;33 Carmine St;New York;West Village;Cafés & diners;(212-462-0041)
14257;2479;0,869;1;1,869;Tulcingo Del Valle Grocery;665 Tenth Ave.;665 Amsterdam Ave;New York;West 40s;;;Tulcingo Del Valle Restaurant & Deli; 665 Tenth Ave-between 46th and 47th Sts;665 Amsterdam Ave;New York;Midtown West;Mexican;(212-262-5510)
14260;7726;0,858;1;1,858;Viceroy;160 8th Ave.;160 8th Ave;New York;Chelsea;;;Viceroy Restaurant & Bar;160 8th Avenue;160 8th Ave;New York;;;
14264;7783;0,957;1;1,957;Waverly Inn;16 Bank St.;16 Bank St;New York;West Village;;;Waverly Inn Ye;16 Bank St;16 Bank St;New York;;;
14265;7836;0,895;1;1,895;Wing Shoon;165 E Broadway;165 E Broadway;New York;Lower East Side;;;Wing Shoon Restaurant;165 E Broadway;165 E Broadway;New York;;;
14276;2661;0,893;1;1,893;wd-50;50 Clinton St.;50 Clinton St;New York;Lower East Side;;;wd~50; 50 Clinton St-between Rivington and Stanton Sts;50 Clinton St;New York;Lower East Side;American Creative;(212-477-2900)
29;28;0,964;1;1,964;99c Fresh Pizza; 569 Ninth Ave-at 41st St;569 9th Ave;New York;Midtown West;Italian;(212-268-1461);99? Fresh Pizza; 569 Ninth Ave-at 41st St;569 9th Ave;New York;Midtown West;Italian;(212-268-1461)
522;521;0,936;1;1,936;Casa la Femme North (CLOSED); 1076 First Ave-between 58th and 59th Sts;1076 1st Avenue;New York;Midtown East;Middle Eastern: Egyptian;(212-505-0005);Casa la Femme North; 1076 First Ave-between 58th and 59th Sts;1076 1st Avenue;New York;Midtown East;Middle Eastern: Egyptian;(212-505-0005)
644;643;0,980;1;1,980;Cornelia Street Café; 29 Cornelia St-between Bleecker and W 4th Sts;29 Cornelia St;New York;Greenwich Village;American;(212-989-9319);Cornelia Street Cafe; 29 Cornelia St-between Bleecker and W 4th Sts;29 Cornelia St;New York;West Village;American;(212-989-9319)
687;686;0,905;1;1,905;Da Silvano Bistecca; 260 Sixth Ave-between Bleecker and W Houston Sts;260 6th Ave;New York;Greenwich Village;Steakhouses;(212-844-0282);Da Silvano; 260 Sixth Ave-between Bleecker and Houston Sts;260 6th Ave;New York;Greenwich Village;Italian;(212-982-2343)
688;687;0,851;1;1,851;Da Silvano Next Door; 260 Sixth Ave-between Bleecker and Houston Sts;260 6th Ave;New York;Greenwich Village;Italian;(212-844-0282);Da Silvano Bistecca; 260 Sixth Ave-between Bleecker and W Houston Sts;260 6th Ave;New York;Greenwich Village;Steakhouses;(212-844-0282)
709;708;0,973;1;1,973;Dave & Buster’s; 234 W 42nd St-between Seventh and Eighth Aves;234 W 42nd St;New York;Midtown West;American;(646-495-2015);Dave & Buster's; 234 W 42nd St-between Seventh and Eighth Aves;234 W 42nd St;New York;Midtown West;American;
720;719;0,887;1;1,887;Deborah (CLOSED); 43 Carmine St-between Bedford and Bleecker Sts;43 Carmine St;New York;West Village;American;(212-242-2606);Deborah; 43 Carmine St-between Bedford and Bleecker Sts;43 Carmine St;New York;West Village;American;(212-242-2606)
933;932;0,936;1;1,936;Frederick’s on Madison; 768 Madison Ave-between 65th and 66th Sts;768 Madison Ave;New York;Upper East Side;French;(212-737-7300);Frederick’s Madison; 768 Madison Ave-between 65th and 66th Sts;768 Madison Ave;New York;Upper East Side;Mediterranean;(212-737-7300)
1025;1024;0,975;1;1,975;Great Jones Café; 54 Great Jones St-between Bowery and Lafayette St;54 Great Jones St;New York;East Village;American Regional;(212-674-9304);Great Jones Cafe; 54 Great Jones St-between Bowery and Lafayette St;54 Great Jones St;New York;East Village;American Regional;(212-674-9304)
1464;1463;0,918;1;1,918;Madaleine Mae (CLOSED); 461 Columbus Ave-at 82nd St;461 Columbus Ave;New York;Upper West Side;American;(212-496-3000);Madaleine Mae; 461 Columbus Ave-at 82nd St;461 Columbus Ave;New York;Upper West Side;American;(212-496-3000)
1486;1485;0,821;1;1,821;Mangez Express; 71–73 West Broadway-between Murray and Warren Sts;71 W Broadway;New York;Financial District;Vietnamese;(212-385-0008);Mangez Avec Moi; 71-73 West Broadway-between Murray Warren Sts;71 W Broadway;New York;Financial District;Vietnamese;(212-385-0008)
1553;1552;0,943;1;1,943;MetroCafé & Wine Bar; 32 E 21st St-between Broadway and Park Ave South;32 E 21st St;New York;Gramercy/Flatiron;American Creative;(212-353-0800);MetroCafe & Wine Bar; 32 E 21st St-between Broadway and Park Ave South;32 E 21st St;New York;Gramercy/Flatiron;American Creative;(212-353-0800)
2277;2276;0,867;1;1,867;Tabla Bread Bar; 11 Madison Ave-at 25th St;11 Madison Ave;New York;Gramercy/Flatiron;Indian;(212-889-0667);Tabla; 11 Madison Ave-at 25th St;11 Madison Ave;New York;Gramercy/Flatiron;Indian;(212-889-0667)
2382;2381;0,875;1;1,875;The Odeon Ice Cream Cart; 145 West Broadway-between Duane and Thomas Sts;145 W Broadway;New York;Tribeca;Cafés & diners;(no phone);The Odeon; 145 West Broadway-at Thomas St;145 W Broadway;New York;Tribeca;French;(212-233-0507)
2524;2523;0,867;1;1,867;Vespa Cibobuono; 1625 Second Ave-between 84th and 85th Sts;1625 2nd Ave;New York;Upper East Side;Italian;(212-472-2050);Vespa; 1625 Second Ave-between 84th and 85th Sts;1625 2nd Ave;New York;Upper East Side;Italian;(212-472-2050)
2553;2552;0,925;1;1,925;Waikiki Wally’s (CLOSED); 101 E 2nd St-at First Ave;101 E 2nd St;New York;East Village;Asian: Pan-Asian;(212-673-8908);Waikiki Wally’s; 101 E 2nd St-at First Ave;101 E 2nd St;New York;East Village;Asian: Pan-Asian;(212-673-8908)
2633;2632;0,821;1;1,821;Zereoué; 13 E 37th St-between Fifth and Madison Aves;13 E 37th St;New York;Midtown East;African: West African;(212-679-9355);Zereouè Restaurant & Bar; 13 East 37th St-between Fifth and Madison Aves;13 E 37th St;New York;Midtown East;African: West African;(212-679-9355)
2970;56;0,863;1;1,863;Agave Restaurant;140 7th Avenue;140 7th Ave;New York;;;;Agave; 140 Seventh Ave South-between Charles and W 10th Sts;140 7th Ave;New York;West Village;American Regional;(212-989-2100)
2985;60;0,846;1;1,846;Ajisai Japanese Restaurant;1466 1st Avenue Frnt;1466 1st Avenue;New York;;;;Ajisai; 1466 First Ave-between 76th and 77th Sts;1466 1st Avenue;New York;Upper East Side;Japanese;(212-717-5464)
2991;66;0,890;1;1,890;Al Bustan Restaurant;827 3rd Avenue;827 3rd Ave;New York;;;;Al Bustan; 827 Third Ave-between 50th and 51st Sts;827 3rd Ave;New York;Midtown East;Middle Eastern;(212-759-5933)
3010;3009;0,853;1;1,853;Aleo Restaurant;7 W 20th St;7 W 20th St;New York;;;;Aleo;7 W 20th St;7 W 20th St;New York;;;
3013;72;0,871;1;1,871;Alfama Restaurant;551 Hudson;551 Hudson St;New York;;;;Alfama; 551 Hudson St-at Perry St;551 Hudson St;New York;West Village;Portuguese;(212-645-2500)
3018;77;0,863;1;1,863;Alias Restaurant;76 Clinton Street;76 Clinton St;New York;;;;Alias; 76 Clinton St-at Rivington St;76 Clinton St;New York;Lower East Side;American Creative;(212-505-5011)
3045;89;0,853;1;1,853;Alta Restaurant;64 West 10th Street;64 W 10th St;New York;;;;Alta; 64 W 10th St-between Fifth and Sixth Aves;64 W 10th St;New York;Greenwich Village;Mediterranean;(212-505-7777)
3052;93;0,884;1;1,884;Amaranth Restaurant;21 East 62nd Street Frnt;21 E 62nd St;New York;;;;Amaranth; 21 E 62nd St-between Fifth and Madison Aves;21 E 62nd St;New York;Upper East Side;Mediterranean;(212-980-6700)
3118;109;0,885;1;1,885;Angus Mcindoe Restaurant;258 West 44th Street;258 W 44th St;New York;;;;Angus McIndoe; 258 W 44th St-between Seventh and Eighth Aves;258 W 44th St;New York;Midtown West;American;(212-221-9222)
3123;3122;0,928;1;1,928;Anna Maria Pizzeria;1592 1st Avenue;1592 1st Avenue;New York;;;;Anna Maria Pizza Too;1592 1st Avenue;1592 1st Avenue;New York;;;
3141;121;0,863;1;1,863;Apizz Restaurant;217 Eldridge Street;217 Eldridge St;New York;;;;Apizz; 217 Eldridge St-at Stanton St;217 Eldridge St;New York;Lower East Side;Italian;(212-253-9199)
3192;135;0,863;1;1,863;Arqua Restaurant;281 Church Street;281 Church St;New York;;;;Arqua; 281 Church St-at White St;281 Church St;New York;Tribeca;Italian;(212-334-1888)
3200;3199;0,884;1;1,884;Art Cafe Restaurant;1657 Broadway;1657 Broadway;New York;;;;Art Cafe;1657 Broadway;1657 Broadway;New York;;;
3234;3233;0,892;1;1,892;Au Bon Pain Restaurant;444 Madison Avenue;444 Madison Ave;New York;;;;Au Bon Pain Inc;444 Madison Avenue;444 Madison Ave;New York;;;
3252;167;0,958;1;1,958;Automatic Slims Inc;733 Washington Street;733 Washington St;New York;;;;Automatic Slims; 733 Washington St-at Bank St;733 Washington St;New York;West Village;American Regional;(212-645-8660)
3263;175;0,871;1;1,871;Azalea Ristorante;224 West 51st Street;224 W 51st St;New York;;;;Azalea; 224 W 51st St-between Broadway and Eighth Aves;224 W 51st St;New York;Midtown West;Italian;(212-262-0105)
3319;204;0,900;1;1,900;Bali Nusa Indah Restaurant Inc;651 9th Avenue Frnt;651 9th Ave;New York;;;;Bali Nusa Indah; 651 Ninth Ave-between 45th and 46th Sts;651 9th Ave;New York;Midtown West;Asian: Indonesian;(212-974-1875)
3341;215;0,856;1;1,856;Banjara Indian Restaurant;97 1st Ave;97 1st Avenue;New York;;;;Banjara; 97 First Ave-at 6th St;97 1st Avenue;New York;East Village;Indian;(212-477-5956)
3344;216;0,853;1;1,853;Bann Restaurant;350 West 50;350 W 50th St;New York;;;;Bann; 350 W 50th St-at Ninth Ave;350 W 50th St;New York;Midtown West;Korean;(212-582-4446)
3356;239;0,870;1;1,870;Baraonda Restaurant Inc;1439 2nd Avenue;1439 2nd Ave;New York;;;;Baraonda; 1439 Second Ave-at 75th St;1439 2nd Ave;New York;Upper East Side;Italian;(212-288-8555)
3363;243;0,884;1;1,884;Barbetta Restaurant;321 West 46th Street;321 W 46th St;New York;;;;Barbetta; 321 W 46th St-between Eighth and Ninth Aves;321 W 46th St;New York;Midtown West;Italian;(212-246-9171)
3372;249;0,962;1;1,962;Barney Greengrass Inc;541 Amsterdam Ave;541 Amsterdam Ave;New York;;;;Barney Greengrass; 541 Amsterdam Ave-between 86th and 87th Sts;541 Amsterdam Ave;New York;Upper West Side;American;(212-724-4707)
3397;3396;0,933;1;1,933;Bea Test Ads;Long island;Long Island;New york;;;;Bea Test;Long island;Long Island;New york;;;
3407;261;0,850;1;1,850;Becco Restaurant Inc;355 West 46th Street;355 W 46th St;New York;;;;Becco; 355 W 46th St-between Eighth and Ninth Aves;355 W 46th St;New York;Midtown West;Italian;(212-397-7597)
3465;274;0,863;1;1,863;Beppe Restaurant;45 East 22nd Street;45 E 22nd St;New York;;;;Beppe; 45 E 22nd St-between Broadway and Park Ave South;45 E 22nd St;New York;Gramercy/Flatiron;Italian;(212-982-8422)
3466;275;0,852;1;1,852;Bereket Turkish Kebab House;187 East Houston Street;187 E Houston St;New York;;;;Bereket; 187 E Houston St-at Orchard St;187 E Houston St;New York;Lower East Side;Turkish;(212-475-7700)
3489;283;0,871;1;1,871;Bianca Restaurant;5 Bleecker Street;5 Bleecker St;New York;;;;Bianca; 5 Bleecker St-between Bowery and Elizabeth St;5 Bleecker St;New York;East Village;Italian;(212-260-4666)
3514;291;0,833;1;1,833;Biny Japanese Restaurant;8 thompson St;8 Thompson St;New York;;;;Biny; 8 Thompson St-at Canal St;8 Thompson St;New York;Soho;Japanese;(212-334-5490)
3517;293;0,853;1;1,853;Biricchino Northern Italian Restaurant;260 West 29th Street;260 W 29th St;New York;;;;Biricchino; 260 W 29th St-at Eighth Ave;260 W 29th St;New York;Chelsea;Italian;(212-695-6690)
3521;294;0,884;1;1,884;Bistango Restaurant;415 3rd Avenue;415 3rd Ave;New York;;;;Bistango; 415 Third Ave-at 29th St;415 3rd Ave;New York;Gramercy/Flatiron;Italian;(212-725-8484)
3615;328;0,911;1;1,911;Boca Chica Restrnt;13 1 Av;13 1st Avenue;New York;;;;Boca Chica; 13 First Ave-at 1st St;13 1st Avenue;New York;East Village;Latin American;(212-473-0108)
3632;341;0,836;1;1,836;Bond 45 Italian Kitchen Steak & Seafood;154 West 45;154 W 45th St;New York;;;;Bond 45; 154 W 45th St-between Sixth and Seventh Aves;154 W 45th St;New York;Midtown West;Italian;(212-869-4545)
3641;353;0,929;1;1,929;Borobudur Cafe;128 East 4th Street;128 E 4th St;New York;;;;Borobudur; 128 E 4th St-between First and Second Aves;128 E 4th St;New York;East Village;Asian: Indonesian;(212-614-9079)
