Name;Neighborhood;Address;Country;Country code;Type;Cost;1_country_code;1_cost
Hanafin's;;;New York;NY;;;NY;
Hanami;;;New York;NY;;;NY;
Hanami Restaurant;;;New York;NY;;;NY;
Hanami525;;;New York;NY;;;NY;
Hanbat Restaurant;;;New York;NY;;;NY;
Hanci Turkish Cuisine;;;New York;NY;;;NY;
Handles;;;New York;NY;;;NY;
Handles15;;;New York;NY;;;NY;
Hane Sushi;;;New York;NY;;;NY;
Hane Sushi on 20th;;;New York;NY;;;NY;
Hane Sushi on 38th;;;New York;NY;;;NY;
Hang Cheng Restaurant;;;New York;NY;;;NY;
Hang Chou;;;New York;NY;;;NY;
Hang Lee Chinese Restaurant;;;New York;NY;;;NY;
Hangang;;;New York;NY;;;NY;
Hangang34 W;;;New York;NY;;;NY;
Hangawi;Midtown West;;New York;NY;Korean;;NY;
Hangawi12 E;;;New York;NY;;;NY;
Hannas Kitchen Inc;;;New York;NY;;;NY;
Hanover Gourmet Deli;;;New York;NY;;;NY;
Hanratty's;Upper East Side;;New York;NY;;;;
Hanratty's Restaurant;;;New York;NY;;;NY;
Hanrattys Restaurant;;;New York;NY;;;NY;
Hao Cheng Chinese Restaurant;;;New York;NY;;;NY;
Hao Tong Chinese Restaurant;;;New York;NY;;;NY;
Hapon Japanese Restaurant;;;New York;NY;;;NY;
Happy Burger Ii Inc;;;New York;NY;;;NY;
Happy Delicatessen;;;New York;NY;;;NY;
Happy Face Chinese & Mexican Restaurant;;;New York;NY;;;NY;
Happy Family;;;New York;NY;;;NY;
Happy Family Restaurant;;;New York;NY;;;NY;
Happy Garden;;;New York;NY;;;NY;
Happy Garden Chinese Restrnt;;;New York;NY;;;NY;
Happy Joy Kitchen;;;New York;NY;;;NY;
Happy Joy Restaurant;;;New York;NY;;;NY;
Happy Palace;;;New York;NY;;;NY;
Happy Shabu Shabu;;;New York;NY;;;NY;
Happy Taco;;;New York;NY;;;NY;
Happy Taco Burrito;;;New York;NY;;;NY;
Happy Wok;;;New York;NY;;;NY;
Happy Wok Restaurant;;;New York;NY;;;NY;
Happy World;;;New York;NY;;;NY;
Harbour Caf;;;New York;NY;;;NY;
Harbour Lights;;;New York;NY;;;NY;
Hard Rock Cafe;;;New York;NY;;;NY;
Hard Rock Café;;;New York;NY;;;NY;
Harglos Cafe Restaurant Bar;;;New York;NY;;;NY;
Harlem Blues Cafe;;;New York;NY;;;NY;
Harlem Fried Chicken;;;New York;NY;;;NY;
Harlem Grill;Harlem;;New York;NY;American Regional;;NY;
Harlem Lanes;;;New York;NY;;;NY;
Harlem Tea Room;;;New York;NY;;;NY;
Harlem Windows Restaurant;;;New York;NY;;;NY;
Harlem Wing and Waffle;Harlem;;New York;NY;;;NY;
Harley Davidson Cafe;;;New York;NY;;;NY;
Harmony Palace;;;New York;NY;;;NY;
Harmony Palace Restaurant;;;New York;NY;;;NY;
Harmony View Bar Grill;;;New York;NY;;;NY;
Harp Bar & Restaurant;;;New York;NY;;;NY;
Harrie's Cafe and Bakery;;;New York;NY;;;NY;
Harries Cafe;Midtown West;;New York;NY;;;;
Harriet's Kitchen;;;New York;NY;;;NY;
Harriets Kitchen;Upper W. Side;;New York;NY;;;;
Harrington's;;;New York;NY;;;NY;
Harry Cipriani;Midtown East;;New York;NY;;;;
Harry International Inc;;;New York;NY;;;NY;
Harry's Burrito;;;New York;NY;;;NY;
Harry's Burrito Junction;Upper W. Side;;New York;NY;;;;
Harry's Burritos;W. Village;;New York;NY;;;;
Harry's Cafe;;;New York;NY;;;NY;
Harry's Cafe and Steak;Lower Manhattan;;New York;NY;;;;
Harry's Houdini;;;New York;NY;;;NY;
Harry's Steak;;;New York;NY;;;NY;
Harrys At Hanover Square;;;New York;NY;;;NY;
Harrys At Woolworth Bldg;;;New York;NY;;;NY;
Harrys Burritos;;;New York;NY;;;NY;
Harry’s Steak & Cafe;Financial District;;New York;NY;Steakhouses;;NY;
Haru;Financial/battery Pk;;New York;NY;;;;
Haru Food Svc;;;New York;NY;;;NY;
Haru Restaurant;Upper W. Side;;New York;NY;;;;
Haru Restaurant Inc;;;New York;NY;;;NY;
Haru Sake Bar;;;New York;NY;;;NY;
Haru Sushi - Wall Street;Financial District;;New York;NY;;;;
Haru-Park Ave.;Flatiron;;New York;NY;Sushi;$$;;
Haru1329;;;New York;NY;;;NY;
Haru205 W;;;New York;NY;;;NY;
Haruko Restaurant Inc;;;New York;NY;;;NY;
Hasaki Restaurant;E. Village;;New York;NY;;;;
Hasaki210 E;;;New York;NY;;;NY;
Hasta La Pasta Restaurant;;;New York;NY;;;NY;
Hat Restaurant;;;New York;NY;;;NY;
Hatsuhana;Midtown East;;New York;NY;Japanese;;NY;
Hatsuhana Park;;;New York;NY;;;NY;
Hatsuhana Restaurant Inc;;;New York;NY;;;NY;
Hatsune Inc;;;New York;NY;;;NY;
Havana - Alma de Cuba;West Village;;New York;NY;Cuban;$$;;
Havana - NY;;;New York;NY;;;NY;
Havana Alma De Cuba;;;New York;NY;;;NY;
Havana Alma de Cuba;Greenwich Village;;New York;NY;;;;
Havana Central;Flatiron/u. Sq.;;New York;NY;;;;
Havana Central - Times Square;Times Square;;New York;NY;;;;
Havana Central - Union Square;Union Square;;New York;NY;Cuban;$$;;
Havana Central Times Square;Midtown West;;New York;NY;Caribbean: Cuban;;NY;
Havana Central Union Square;;;New York;NY;;;NY;
Havana Central at The West End;;;New York;NY;;;NY;
Havana Chelsea;Chelsea;;New York;NY;;;;
Havana Chelsea (CLOSED);;;New York;NY;;;NY;
Havana NY;Midtown West;;New York;NY;;;;
Havana New York;Midtown West;;New York;NY;Caribbean: Cuban;;NY;
Havana Pies;;;New York;NY;;;NY;
Haveli Restaurant;E. Village;;New York;NY;Indian;$$;;
Haveli Restaurant Inc;E. Village;100 Second Ave;New York;NY;Indian;$$;NY;
Haveli Restaurant Inc;East Village;;New York;NY;Indian;;NY;
Haveli100;;;New York;NY;;;NY;
Haven;;;New York;NY;;;NY;
Haven244 E;;;New York;NY;;;NY;
Hawaii Sushi;;;New York;NY;;;NY;
Hawaiian Tropic Zone;Midtown West;;New York;NY;;;;
Hawaiian Tropic Zone (CLOSED);Midtown West;;New York;NY;American Creative;;NY;
Hay Wun Loy Restaurant;;;New York;NY;;;NY;
Hayashi Ya;;;New York;NY;;;NY;
Hea;East Village;;New York;NY;Pan-Asian;$$$;;
Hea145 E;;;New York;NY;;;NY;
Health & Harmony;;;New York;NY;;;NY;
Health Conscious Express (CLOSED);East Village;;New York;NY;Vegetarian & Organic;;NY;
Health Exchange;Lower Manhattan;;New York;NY;;;;
Health King;;;New York;NY;;;NY;
Health Stop;;;New York;NY;;;NY;
Health Youth Foods;;;New York;NY;;;NY;
Healthalicious;;;New York;NY;;;NY;
Healthy Bagel & Things Inc;;;New York;NY;;;NY;
Healthy Chelsea;;;New York;NY;;;NY;
Healthy Choice;;;New York;NY;;;NY;
Heart New York Pizza;;;New York;NY;;;NY;
Heartbeat;Midtown East;;New York;NY;Vegetarian & Organic;;NY;
Heartbeat at W New York;;;New York;NY;;;NY;
Hearth;E. Village;;New York;NY;American;$$$$;;
Hearth403 E;;;New York;NY;;;NY;
Heartland Brewery;Midtown West;;New York;NY;American;$$;;
Heartland Brewery & Beer Hall;Financial District;;New York;NY;American;;NY;
Heartland Brewery & Chophouse;Midtown West;;New York;NY;American;;NY;
Heartland Brewery & Rotisserie;Midtown East;;New York;NY;American;;NY;
Heartland Brewery And Restaurants;;;New York;NY;;;NY;
Heartland Brewery Chop House;;;New York;NY;;;NY;
Heartland Brewery Chophouse;Times Square;;New York;NY;;;;
Heartland Brewery Radio City;;;New York;NY;;;NY;
Heartland Brewery and Chophouse;;;New York;NY;;;NY;
Heavenly Bamboo;;;New York;NY;;;NY;
Hector's;;;New York;NY;;;NY;
Hector's Cafe;Meatpacking District;;New York;NY;;;;
Hedeh;E. Village;;New York;NY;;;;
Heidelberg;Upper E. Side;;New York;NY;;;;
Heidelberg Restaurant;Upper E. Side;1648 2nd Ave;New York;NY;German;$$;NY;
Heidelberg Restaurant;Upper East Side;;New York;NY;German;$$;;
Heights Bar & Grill;;;New York;NY;;;NY;
Heights Restaurant;;;New York;NY;;;NY;
Heirloom;;;New York;NY;;;NY;
Helenas;;;New York;NY;;;NY;
Helianthus Inc;;;New York;NY;;;NY;
Hell's Kitchen;;;New York;NY;;;NY;
Hello Deli;;;New York;NY;;;NY;
Hells Kitchen Pizza;;;New York;NY;;;NY;
Hell’s Kitchen;Midtown West;;New York;NY;Mexican;;NY;
Helmsley Enterprises Inc;;;New York;NY;;;NY;
Heng;;;New York;NY;;;NY;
Heng Da Express Kitchen Inc;;;New York;NY;;;NY;
Henry's;;;New York;NY;;;NY;
Henry's Evergreen;;;New York;NY;;;NY;
Henry's Restaurant;Upper West Side;;New York;NY;;;;
Henry's27;;;New York;NY;;;NY;
Henry’s;Upper West Side;;New York;NY;American;;NY;
Herban Kitchen;;;New York;NY;;;NY;
Hermanos Ecuatorianos;;;New York;NY;;;NY;
Hero Boy Restaurant & Catering;Midtown West;;New York;NY;;;;
Heroes Plus;;;New York;NY;;;NY;
Heroic Sandwich Inc;;;New York;NY;;;NY;
Hi Life;;;New York;NY;;;NY;
Hi Life Restaurant & Lounge;;;New York;NY;;;NY;
Hi Life15;;;New York;NY;;;NY;
Hi Life47;;;New York;NY;;;NY;
Hi-Life Bar and Grill;0;;New York;NY;;;;
Hi-Life Restaurant & Lounge;Upper East Side;;New York;NY;;;;
Hibernia;;;New York;NY;;;NY;
Hickory Foods Inc;;;New York;NY;;;NY;
Hidden City Cafe;;;New York;NY;;;NY;
HighBar;;;New York;NY;;;NY;
HighBar25;;;New York;NY;;;NY;
Highlands Cafe Restaurant;;;New York;NY;;;NY;
Highline;Meatpacking District;;New York;NY;Asian;$$;;
Highline Cafe;;;New York;NY;;;NY;
Highpoint Gourmet;;;New York;NY;;;NY;
Hill Country;Chelsea;;New York;NY;Barbecue;$$;;
Hill Country Barbecue;Chelsea;;New York;NY;Barbeque;;NY;
Hillstone;Midtown East;;New York;NY;American;;NY;
Hilton;;;New York;NY;;;NY;
Hing Lung Restaurant;;;New York;NY;;;NY;
Hing Shing Seafood Store;;;New York;NY;;;NY;
Hing Won;Midtown West;;New York;NY;Chinese;;NY;
Hing Wong House Inc;;;New York;NY;;;NY;
Hip Hop Chow;;;New York;NY;;;NY;
Hip Hop Chow (CLOSED);East Village;;New York;NY;;;;
Hiro;;;New York;NY;;;NY;
Hiro84 E;;;New York;NY;;;NY;
Hiroko's Place;Soho;;New York;NY;;;;
Hiroko’s Place;Soho;;New York;NY;;;NY;
Hiroshi Japanese Fusion;;;New York;NY;;;NY;
Hiroshi58;;;New York;NY;;;NY;
Hispanic American Restaurant;;;New York;NY;;;NY;
Hispaniola;Harlem;;New York;NY;Asian;$$;;
Hizen Japanese Restaurant;;;New York;NY;;;NY;
Ho Ban Restaurant;;;New York;NY;;;NY;
Ho Lee;;;New York;NY;;;NY;
Ho Lee II;;;New York;NY;;;NY;
Ho Lee Restaurant;;;New York;NY;;;NY;
Ho Lee249;;;New York;NY;;;NY;
Ho Wong Coffee House;;;New York;NY;;;NY;
Ho Yip Restaurant;;;New York;NY;;;NY;
Hoboken Ferry;;;New York;NY;;;NY;
Hog Pit;;;New York;NY;;;NY;
Hog Pit New York City;Chelsea;;New York;NY;American Regional;;NY;
Hoi An;Tribeca;;New York;NY;;;;
Hoihow Lunch Corp;;;New York;NY;;;NY;
Hok Corp;;;New York;NY;;;NY;
Hokkaido;;;New York;NY;;;NY;
Hokkaido Sushi;Upper East Side;;New York;NY;;;;
Hole In One Restaurant;;;New York;NY;;;NY;
Holiday Cocktail Lng & Restaurant;;;New York;NY;;;NY;
Holidays;;;New York;NY;;;NY;
Hollywood Coffee Shop;Chelsea;;New York;NY;;;;
Hollywood Diner;;;New York;NY;;;NY;
Holy Basil;E. Village;;New York;NY;Asian;$;;
Holy Basil Thai Bar & Restaurant;;;New York;NY;;;NY;
Home;Greenwich Village;;New York;NY;American;$$;;
Home Front Inc;;;New York;NY;;;NY;
Home On 8th;;;New York;NY;;;NY;
Home Restaurant;;;New York;NY;;;NY;
Home on;;;New York;NY;;;NY;
Home's Kitchen;;;New York;NY;;;NY;
Home532 W;;;New York;NY;;;NY;
Homer Restaurant;;;New York;NY;;;NY;
Homer's;;;New York;NY;;;NY;
Homer's48;;;New York;NY;;;NY;
Homers;Upper West Side;;New York;NY;American;;NY;
Homes Kitchen;;;New York;NY;;;NY;
Homes kitchen;;;New York;NY;;;NY;
Homestyle Deli;;;New York;NY;;;NY;
Hometowen Buffet;;;New York;NY;;;NY;
Hon Cafe;;;New York;NY;;;NY;
Hon Wong Restaurant;;;New York;NY;;;NY;
Honey;;;New York;NY;;;NY;
Honey Bee Cafe;;;New York;NY;;;NY;
Honey243 W;;;New York;NY;;;NY;
Hong Am Restaurant;;;New York;NY;;;NY;
Hong Cheong Kitchen;;;New York;NY;;;NY;
Hong Fat Restaurant;;;New York;NY;;;NY;
Hong Garden;;;New York;NY;;;NY;
Hong Kong;;;New York;NY;;;NY;
Hong Kong Kitchen;;;New York;NY;;;NY;
Hong Kong Noodle Inc;;;New York;NY;;;NY;
Hong Kong Noodle ll;;;New York;NY;;;NY;
Hong Kong Restaurant;;;New York;NY;;;NY;
Hong Kong Seafood And Meat Market;;;New York;NY;;;NY;
Hong Kong Station;;;New York;NY;;;NY;
Hong Kong Supermarket;;;New York;NY;;;NY;
Hong On;;;New York;NY;;;NY;
Hong Win;;;New York;NY;;;NY;
Hong Wong;;;New York;NY;;;NY;
Hong Ying Rice Shop;;;New York;NY;;;NY;
Honmura An;;;New York;NY;;;NY;
Honmura An Inc;;;New York;NY;;;NY;
Honolulu Steamshop Co;;;New York;NY;;;NY;
Hookah Cafe;Upper East Side;;New York;NY;;;;
Hoomoos Asli;Nolita;;New York;NY;;;;
Hoosmoos Asli;Chinatown/little Italy;;New York;NY;Middle Eastern;;NY;
Hooters;;;New York;NY;;;NY;
Hooters21;;;New York;NY;;;NY;
Hop Devil Grill;East Village;;New York;NY;American;;NY;
Hop Fat Chinese Restaurant;;;New York;NY;;;NY;
Hop Kee;;;New York;NY;;;NY;
Hop Lee;Chinatown/little Italy;;New York;NY;Chinese;;NY;
Hop Shing Restaurant;;;New York;NY;;;NY;
Hop Won;;;New York;NY;;;NY;
Hop Won13;;;New York;NY;;;NY;
Hoppin Jalapenos Bar & Grill;;;New York;NY;;;NY;
Horizon Diner;E. Village;;New York;NY;;;;
Horng Bin Won Restaurant;Midtown West;;New York;NY;;;;
Horus Cafe;East Village;;New York;NY;Middle Eastern: Egyptian;;NY;
Horus Café;East Village;;New York;NY;Mediterranean;;NY;
Horus Kebab House;;;New York;NY;;;NY;
Horus Lounge II;;;New York;NY;;;NY;
Hos Kitchen;;;New York;NY;;;NY;
Hos Wok Restaurant;;;New York;NY;;;NY;
Hosteria Fiorella Italian;Upper E. Side;;New York;NY;;;;
Hosteria Florella Italian Seafd;;;New York;NY;;;NY;
Hot & Crusty;;;New York;NY;;;NY;
Hot & Crusty Bagel Cafe;;;New York;NY;;;NY;
Hot & Tasty Corp;;;New York;NY;;;NY;
Hot Tomato;;;New York;NY;;;NY;
Hotel Parker Meridien;;;New York;NY;;;NY;
Houlihan's;;;New York;NY;;;NY;
Houlihan's - Riese Restaurant;;;New York;NY;;;NY;
Houlihans;;;New York;NY;;;NY;
Houndstooth Pub;Midtown West;;New York;NY;British & Irish;;NY;
Hour Glass Tavern;;;New York;NY;;;NY;
Hourglass Tavern;;;New York;NY;;;NY;
House Of Pita;;;New York;NY;;;NY;
House Of Seafood;;;New York;NY;;;NY;
House Of Vegetarian;;;New York;NY;;;NY;
House of Seafood;Harlem;;New York;NY;;;NY;
House of Vegetarian;Chinatown;;New York;NY;;;;
Houston Village Farm;;;New York;NY;;;NY;
Houston's;;;New York;NY;American;$$;;
Houston's Bagel & Grill;;;New York;NY;;;NY;
Houstons Restaurant;;;New York;NY;;;NY;
How Sweet It Is;Lower East Side;;New York;NY;Cafés & diners;;NY;
How Sweet It Is (CLOSED);;;New York;NY;;;NY;
Howard Johnson Restaurants;;;New York;NY;;;NY;
Hoy Wong Restaurant;;;New York;NY;;;NY;
Hsf;Chinatown;;New York;NY;Chinese;$;;
Hsf Restaurant;;;New York;NY;;;NY;
Hsin Wong;Chinatown;;New York;NY;;;NY;
Hsin Yu Restaurant;;;New York;NY;;;NY;
Hua Du;;;New York;NY;;;NY;
Hua Yung Kitchen;;;New York;NY;;;NY;
Huan Ji Food Court;;;New York;NY;;;NY;
Huan Ji Rice Noodles;Lower East Side;;New York;NY;;;;
Huan's Kitchen;;;New York;NY;;;NY;
Huan's Restaurant;Upper W. Side;;New York;NY;;;;
Hudson Bar And Books;;;New York;NY;;;NY;
Hudson Beach Cafe;Upper W. Side;;New York;NY;;;;
Hudson Cafeteria;Hell's Kitchen;;New York;NY;;;;
Hudson Caterers Cafe;;;New York;NY;;;NY;
Hudson Coffee Bar;;;New York;NY;;;NY;
Hudson Corner Cafe;West Village;;New York;NY;American;;NY;
Hudson Diner;;;New York;NY;;;NY;
Hudson Falafel;;;New York;NY;;;NY;
Hudson Place;;;New York;NY;;;NY;
Hudson Place Restaurant & Bar;Murray Hill;;New York;NY;;;;
Hudson River Cafe;Harlem;;New York;NY;American;$$;;
Hudson River Club;;;New York;NY;;;NY;
Hudson Square Cafe;;;New York;NY;;;NY;
Hudson Variety;;;New York;NY;;;NY;
Hudson View Restaurant;;;New York;NY;;;NY;
Hudson Yards Cafe;Hell's Kitchen;;New York;NY;;;;
Hudson's Square Food Court;;;New York;NY;;;NY;
Hudsons Place;;;New York;NY;;;NY;
Hudsons Square Food Court;;;New York;NY;;;NY;
Hughes Bar & Restaurant;;;New York;NY;;;NY;
Hummus Kitchen;Midtown West;;New York;NY;Middle Eastern;;NY;
Hummus Place;;;New York;NY;;;;
Hunan 5th Avenue (CLOSED);;;New York;NY;;;NY;
Hunan Balcony;;;New York;NY;;;NY;
Hunan Balcony Gourment;;;New York;NY;;;NY;
Hunan Balcony Gourmet;Upper E. Side;;New York;NY;;;;
Hunan Chef;;;New York;NY;;;NY;
Hunan City Chinese Restaurant;;;New York;NY;;;NY;
Hunan Delight;;;New York;NY;;;NY;
Hunan Delight Ii;;;New York;NY;;;NY;
Hunan Delight Matsuya Sushi;;;New York;NY;;;NY;
Hunan East;;;New York;NY;;;NY;
Hunan Garden Restaurant;;;New York;NY;;;NY;
Hunan Inn Inc;;;New York;NY;;;NY;
Hunan K Restaurant;;;New York;NY;;;NY;
Hunan Lake;;;New York;NY;;;NY;
Hunan Lake Restaurant;;;New York;NY;;;NY;
Hunan Pan Restaurant;;;New York;NY;;;NY;
Hunan Park;;;New York;NY;;;NY;
Hunan Park II;;;New York;NY;;;NY;
Hunan Park Ii;Upper W. Side;;New York;NY;;;;
Hunan Park Restaurant;;;New York;NY;;;;
Hunan Royal;Lower Manhattan;;New York;NY;;;;
Hunan Wok;Flatiron/u. Sq.;;New York;NY;;;;
Hunan Wok Jimmys House;;;New York;NY;;;NY;
Hundred Acres;Soho;;New York;NY;;;;
Hung Cuong Seafood Inc;;;New York;NY;;;NY;
Hung Hing Coffee Shop;;;New York;NY;;;NY;
Hung Sun Noodle Shop Inc;;;New York;NY;;;NY;
Hungarian Meat Market & Delicatessen;Upper East Side;;New York;NY;Food or Beverage Shop;;NY;
Hungarian Pastry Shop;Upper West Side;;New York;NY;Cafés & diners;;NY;
Hunter Deli;;;New York;NY;;;NY;
Hunters;;;New York;NY;;;NY;
Hurapan Kitchen;West Village;;New York;NY;Thai;;NY;
Hurley's;;;New York;NY;;;NY;
Hurley’s;Midtown West;;New York;NY;;;;
Hurricane Bobs Eatery;;;New York;NY;;;NY;
Hurricane Island;;;New York;NY;;;NY;
Huxley's Cafe;Midtown West;;New York;NY;;;;
Hyo Dong Gak;;;New York;NY;;;NY;
Hyo Dong Gak Inc.;;;New York;NY;;;NY;
Hyo Tan Nippon Restaurant;;;New York;NY;;;NY;
I;Tribeca/soho;;New York;NY;;;;
I Copi;East Village;;New York;NY;Italian;;NY;
I Coppi;E. Village;;New York;NY;Italian;$$$;;
I Heart New York Pizza;;;New York;NY;;;NY;
I Pataca;;;New York;NY;;;NY;
I Sodi;Greenwich Village;;New York;NY;Italian;$$$;;
I TRE Merli Bistro;;;New York;NY;;;NY;
I Tre Merli;Soho;;New York;NY;Italian;$$$;;
I Tre Merli Bistro;Greenwich Village;;New York;NY;;;;
I Tre Merli Restaurant & Bar;;;New York;NY;;;NY;
I Trulli;;;New York;NY;;;NY;
I Vandali;Upper East Side;;New York;NY;Italian;;NY;
II Mulino;;;New York;NY;;;NY;
III L's Pizzeria;;;New York;NY;;;NY;
ING Direct Café;Midtown East;;New York;NY;;;;
ISK Manhattan McDonalds;;;New York;NY;;;NY;
Iammo Bello;;;New York;NY;;;NY;
Ichi Ro Sushi Japenese Rest;;;New York;NY;;;NY;
Ichiban;;;New York;NY;;;NY;
Ichie Japanese Restaurant;;;New York;NY;;;NY;
Ichiro;;;New York;NY;;;NY;
Ichiro169;;;New York;NY;;;NY;
Ici Restaurant;;;New York;NY;;;NY;
Icon;Midtown East;;New York;NY;American;$$$;;
Icon130 E;;;New York;NY;;;NY;
Ida Mae Kitchen -n- Lounge;;;New York;NY;;;NY;
Ida Mae Kitchen N Lounge;;;New York;NY;;;NY;
Idaho Eights;;;New York;NY;;;NY;
Ideal Cheese Shop;Midtown East;;New York;NY;Food or Beverage Shop;;NY;
Identity;;;New York;NY;;;NY;
Ideya;Soho;;New York;NY;Caribbean;$$;;
Ido Sushi;;;New York;NY;;;NY;
Iggy's Karaoke Bar & Grille;;;New York;NY;;;NY;
Iggy's New York Karaoke Lounge;;;New York;NY;;;NY;
Iguana;;;New York;NY;;;;
Iguana240 W;;;New York;NY;;;NY;
Ikeno Hana;;;New York;NY;;;NY;
Il Bagatto;E. Village;;New York;NY;Italian;$$;;
Il Bastardo;Chelsea;;New York;NY;Italian;;NY;
Il Bordello;Chelsea;;New York;NY;Steakhouse;$$$;;
Il Brigante;;;New York;NY;;;NY;
Il Brunello Ristorante;;;New York;NY;;;NY;
Il Buco;E. Village;;New York;NY;;;;
Il Buco Restaurant;;;New York;NY;;;NY;
Il Campanello;;;New York;NY;;;NY;
Il Campanello Ristorante;;;New York;NY;;;NY;
Il Cantinori;E. Village;;New York;NY;;;;
Il Cantinori Restaurant Inc;Greenwich Village;;New York;NY;Italian;;NY;
Il Corallo;Tribeca/soho;;New York;NY;;;;
Il Corallo Trattoria;;;New York;NY;;;NY;
Il Corso;Midtown West;;New York;NY;;;;
Il Cortile;;;New York;NY;;;NY;
Il Covo Dell'Est;;;New York;NY;;;NY;
Il Duomo Restaurant;;;New York;NY;;;NY;
Il Faro Italian Seafood Rstrnt;;;New York;NY;;;NY;
Il Fornaio;;;New York;NY;;;NY;
Il Forno;;;New York;NY;;;NY;
Il Foro Ristorante-bar;Upper E. Side;;New York;NY;;;;
Il Gatto & La Volpe;;;New York;NY;;;NY;
Il Gattopardo;Midtown West;;New York;NY;Italian;$$$;;
Il Gelatone;Murray Hill;;New York;NY;;;;
Il Giglio;Financial District;;New York;NY;Italian;;NY;
Il Laboratorio Del Gelato;Lower East Side;;New York;NY;Cafés & diners;;NY;
Il Laboratorio del Gelato;Lower East Side;;New York;NY;;;;
Il Mattone;;;New York;NY;;;NY;
Il Melograno;;;New York;NY;;;NY;
Il Menestrello;;;New York;NY;;;NY;
Il Monello Restaurant;;;New York;NY;;;NY;
Il Mulino;Greenwich Village;;New York;NY;Italian;$$$$;;
Il Nido;Midtown East;;New York;NY;;;;
Il Nido Restaurant;Midtown East;;New York;NY;Italian;;NY;
Il Nido Ristorante Italiano;;;New York;NY;;;NY;
Il Palazzo;;;New York;NY;;;NY;
Il Pellicano;;;New York;NY;;;NY;
Il Postino;Midtown East;;New York;NY;Italian;;NY;
Il Posto Accanto;;;New York;NY;;;NY;
Il Punto Ristorante;Midtown West;;New York;NY;Italian;;NY;
Il Riccio;;;New York;NY;;;NY;
Il Sogno Ristorante;;;New York;NY;;;NY;
Il Sole;Inwood;;New York;NY;Italian;;NY;
Il Sole23;;;New York;NY;;;NY;
Il Tinello;;;New York;NY;;;NY;
Il Tinello Ristorante;Midtown West;;New York;NY;;;;
Il Toscanaccio Restaurant;;;New York;NY;;;NY;
Il Vagabondo;Upper East Side;;New York;NY;;;;
Il Vagabondo Restaurant;Midtown East;;New York;NY;;;;
Il Valentino;Midtown East;;New York;NY;Italian;$$$;;
Il Valentino Inc;;;New York;NY;;;NY;
Il Valentino Inc;Midtown East;330 East 56th Street;New York;NY;Italian;$$$;NY;
Il Violino;;;New York;NY;;;NY;
Il-Eok-Jo Restaurant Inc;;;New York;NY;;;NY;
Il-bocconcino Italian Rstrnt;W. Village;;New York;NY;;;;
Il-corallo Restaurant;;;New York;NY;;;NY;
Il-postino Inc;;;New York;NY;;;NY;
Ilmattone Corp;Tribeca/soho;;New York;NY;;;;
Ilo;;;New York;NY;;;NY;
Imagine Bar & Grill;;;New York;NY;;;NY;
Imperial China;Lower Manhattan;;New York;NY;;;;
Imperial Dragon;;;New York;NY;;;NY;
Imperial Dragon Restaurant;Midtown West;;New York;NY;;;;
Imperial Garden;;;New York;NY;;;NY;
Imperial Hunan Restaurant;;;New York;NY;;;NY;
Imperial Pizza;;;New York;NY;;;NY;
Imperial Pizza I;Murray Hill;;New York;NY;;;;
Impress Deli;;;New York;NY;;;NY;
In Padella;;;New York;NY;;;NY;
In Vino;East Village;;New York;NY;Italian;;NY;
In Vino Veritas;;;New York;NY;;;NY;
In Vino Wine Bar & Restaurant;East Village;;New York;NY;;;;
In Vino Wine Bar and Restaurant;;;New York;NY;;;NY;
In Vino21;;;New York;NY;;;NY;
InTent (CLOSED);Chinatown/little Italy;;New York;NY;Mediterranean;;NY;
Inagiku;Midtown East;;New York;NY;Sushi;$$$$;;
Inagiku Japanese Restaurant at the Waldo;;;New York;NY;;;NY;
Inagiku11;;;New York;NY;;;NY;
Inakaya;;;New York;NY;;;NY;
Inakaya New York;;;New York;NY;;;NY;
Inakaya23;;;New York;NY;;;NY;
Inase Sushi Restaurant;;;New York;NY;;;NY;
Inase1586;;;New York;NY;;;NY;
Inatteso Cafe Casano;Financial District;;New York;NY;Food or Beverage Shop;;NY;
Inatteso Pizza Bar;Financial District;;New York;NY;Italian;;NY;
Inc Lounge;;;New York;NY;;;NY;
Inca Grill;;;New York;NY;;;NY;
Incredi Fusion (CLOSED);;;New York;NY;;;NY;
Independent Restaurant;;;New York;NY;;;NY;
India Garden Restaurant;;;New York;NY;;;NY;
India Grill;;;New York;NY;;;NY;
India Pavilion Restaurant;W. Village;;New York;NY;;;;
India Pavilion Restaurant S;;;New York;NY;;;NY;
India Valley;;;New York;NY;;;NY;
India Village;;;New York;NY;;;NY;
Indian Bread Co;Greenwich Village;;New York;NY;;;;
Indian Bread Co.;Greenwich Village;;New York;NY;Indian;;NY;
Indian Cafe;Upper West Side;;New York;NY;Indian;;NY;
Indian Curry Mahal;;;New York;NY;;;NY;
Indian Daj;Greenwich Village;;New York;NY;Indian;;NY;
Indian Express;Financial District;;New York;NY;Indian;;NY;
Indian Oven;Upper W. Side;;New York;NY;;;;
Indian Restaurant;;;New York;NY;;;NY;
Indian Road Cafe;Inwood;;New York;NY;Cafés & diners;;NY;
Indian Taj;;;New York;NY;;;NY;
Indian Tampura;;;New York;NY;;;NY;
Indian Tandoor-Oven;;;New York;NY;;;NY;
Indian Tandoor-oven Restaurant;Upper E. Side;;New York;NY;;;;
Indian Tanpura;;;New York;NY;;;NY;
Indigo Indian Bistro;Midtown East;;New York;NY;;;;
