restaurant;addressGoogle;neighborhood;country;country_code;type;cost;phone;source
Kyotofu70;5 9th Ave;;New York;NY;;;;MenuPages
L&T Donut Shop;2265 1st Avenue;;New York;NY;;;;MenuPages
L'Annam12;1 University Pl;;New York;NY;;;;MenuPages
L'Annam39;3 3rd Ave;;New York;NY;;;;MenuPages
L'Arte del Gelato;75 7th Ave S;West Village;New York;NY;;;;"MenuPages; NYMag"
L'Ecole46;2 Broadway;;New York;NY;;;;MenuPages
L'Espresso;590 Madison Ave;;New York;NY;;;;"MenuPages; ActiveDiner"
L'Ybane;1136 1st Avenue;;New York;NY;;;;MenuPages
L'Ybane11;36 1st Avenue;;New York;NY;;;;MenuPages
L'fonda;2023 Amsterdam Ave;;New York;NY;;;;MenuPages
L'fonda20;23 Amsterdam Ave;;New York;NY;;;;MenuPages
L.A. Cafe;17 W 45th St;;New York;NY;;;;MenuPages
L.A. Gourmet;111 E 58th St;;New York;NY;;;;MenuPages
La Bagel;263 1st Avenue;;New York;NY;;;;MenuPages
La Barra;250 Broome St;;New York;NY;Mexican;;(212-260-3900);"MenuPages; NYMag; TimeOut; SavoryCities"
La Barra Cevicheria;250 Broome St;;New York;NY;;;;MenuPages
La Beleca;200 W 40th St;;New York;NY;;;;MenuPages
La Bella Ferrara Pastries;108 Mulberry St;;New York;NY;;;;MenuPages
La Bella Pizzeria;581 2nd Ave;;New York;NY;;;;MenuPages
La Bella Stella;460 W 34th St;;New York;NY;;;;MenuPages
La Bella's;581 2nd Ave;;New York;NY;;;;MenuPages
La Bella's;254 E 32nd St;;New York;NY;;;;MenuPages
La Bellezza Pizzeria;145 E 49th St;;New York;NY;;;;MenuPages
La Carbonara;202 W 14th St;;New York;NY;;;;"MenuPages; TimeOut"
La Caridad;Broadway;Upper West Side;New York;NY;Caribbean: Cuban;;(212-595-8121);"MenuPages; TimeOut"
La Cave des Fondus;20 Prince St;Soho;New York;NY;French;;(212-966-5073);"MenuPages; TimeOut"
La Caverna;122 Rivington St;;New York;NY;;;;MenuPages
La Cocina;430 3rd Ave;;New York;NY;;;;MenuPages
La Crosta;436 E 72nd St;;New York;NY;;;;MenuPages
La Dinastia;4059 Broadway;Upper West Side;New York;NY;;;;"MenuPages; NYMag; ActiveDiner"
La Espanola;1944 Amsterdam Ave;;New York;NY;;;;MenuPages
La Esquina;114 Kenmare St;;New York;NY;;;;MenuPages
La Estufa;5035 Broadway;;New York;NY;;;;MenuPages
La Fiesta;3797 Broadway;;New York;NY;;;;MenuPages
La Fonda del Sol;MetLife Building;Midtown East;New York;NY;Spanish;;(212-867-6767);"MenuPages; OpenTable; NYMag; TimeOut; SavoryCities"
La Grenouille;3 E 52nd St;Midtown East;New York;NY;French;$$$$;(212-752-1495);"MenuPages; DiningGuide; FoodBuzz; ActiveDiner; TimeOut"
La Houppa;26 E 64th St;Upper East Side;New York;NY;;;;"MenuPages; NYMag"
La Isla;212 Delancey St;;New York;NY;;;;MenuPages
La Isla;542 E 14th St;;New York;NY;;;;MenuPages
La Isla;1883 3rd Ave;;New York;NY;;;;MenuPages
La Isla18;83 3rd Ave;;New York;NY;;;;MenuPages
La Isla21;2 Delancey St;;New York;NY;;;;MenuPages
La Isla54;2 E 14th St;;New York;NY;;;;MenuPages
La Kabbr;685 9th Ave;;New York;NY;;;;MenuPages
La Lanterna Caffe;129 MacDougal St;;New York;NY;;;;MenuPages
La Maison du Chocolat;63 Wall St;;New York;NY;;;;MenuPages
La Maison du Chocolat;30 Rockefeller Plaza;;New York;NY;;;;MenuPages
La Mela Ristorante;167 Mulberry St;Little Italy;New York;NY;Italian;$$;;"MenuPages; FoodBuzz; ActiveDiner; NYTimes"
La Mia Pizza;1488 1st Avenue;Chelsea;New York;NY;;;;"MenuPages; NYTimes"
La Nacional;239 W 14th St;Chelsea;New York;NY;Spanish;;(212-243-9308);"MenuPages; NYMag; TimeOut; SavoryCities; NYTimes"
La Negrita;999 Columbus Ave;;New York;NY;;;;MenuPages
La Nonna;134 Mulberry St;;New York;NY;;;;MenuPages
La Nueva Espana;606 W 207th St;;New York;NY;;;;MenuPages
La Nueva Espana;1263 St Nicholas Ave;;New York;NY;;;;MenuPages
La Nueva Rampa;149 W 14th St;W. Village;New York;NY;;;;"MenuPages; ActiveDiner; NYTimes"
La Nueva Victoria;2536 Broadway;;New York;NY;;;;"MenuPages; ActiveDiner"
La Palma;1502 Amsterdam Ave;;New York;NY;;;;MenuPages
La Posada;364 3rd Ave;;New York;NY;;;;MenuPages
La Posada;3496 Broadway;;New York;NY;;;;MenuPages
La Preciosa;163 E 116th St;;New York;NY;;;;"MenuPages; ActiveDiner"
La Rivista Ristorante;313 W 46th St;;New York;NY;;;;MenuPages
La Rural;768 Amsterdam Ave;;New York;NY;;;;MenuPages
La Sirene;558 Broome St;SoHo;New York;NY;French;;(212-925-3061);"MenuPages; OpenTable; TimeOut; SavoryCities"
La Traviata;101 W 68th St;;New York;NY;;;;MenuPages
La Tropezienne Bakery;2131 1st Avenue;;New York;NY;;;;MenuPages
La Vela37;3 Amsterdam Ave;;New York;NY;;;;MenuPages
La Vineria;737 9th Ave;;New York;NY;;;;MenuPages
Label;74 Rivington St;;New York;NY;;;;MenuPages
Lady M Confections;41 E 78th St;;New York;NY;;;;MenuPages
Lafayette;Spring St;;New York;NY;;;;MenuPages
Lafayette St;0 Btwn Spring & Broome St;;New York;NY;;;;MenuPages
Lam's Garden;40 Rivington St;;New York;NY;;;;MenuPages
Lamarca16;1 E 22nd St;;New York;NY;;;;MenuPages
Lamazou;370 3rd Ave;;New York;NY;;;;MenuPages
Lamazou37;3rd Ave;;New York;NY;;;;MenuPages
Lan Zhou;144 E Broadway;;New York;NY;;;;MenuPages
Land Northeast Thai;1565 2nd Ave;Upper East Side;New York;NY;Thai;;(212-439-1847);"MenuPages; TimeOut"
Land Thai Kitchen;450 Amsterdam Ave;Upper West Side;New York;NY;Thai / nan;$$;(212-501-8121);"MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Landmarc;10 Columbus Cir;;New York;NY;;;;MenuPages
Landmark;158 Grand St;;New York;NY;;;;MenuPages
Landmark Gourmet;64 Pearl St;;New York;NY;;;;MenuPages
Lane Cafe;75 Maiden Ln;;New York;NY;;;;MenuPages
Langan's;150 W 47th St;;New York;NY;;;;MenuPages
Lansdowne Road;599 10th Ave;;New York;NY;;;;MenuPages
Lantern Thai;311 2nd Ave;Gramercy;New York;NY;;;;"MenuPages; NYMag"
Lanza's;168 1st Avenue;E. Village;New York;NY;;;;"MenuPages; NYTimes"
Lanza's16;8 1st Avenue;E. Village;New York;NY;;;;"MenuPages; NYTimes"
Las Chicas Locas;160 W 25th St;;New York;NY;;;;"MenuPages; TimeOut; SavoryCities"
Las Panteras Negras;2130 2nd Ave;;New York;NY;;;;MenuPages
Las Poblanitas;302 W 38th St;;New York;NY;;;;MenuPages
Lasagna Restaurant;785 9th Ave;;New York;NY;;;;MenuPages
Last Licks Ice Cream;245 E 93rd St;;New York;NY;;;;MenuPages
Latin Thing;61 Lexington Ave;Gramercy/Flatiron;New York;NY;Latin American;;(212-213-2522);"MenuPages; TimeOut"
Latitude;783 8th Ave;;New York;NY;;;;MenuPages
Laut;15 E 17th St;;New York;NY;;;;MenuPages
Laut15 E;E 17th St;;New York;NY;;;;MenuPages
Lavagna54;5 E 5th St;;New York;NY;;;;MenuPages
Layaly;98 Avenue B;;New York;NY;;;;"MenuPages; ActiveDiner"
Lazzara's Pizza Cafe;221 W 38th St;Midtown West;New York;NY;Italian: Pizza;;(212-944-7792);"MenuPages; NYMag; TimeOut; SavoryCities"
Lazzara's Pizza Cafe;617 9th Ave;Midtown West;New York;NY;Italian: Pizza;;(212-944-7792);"MenuPages; NYMag; TimeOut; SavoryCities"
Lazzat;210 1st Avenue;;New York;NY;;;;MenuPages
Le Bernardin;155 W 51st St;Theater District;New York;NY;Seafood / French;$$$$$;(212-489-1515);"MenuPages; OpenTable; DiningGuide; NYMag; FoodBuzz; ActiveDiner; TimeOut; SavoryCities; NYTimes"
Le Caire;189 E 3rd St;East Village;New York;NY;;;;"MenuPages; NYMag; ActiveDiner; NYTimes"
Le Cirque;151 E 58th St;;New York;NY;;;;"MenuPages; DiningGuide"
Le Gamin Cafe;132 W Houston St;;New York;NY;;;;MenuPages
Le Gamin Cafe (CLOSED);132 W Houston St;;New York;NY;;;;MenuPages
Le Grainne Cafe;183 9th Ave;;New York;NY;;;;MenuPages
Le Lupanar;103 Essex St;Lower East Side;New York;NY;French;;(212-260-2036);"MenuPages; NYMag; TimeOut; SavoryCities"
Le Miu (CLOSED);107 Avenue A;;New York;NY;;;;"MenuPages; TimeOut; SavoryCities"
Le Pain Quotidien;70 W 40th St;;New York;NY;;;;MenuPages
Le Petit Belge;22 E 14th St;West Village;New York;NY;Belgian;;(212-807-7027);"MenuPages; NYMag; TimeOut"
Le Petit Canard;228 3rd Ave;;New York;NY;;;;MenuPages
Le Petit Un Deux Trois;403 W 43rd St;Midtown West;New York;NY;French;;(212-489-4900);"MenuPages; TimeOut"
Le Poisson Rouge;158 Bleecker St;;New York;NY;;;;MenuPages
Le Zie;172 7th Ave;Chelsea;New York;NY;Italian;$$;(212-206-8686);"MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Le Zie172;7th Ave;Chelsea;New York;NY;;;;"MenuPages; NYMag; NYTimes"
LeAn;583 6th Ave;;New York;NY;;;;MenuPages
Lea;The Helmsley Building;Midtown East;New York;NY;;;;"MenuPages; NYTimes"
Leela Lounge;1 W 3rd St;Greenwich Village;New York;NY;;;;"MenuPages; SavoryCities"
Legends;6 W 33rd St;;New York;NY;;;;MenuPages
Legends6 W;W 33rd St;;New York;NY;;;;MenuPages
Lelabar;422 Hudson St;;New York;NY;;;;MenuPages
Lelabar42;2 Hudson St;;New York;NY;;;;MenuPages
Lemongrass;1571 2nd Ave;;New York;NY;;;;MenuPages
Lenny's;489 Columbus Ave;;New York;NY;;;;MenuPages
Lenny's;613 9th Ave;;New York;NY;;;;MenuPages
Lenny's;60 W 48th St;;New York;NY;;;;MenuPages
Lenny's;1269 1st Avenue;;New York;NY;;;;MenuPages
Lenny's;1481 2nd Ave;;New York;NY;;;;MenuPages
Lenny's;302 Columbus Ave;;New York;NY;;;;MenuPages
Lenny's;66 W 9th St;;New York;NY;;;;MenuPages
Lenny's;16 W 23rd St;;New York;NY;;;;MenuPages
Lenny's10;8 John St;;New York;NY;;;;MenuPages
Lenny's10;24 2nd Ave;;New York;NY;;;;MenuPages
Lenny's12;69 1st Avenue;;New York;NY;;;;MenuPages
Lenny's14;81 2nd Ave;;New York;NY;;;;MenuPages
Lenny's16 W;W 23rd St;;New York;NY;;;;MenuPages
Lenny's30;2 Columbus Ave;;New York;NY;;;;MenuPages
Lenny's48;9 Columbus Ave;;New York;NY;;;;MenuPages
Lenny's60 W;W 48th St;;New York;NY;;;;MenuPages
Lenny's61;3 9th Ave;;New York;NY;;;;MenuPages
Lenny's66 W;W 9th St;;New York;NY;;;;MenuPages
Lenox Hill Grill;1105 Lexington Ave;Upper E. Side;New York;NY;;;;"MenuPages; NYTimes"
Lenox Hill Pizza;1107 Lexington Ave;Upper E. Side;New York;NY;;;;"MenuPages; NYTimes"
Lenox Lounge;288 Lenox Ave;Harlem;New York;NY;;;;"MenuPages; NYMag"
Leo's Bagels;3 Hanover Square;Financial District;New York;NY;Food or Beverage Shop;;(212-785-4700);"MenuPages; TimeOut"
Leocadia Milanes;29 W 26th St;;New York;NY;;;;MenuPages
Leone Pizza & Pasta;1674 Broadway;;New York;NY;;;;MenuPages
Leone Pizza & Pasta (CLOSED);1674 Broadway;;New York;NY;;;;MenuPages
Levana;141 W 69th St;Upper West Side;New York;NY;Kosher;;(212-877-8457);"MenuPages; NYMag; TimeOut; SavoryCities; NYTimes"
Levana141 W;E 69th St;Upper West Side;New York;NY;Kosher;;(212-877-8457);"MenuPages; NYMag; TimeOut; SavoryCities; NYTimes"
Lex Restaurant;1370 Lexington Ave;;New York;NY;;;;MenuPages
Lexington Deli;660 Lexington Ave;;New York;NY;;;;MenuPages
Lexington Grill;1332 Lexington Ave;Midtown East;New York;NY;;;;"MenuPages; NYTimes"
Li's Restaurant;102 Loisaida Ave;;New York;NY;;;;MenuPages
Libation;137 Ludlow St;;New York;NY;;;;MenuPages
Liberatos Pizza;17 Cedar St;;New York;NY;;;;MenuPages
Liberty;22 E 49th St;;New York;NY;;;;MenuPages
Liberty Bagel & Deli;876 6th Ave;;New York;NY;;;;MenuPages
Liberty Cafe;829 3rd Ave;;New York;NY;;;;MenuPages
Liberty22 E;W 49th St;;New York;NY;;;;MenuPages
Libretto's Pizzeria & Restaurant;546 3rd Ave;;New York;NY;;;;MenuPages
Lili's;102 North End Ave;Midtown East;New York;NY;;;;"MenuPages; OpenTable"
Lili's;W 57th St;Midtown East;New York;NY;;;;"MenuPages; OpenTable"
Lili's;1500 3rd Ave;Midtown East;New York;NY;;;;"MenuPages; OpenTable"
Lili's 57;200 W 57th St;;New York;NY;;;;MenuPages
Lili's150;3rd Ave;;New York;NY;;;;MenuPages
Lilly O'Brien's;67 Murray Street;;New York;NY;;;;MenuPages
Lily's;31 Oliver St;Midtown East;New York;NY;;;;"MenuPages; OpenTable; NYMag"
Lily's Restaurant;501 Lexington Ave;Midtown East;New York;NY;Eclectic;;(212-838-0844);"MenuPages; ActiveDiner; TimeOut; NYTimes"
Lime Jungle;803 9th Ave;Midtown West;New York;NY;Mexican;;(212-586-6032);"MenuPages; TimeOut"
Lime Leaf Grill;157 E 33rd St;;New York;NY;;;;MenuPages
Limerick House;69 W 23rd St;;New York;NY;;;;"MenuPages; ActiveDiner"
Limon;238 E 24th St;;New York;NY;;;;MenuPages
Limon238 E;W 24th St;;New York;NY;;;;MenuPages
Lin's Chinese Restaurant;32 E 23rd St;Flatiron/U. Sq.;New York;NY;;;;"MenuPages; ActiveDiner; NYTimes"
Lin's Flavor House;3783 Broadway;;New York;NY;;;;MenuPages
Lincoln Park;867 9th Ave;Midtown West;New York;NY;;;;"MenuPages; NYTimes"
Lindy's;825 7th Ave;Midtown West;New York;NY;;;;"MenuPages; ActiveDiner; NYTimes"
Lindy's82;5 7th Ave;Midtown West;New York;NY;;;;"MenuPages; NYTimes"
Lion's Head Tavern;995 Amsterdam Ave;;New York;NY;;;;MenuPages
Lips;2 Bank St;West Village;New York;NY;;;;"MenuPages; NYMag"
Lisa's;76 Fulton St;;New York;NY;;;;MenuPages
Lite Bites;111 E 55th St;;New York;NY;;;;MenuPages
Lite Delight;532 Columbus Ave;;New York;NY;;;;"MenuPages; ActiveDiner"
Lite Delights;51 E Houston St;;New York;NY;;;;MenuPages
Lite Delights;456 3rd Ave;;New York;NY;;;;MenuPages
Little Atlas;6 West 4th Street;West Village;New York;NY;;;;"MenuPages; NYMag"
Little Basil;153 E 26th St;;New York;NY;;;;MenuPages
Little Italy Pizza;1 E 43rd St;;New York;NY;;;;MenuPages
Little Italy Pizza;333 5th Ave;;New York;NY;;;;MenuPages
Little Lad's Basket;Equitable Life Building;;New York;NY;nan / Vegetarian & Organic;;;"MenuPages; TimeOut"
Little Lili's;2058 Lexington Ave;;New York;NY;;;;MenuPages
Little Pie Company;1Grand Central Terminal 1 Lower Level Dining Concourse;;New York;NY;;;;MenuPages
Little Poland Restaurant;200 2nd Ave;East Village;New York;NY;;;;"MenuPages; NYMag"
Little Slice of Italy;1163 2nd Ave;;New York;NY;;;;MenuPages
Little Thai Kitchen;231 E 53rd St;;New York;NY;;;;MenuPages
Little Veselka;75 E 1st St;;New York;NY;;;;MenuPages
Little Vincent's Pizza Restaurant;1399 2nd Ave;;New York;NY;;;;MenuPages
Live Bait;14 E 23rd St;Flatiron;New York;NY;;;;"MenuPages; NYMag; ActiveDiner; NYTimes"
Living Earth;1412 1st Avenue;;New York;NY;;;;MenuPages
Living Earth;1(fka Vitality Health Food)1412 1st Ave 1 Btwn 74th & 75th S;;New York;NY;;;;MenuPages
Lobby Lounge;80 Columbus Cir;Upper West Side;New York;NY;;;;"MenuPages; DiningGuide; NYMag"
Local West;1 Pennsylvania Plaza;;New York;NY;;;;MenuPages
Lola Restaurant;15 Watts St;;New York;NY;;;;MenuPages
Lola Restaurant (CLOSED);15 Watts St;;New York;NY;;;;MenuPages
Lolita's;57 Lenox Ave;;New York;NY;;;;MenuPages
Lomito;300 Spring St;SoHo;New York;NY;Argentinean;$$$;;"MenuPages; OpenTable; DiningGuide; FoodBuzz"
Lomito (CLOSED);300 Spring St;Soho;New York;NY;Argentine;;(212-929-9494);"MenuPages; TimeOut; SavoryCities"
Londel's;2620 Frederick Douglass Blvd;;New York;NY;;;;MenuPages
Lorenzo & Maria Kitchen;1418 3rd Ave;Upper East Side;New York;NY;Food or Beverage Shop;;(212-794-1080);"MenuPages; TimeOut; NYTimes"
Lou G Siegel;240 W 14th St;;New York;NY;;;;"MenuPages; ActiveDiner"
Lou's Cafe;1301 6th Ave;Midtown West;New York;NY;;;;"MenuPages; DiningGuide; ActiveDiner; NYTimes"
Lounge;62 Thomas St;;New York;NY;;;;MenuPages
Lounge Roger Williams;131 Madison Ave;;New York;NY;;;;MenuPages
Lowe's Eatery;101 W 136th St;;New York;NY;;;;MenuPages
Lowe's Eatery;164 W 116th St;;New York;NY;;;;MenuPages
Luciano's;18 W 56th St;;New York;NY;;;;MenuPages
Lucien14;1st Avenue;;New York;NY;;;;MenuPages
Lucille's Grill;237 W 42nd St;Midtown West;New York;NY;;;;"MenuPages; OpenTable"
Luck Star;2200 Amsterdam Ave;;New York;NY;;;;MenuPages
Lucky Chicken;377 1st Avenue;;New York;NY;;;;MenuPages
Lucky Joy;2657 Frederick Douglass Blvd;;New York;NY;;;;MenuPages
Lucky Sunday;858 8th Ave;;New York;NY;;;;MenuPages
Lucky Zhang's Family;94 E Broadway;;New York;NY;;;;MenuPages
Luckys Famous;370 W 52nd St;Midtown West;New York;NY;American;;(212-247-6717);"MenuPages; TimeOut; SavoryCities"
Lucy35 E;W 18th St;;New York;NY;;;;MenuPages
Lugo Caffe;1 Pennsylvania Plaza;Midtown West;New York;NY;Italian;;(212-760-2700);"MenuPages; OpenTable; NYMag; TimeOut; SavoryCities"
Luigi's;1701 1st Avenue;;New York;NY;;;;MenuPages
Luigi's;936 8th Ave;;New York;NY;;;;MenuPages
Luigi's Restaurant;304 8th Ave;;New York;NY;;;;MenuPages
Luigi's17;1 1st Avenue;;New York;NY;;;;MenuPages
Luigi's93;6 8th Ave;;New York;NY;;;;MenuPages
Lula's;516 E 6th St;;New York;NY;;;;MenuPages
Lula's516 E;E 6th St;;New York;NY;;;;MenuPages
Luna Piena;243 E 53rd St;;New York;NY;;;;MenuPages
Lunasa;126 1st Avenue;East Village;New York;NY;British & Irish;;(212-228-8580);"MenuPages; TimeOut"
Lunasa126;1st Avenue;East Village;New York;NY;British & Irish;;(212-228-8580);"MenuPages; TimeOut"
Lunch Box;886 9th Ave;TriBeCa/SoHo;New York;NY;;;;"MenuPages; ActiveDiner; NYTimes"
Lunch Box Buffet;257 W 34th St;;New York;NY;;;;MenuPages
Lunchbox;234 E 23rd St;TriBeCa/SoHo;New York;NY;;;;"MenuPages; NYTimes"
Lunetta (CLOSED);920 Broadway;;New York;NY;;;;"MenuPages; TimeOut"
Lupe's;110 6th Ave;;New York;NY;;;;MenuPages
Lupe's110;6th Ave;;New York;NY;;;;MenuPages
Luxe Restaurant & Bar;235 W 35th St;;New York;NY;;;;MenuPages
Luzia's42;9 Amsterdam Ave;;New York;NY;;;;MenuPages
Luzzo's;211 1st Avenue;East Village;New York;NY;;;;"MenuPages; NYMag; SavoryCities"
Luzzo's21;1 1st Avenue;East Village;New York;NY;;;;"MenuPages; NYMag; SavoryCities"
Lyla's Cafe Creperie;1270 Amsterdam Ave;;New York;NY;;;;MenuPages
Lyric Diner;283 3rd Ave;Flatiron/U. Sq.;New York;NY;;;;"MenuPages; NYTimes"
M;1 Walker St;;New York;NY;;;;MenuPages
M;2M - Morning To Midnight2935 Broadway;;New York;NY;;;;MenuPages
M & M Market Deli;529 Broome St;;New York;NY;;;;MenuPages
M Lounge;62 Thomas St;;New York;NY;;;;MenuPages
M Star Cafe;19 Division St;;New York;NY;;;;MenuPages
M. T. Carmel Pizza;345 E 115th St;;New York;NY;;;;MenuPages
M.J. Armstrong's;329 1st Avenue;;New York;NY;;;;MenuPages
MEE Noodle Shop;795 9th Ave;;New York;NY;;;;MenuPages
Ma Cuisine;1701 Amsterdam Ave;;New York;NY;;;;MenuPages
MaMa Buddha & Empire Szechuan;1Greenwich15 Greenwich Ave 1 Btwn 10th St & 6th Ave;;New York;NY;;;;MenuPages
MaMa Buddha & Empire Szechuan;Greenwich Ave;;New York;NY;;;;MenuPages
Macaron Cafe;161 W 36th St;Midtown West;New York;NY;French;;(646-573-5048);"MenuPages; TimeOut; SavoryCities"
Macondo15;7 E Houston St;;New York;NY;;;;MenuPages
Mad;E 45th St;;New York;NY;;;;MenuPages
Mad Dog & Beans;83 Pearl St;;New York;NY;;;;MenuPages
Mad River;1442 3rd Ave;;New York;NY;;;;MenuPages
Mad4645 E;W 45th St;;New York;NY;;;;MenuPages
Madeleine Patisserie;128 W 23rd St;;New York;NY;;;;MenuPages
Madeline's Cafe;141 E 56th St;;New York;NY;;;;MenuPages
Madison Restaurant;965 1st Avenue;;New York;NY;;;;MenuPages
Madrit's Pronto Pizza;55 W 55th St;;New York;NY;;;;MenuPages
Mae Mae Cafe;68 Vandam St;Soho;New York;NY;;;;"MenuPages; NYMag"
Maggie's Place;21 E 47th St;Midtown East;New York;NY;;;;"MenuPages; ActiveDiner; NYTimes"
Magnolia Bakery;401 Bleecker St;;New York;NY;;;;MenuPages
Magnolia Bakery;200 Columbus Ave;;New York;NY;;;;MenuPages
Magnolia Bakery;1240 6th Ave;;New York;NY;;;;MenuPages
Maharaja;133 E 45th St;;New York;NY;;;;MenuPages
Maiden Heaven;9 Maiden Ln;;New York;NY;;;;"MenuPages; ActiveDiner"
Main Noodle House;1011 6th Ave;;New York;NY;;;;MenuPages
Maison170;0 Broadway;;New York;NY;;;;MenuPages
Majestic Delicatessen;200 W 50th St;;New York;NY;;;;MenuPages
Make My Cake;121 St Nicholas Ave;Harlem;New York;NY;;;;"MenuPages; NYMag"
Make My Cake;2380 7th Ave;Harlem;New York;NY;;;;"MenuPages; NYMag"
Malaga;406 E 73rd St;Upper E. Side;New York;NY;;;;"MenuPages; DiningGuide; NYTimes"
Malaga406 E;E 73rd St;Upper E. Side;New York;NY;;;;"MenuPages; NYTimes"
Malaysia Grill;224 W 104th St;;New York;NY;;;;MenuPages
Malecon No.;Broadway;Wash Hts/Inwood;New York;NY;;;;"MenuPages; NYMag"
Malecon No.;2764 Amsterdam Ave;Wash Hts/Inwood;New York;NY;;;;"MenuPages; NYMag"
Malika;210 E 43rd St;;New York;NY;;;;MenuPages
Malika210 E;W 43rd St;;New York;NY;;;;MenuPages
Maloney & Porcelli;37 E 50th St;Midtown East;New York;NY;Steakhouse;$$$$;(212-750-2233);"MenuPages; OpenTable; DiningGuide; NYMag; FoodBuzz; ActiveDiner; TimeOut; SavoryCities; NYTimes"
Mama Cafe;46 Mulberry St;;New York;NY;;;;MenuPages
Mama Mexico;214 E 49th St;;New York;NY;nan / Mexican;;(212-935-1316);"MenuPages; FoodBuzz; ActiveDiner; TimeOut"
Mama Tina's;2649 Frederick Douglass Blvd;;New York;NY;;;;MenuPages
MamaSushi;237 Dyckman St;;New York;NY;;;;MenuPages
Mamani;151 Avenue A;;New York;NY;;;;MenuPages
Mambo Italiano Xpress;944 1st Avenue;;New York;NY;;;;MenuPages
Mamoun's Falafel;22 St Marks Pl;East Village;New York;NY;Middle Eastern;;(no phone yet);"MenuPages; TimeOut"
Manana;27 E 61st St;;New York;NY;;;;MenuPages
Manana27 E;E 61st St;;New York;NY;;;;MenuPages
Manatus34;0 Bleecker St;;New York;NY;;;;MenuPages
Manchester Pub;920 2nd Ave;;New York;NY;;;;"MenuPages; ActiveDiner"
Mancora99;1st Avenue;;New York;NY;;;;MenuPages
Manganaro's HeroBoy;494 9th Ave;Hell's Kitchen;New York;NY;;;;"MenuPages; NYMag"
Manganaros Italian Groceria & Trattoria;488 9th Ave 1 Btwn 37th & 38th St;;New York;NY;;;;MenuPages
Manganaros Italian Groceria & Trattoria;488 9th Ave;;New York;NY;;;;MenuPages
Mangez Express;71 W Broadway;Financial District;New York;NY;Vietnamese;;(212-385-0008);"MenuPages; TimeOut"
Mangia (CLOSED);40 Wall St;;New York;NY;;;;MenuPages
Mangia16 E;W 48th St;;New York;NY;;;;MenuPages
Mangia22 W;W 23rd St;;New York;NY;;;;MenuPages
Mangia50 W;W 57th St;;New York;NY;;;;MenuPages
Manhattan Bistro;129 Spring St;TriBeCa/SoHo;New York;NY;;;;"MenuPages; ActiveDiner; NYTimes"
Manhattan Brick Oven & Grill;300 E 72nd St;Upper East Side;New York;NY;;;;"MenuPages; NYMag"
Manhattan Brick Oven & Grill;1159 3rd Ave;Upper East Side;New York;NY;;;;"MenuPages; NYMag"
Manhattan Center Market;514 3rd Ave;;New York;NY;;;;MenuPages
Manhattan Chili Co.;89 E 42nd St;Midtown East;New York;NY;;;;"MenuPages; NYMag; NYTimes"
Manhattan Chili Co.;1Grand Central Terminal 1 At 42nd St;Midtown East;New York;NY;;;;"MenuPages; NYMag; NYTimes"
Manhattan Sky;109 E 42nd St;Midtown East;New York;NY;;;;"MenuPages; OpenTable; NYMag"
Manhattan Wraps;360 W 42nd St;;New York;NY;;;;MenuPages
Manna's;51 E 125th St;;New York;NY;;;;MenuPages
Manna's;486 Lenox Ave;;New York;NY;;;;MenuPages
Manna's;2331 Frederick Douglass Blvd;;New York;NY;;;;MenuPages
Manna's (CLOSED);2331 Frederick Douglass Blvd;;New York;NY;;;;MenuPages
Manna's23;Frederick Douglass Blvd;Harlem;New York;NY;;;;"MenuPages; NYTimes"
Manna's48;6 Lenox Ave;Harlem;New York;NY;;;;"MenuPages; NYTimes"
Manna's51 E;W 125th St;Harlem;New York;NY;;;;"MenuPages; NYTimes"
Mannahatta;310 Bowery;;New York;NY;;;;MenuPages
Mantra;2nd Ave;;New York;NY;;;;MenuPages
Mantra 98;2nd Ave;;New York;NY;;;;MenuPages
Maoz Vegetarian;2047a Broadway;Union Square;New York;NY;Vegetarian & Organic;;(212-420-5999);"MenuPages; NYMag; TimeOut"
Maoz Vegetarian;59 E 8th St;Union Square;New York;NY;Vegetarian & Organic;;(212-420-5999);"MenuPages; NYMag; TimeOut"
Maoz Vegetarian;38 Union Square E;Union Square;New York;NY;Vegetarian & Organic;;(212-420-5999);"MenuPages; NYMag; TimeOut"
Maple;1367 1st Avenue;;New York;NY;;;;MenuPages
Maple1367;1st Avenue;;New York;NY;;;;MenuPages
Maracas;33 Greenwich Ave;;New York;NY;;;;MenuPages
Marc Forgione;134 Reade St;TriBeCa - Downtown;New York;NY;;;;"MenuPages; OpenTable; NYMag; TimeOut"
Marche Madison;931 Madison Ave;;New York;NY;;;;MenuPages
Marche Madison;36 E 58th St;;New York;NY;;;;MenuPages
Marco Polo Fusion Cafe;102 St Marks Pl;East Village;New York;NY;Eclectic;;(212-228-8456);"MenuPages; TimeOut; NYTimes"
Mardigras Pizza;3 Maiden Ln;Financial/Battery Pk;New York;NY;American Regional;;(212-233-6066);"MenuPages; NYMag; TimeOut"
Marfa101 E;E 2nd St;;New York;NY;;;;"MenuPages; TimeOut"
Margarita Murphy's;591 3rd Ave;;New York;NY;;;;MenuPages
Margie's Red Rose Diner;275 W 144th St;;New York;NY;;;;MenuPages
Margon136 W;W 46th St;;New York;NY;;;;MenuPages
