restaurant;addressGoogle;neighborhood;country;country_code;type;cost;phone;source
Gennaro66;5 Amsterdam Ave;;New York;NY;;;;MenuPages
Gente153 E;W 45th St;;New York;NY;;;;MenuPages
George's;726 W 181st St;Financial/Battery Pk;New York;NY;;;;"MenuPages; NYMag; VillageVoice"
George's Cafe;88 Greenwich St;Financial/Battery Pk;New York;NY;;;;"MenuPages; NYMag"
George's Coffee Shop;3915 Broadway;;New York;NY;;;;MenuPages
Georgia's Cafe & Bake Shop;2418 Broadway;;New York;NY;;;;MenuPages
Georgia's Eastside BBQ;192 Orchard St;Lower East Side;New York;NY;Barbeque;;(212-253-6280);"MenuPages; NYMag; TimeOut; SavoryCities"
Georgio's;4275 Broadway;;New York;NY;;;;MenuPages
Georgios Pizzeria;20 Beaver St;;New York;NY;;;;MenuPages
Giambelli;E 50th St;;New York;NY;;;;MenuPages
Giano;126 E 7th St;East Village;New York;NY;Italian;;(212-673-7200);"MenuPages; NYMag; TimeOut; SavoryCities"
Giano126 E;E 7th St;East Village;New York;NY;Italian;;(212-673-7200);"MenuPages; NYMag; TimeOut; SavoryCities"
Giardino D'oro;5 Gold St;Financial District;New York;NY;Italian;;(212-514-6400);"MenuPages; TimeOut"
Gigi Cafe & Grill;2067 Broadway;Upper West Side;New York;NY;Cafés;;(212-501-7500);"MenuPages; TimeOut"
Gimme! Coffee;228 Mott St;Chinatown/Little Italy;New York;NY;Cafés & diners;;(212-226-4011);"MenuPages; TimeOut"
Gin Mill;442 Amsterdam Ave;;New York;NY;;;;"MenuPages; ActiveDiner"
Ging;1564 3rd Ave;;New York;NY;;;;MenuPages
Ging1564;3rd Ave;;New York;NY;;;;MenuPages
Ginger's;512 7th Ave;;New York;NY;;;;MenuPages
Ginger109;1st Avenue;;New York;NY;;;;MenuPages
Ginger146 E;W 55th St;;New York;NY;;;;MenuPages
Gino's;81 Catherine St;;New York;NY;;;;MenuPages
Gino's;345 E 83rd St;;New York;NY;;;;MenuPages
Gino's345 E;W 83rd St;;New York;NY;;;;MenuPages
Ginza;251 E 35th St;;New York;NY;;;;MenuPages
Ginza251 E;W 35th St;;New York;NY;;;;MenuPages
Giorgio's Pizza;1343 2nd Ave;;New York;NY;;;;MenuPages
Giorgio's of Gramercy;27 E 21st St;;New York;NY;;;;"MenuPages; ActiveDiner"
Giorgione;307 Spring St;;New York;NY;;;;MenuPages
Giovanna's;128 Mulberry St;Midtown West;New York;NY;;;;"MenuPages; NYMag; NYTimes"
Giovanna's;1567 Lexington Ave;Midtown West;New York;NY;;;;"MenuPages; NYMag; NYTimes"
Giovanni;47 W 55th St;Midtown West;New York;NY;;;;"MenuPages; NYMag; NYTimes"
Giovanni's;1011 Columbus Ave;Midtown West;New York;NY;;;;"MenuPages; NYMag; NYTimes"
Giovanni's Atrium;100 Washington St;Lower Manhattan;New York;NY;;;;"MenuPages; NYTimes"
Giuliano's;88 Broad St;;New York;NY;;;;MenuPages
Giuseppe's Pizzeria;341 Lexington Ave;;New York;NY;;;;MenuPages
Gnocco337 E;W 10th St;;New York;NY;;;;MenuPages
Go Go Curry;273 W 38th St;Midtown West;New York;NY;Japanese;;(212-730-5555);"MenuPages; NYMag; VillageVoice; TimeOut"
Go Sushi (CLOSED);1649 2nd Ave;;New York;NY;;;;MenuPages
Go Sushi (CLOSED);982 2nd Ave;;New York;NY;;;;MenuPages
Gobo1426;3rd Ave;;New York;NY;;;;MenuPages
GoldBar;389 Broome St;;New York;NY;;;;MenuPages
GoldBar38;9 Broome St;;New York;NY;;;;MenuPages
Golden Chicken & Ribs;604 9th Ave;;New York;NY;;;;"MenuPages; ActiveDiner"
Golden China;2180 5th Ave;;New York;NY;;;;MenuPages
Golden City;423 9th Ave;Murray Hill;New York;NY;;;;"MenuPages; VillageVoice"
Golden City;2545 Amsterdam Ave;Murray Hill;New York;NY;;;;"MenuPages; VillageVoice"
Golden Eagle;270 W 38th St;;New York;NY;;;;MenuPages
Golden Empire Restaurant;757 St Nicholas Ave;;New York;NY;;;;MenuPages
Golden Forest;353 Grand St;Murray Hill;New York;NY;;;;"MenuPages; VillageVoice"
Golden Garden;942 Columbus Ave;E. Village;New York;NY;;;;"MenuPages; ActiveDiner; NYTimes"
Golden Krust;18 E 33rd St;Murray Hill;New York;NY;;;;"MenuPages; VillageVoice"
Golden Krust;80 Nassau St;Financial District;New York;NY;;;;"MenuPages; VillageVoice"
Golden Krust;686 3rd Ave;Financial District;New York;NY;;;;"MenuPages; VillageVoice"
Golden Krust;121 W 125th St;Harlem;New York;NY;;;;"MenuPages; VillageVoice"
Golden Star;4247 Broadway;E. Village;New York;NY;;;;"MenuPages; NYTimes"
Golden Unicorn;18 E Broadway;;New York;NY;;;;MenuPages
Golden Wok;1770 Amsterdam Ave;West Village;New York;NY;;;;"MenuPages; NYMag; ActiveDiner; NYTimes"
Gonzalez y Gonzalez;625 Broadway;East Village;New York;NY;Mexican;$$$;;"MenuPages; NYMag; FoodBuzz; NYTimes"
Gonzo140 W;E 13th St;;New York;NY;;;;MenuPages
Good;157 E 33rd St;;New York;NY;;;;MenuPages
Good Chinese Cuisine;157 E 33rd St;;New York;NY;;;;MenuPages
Good Dumpling House;214 Grand St;;New York;NY;;;;MenuPages
Good Health;1435 1st Avenue;Upper East Side;New York;NY;;;;"MenuPages; NYMag"
Good Health Burger;237 E 53rd St;Upper East Side;New York;NY;;;;"MenuPages; NYMag"
Good Stuff Diner;109 W 14th St;West Village;New York;NY;Cafés & diners;;(212-929-2555);"MenuPages; TimeOut"
Good Taste;280 Lenox Ave;;New York;NY;;;;"MenuPages; ActiveDiner"
Good Taste;41 Monroe St;;New York;NY;;;;MenuPages
Good Time;1571 Lexington Ave;;New York;NY;;;;MenuPages
Good157 E;W 33rd St;;New York;NY;;;;MenuPages
Goodman's Cafe;754 5th Ave;;New York;NY;;;;MenuPages
Gordon Chen's Kitchen;231 E 53rd St;;New York;NY;;;;MenuPages
Gordon Ramsay at the London;151 W 54th St;Midtown West;New York;NY;French / Eclectic;$$$$$;(212-468-8888);"MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Gossip Bar & Restaurant;733 9th Ave;;New York;NY;;;;"MenuPages; TimeOut"
Gotham Coffee House;1298 2nd Ave;;New York;NY;;;;MenuPages
Gotham Pizza;1443 York Ave;;New York;NY;;;;MenuPages
Gotham Pizza;144 9th Ave;;New York;NY;;;;MenuPages
Gourmet Deli;696 3rd Ave;;New York;NY;;;;MenuPages
Gourmet Deli;116 7th Ave;;New York;NY;;;;MenuPages
Gourmet Deli;157 W 33rd St;;New York;NY;;;;MenuPages
Gourmet Park;119 E 60th St;;New York;NY;;;;MenuPages
Grace (CLOSED);114 Franklin St;;New York;NY;;;;MenuPages
Grace's Trattoria;201 E 71st St;Upper East Side;New York;NY;Italian;$$$;(212-452-2323);"MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Gracie Mews Diner;1550 1st Avenue;;New York;NY;;;;MenuPages
Gramercy Bagels;246 3rd Ave;;New York;NY;;;;MenuPages
Gramercy Restaurant;184 3rd Ave;Flatiron/U. Sq.;New York;NY;;;;"MenuPages; ActiveDiner; NYTimes"
Gramercy Tavern;42 E 20th St;;New York;NY;;;;"MenuPages; DiningGuide"
Grand Central Gourmet Place;100 Park Ave;;New York;NY;;;;MenuPages
Grand Central Oyster Bar;89 E 42nd St;;New York;NY;;;;"MenuPages; DiningGuide"
Grand Great Wall;1588 Amsterdam Ave;;New York;NY;;;;MenuPages
Grand Sichuan;7th Ave S;;New York;NY;;;;MenuPages
Grand Sichuan International;229 9th Ave;Chelsea;New York;NY;;;;"MenuPages; NYMag; VillageVoice; NYTimes"
Grand Sichuan St. Marks;21 St Marks Pl;;New York;NY;;;;MenuPages
Grand Street Deli & Mini Market;42 Grand St;;New York;NY;;;;MenuPages
Grand Street Gourmet;213 Grand St;;New York;NY;;;;MenuPages
Grandaisy Bakery;176 W 72nd St;;New York;NY;;;;MenuPages
Grandaisy Bakery;250 W Broadway;;New York;NY;;;;MenuPages
Grandpa's Brick Oven Pizza;4973 Broadway;;New York;NY;;;;MenuPages
Grano Trattoria;21 Greenwich Ave;West Village;New York;NY;Italian;;(212-645-2121);"MenuPages; NYMag; ActiveDiner; TimeOut; SavoryCities; NYTimes"
Grape and Grain;620 E 6th St;East Village;New York;NY;;;;"MenuPages; NYMag"
Gray's Papaya;2090 Broadway;;New York;NY;;;;MenuPages
Gray's Papaya;402 6th Ave;;New York;NY;;;;"MenuPages; ActiveDiner"
Grayz (CLOSED);13 W 54th St;;New York;NY;;;;MenuPages
Great Burrito;100 W 23rd St;Flatiron;New York;NY;;;;"MenuPages; NYMag; NYTimes"
Great China;1461 Amsterdam Ave;;New York;NY;;;;MenuPages
Great Jones Cafe;54 Great Jones St;East Village;New York;NY;Southern / American Regional;$;(212-674-9304);"MenuPages; NYMag; FoodBuzz; ActiveDiner; TimeOut; NYTimes"
Great NY Noodletown;28 Bowery;;New York;NY;;;;MenuPages
Great Wall;88 Fulton St;;New York;NY;;;;"MenuPages; ActiveDiner"
Great Wall;2234 1st Avenue;;New York;NY;;;;MenuPages
Great Wall;1244 Lexington Ave;;New York;NY;;;;MenuPages
Great Wall;239 9th Ave;;New York;NY;;;;MenuPages
Great Wall;800 W 181st St;;New York;NY;;;;MenuPages
Great Wok;1631 Lexington Ave;;New York;NY;;;;MenuPages
Greek Kitchen;889 10th Ave;;New York;NY;;;;MenuPages
Green Apple BBQ;362 E 112th St;;New York;NY;;;;MenuPages
Green Beans;14 E 44th St;;New York;NY;;;;MenuPages
Green Cafe;21 W 58th St;Chelsea;New York;NY;;;;"MenuPages; NYTimes"
Green Cafe;145 E 60th St;Chelsea;New York;NY;;;;"MenuPages; NYTimes"
Green Cafe;213 Park Ave S;Chelsea;New York;NY;;;;"MenuPages; NYTimes"
Greenwich Avenue;41 Greenwich Ave;;New York;NY;;;;MenuPages
Greenwich Grill & Sushi Azabu;428 Greenwich St;;New York;NY;;;;MenuPages
Greenwich St;1 Btwn Washington & Spring St;Tribeca;New York;NY;;;;"MenuPages; NYMag; NYTimes"
Greenwich Street Tavern;399 Greenwich St;;New York;NY;;;;MenuPages
Griff's Gelati;157 Duane St;Tribeca;New York;NY;American;;(212-732-5555);"MenuPages; TimeOut"
Grill;E 21st St;;New York;NY;;;;MenuPages
Grill;E 44th St;;New York;NY;;;;MenuPages
Grill 213;46 E 21st St;;New York;NY;;;;MenuPages
Grill 441;60 E 44th St;;New York;NY;;;;MenuPages
Grom;233 Bleecker St;;New York;NY;;;;MenuPages
Guadalupe;597 W 207th St;Inwood;New York;NY;Latin American;;(212-304-1083);"MenuPages; TimeOut"
Guantanamera;939 8th Ave;;New York;NY;;;;"MenuPages; DiningGuide"
Guest House;542 W 27th St;;New York;NY;;;;MenuPages
Guo's Garden;1685 1st Avenue;;New York;NY;;;;"MenuPages; ActiveDiner"
GustOrganics;519 6th Ave;West Village;New York;NY;;;;"MenuPages; NYMag; SavoryCities"
Gusto Ristorante e Bar Americano;60 Greenwich Ave;;New York;NY;;;;"MenuPages; DiningGuide"
Guy & Gallard;245 W 38th St;;New York;NY;;;;MenuPages
Guy & Gallard;475 Park Ave S;;New York;NY;;;;MenuPages
Guy & Gallard;180 Madison Ave;;New York;NY;;;;MenuPages
Guys Restaurant;960 Madison Ave;;New York;NY;;;;MenuPages
Guys Restaurant;1232 Madison Ave;;New York;NY;;;;MenuPages
Guys Restaurant;1381 Madison Ave;;New York;NY;;;;MenuPages
Gyro II;425 7th Ave;;New York;NY;;;;MenuPages
Gyro II42;5 7th Ave;;New York;NY;;;;MenuPages
Gyu-Kaku;805 3rd Ave;;New York;NY;;;;"MenuPages; DiningGuide"
H;2 Waterside Plaza;;New York;NY;;;;MenuPages
H&H Midtown Bagels East;1551 2nd Ave;;New York;NY;;;;MenuPages
HK;523 9th Ave;Hell's Kitchen;New York;NY;;;;"MenuPages; NYMag; SavoryCities"
Hacienda de Argentina;339 E 75th St;Upper East Side;New York;NY;Argentine;;(212-472-5300);"MenuPages; NYMag; VillageVoice; TimeOut; SavoryCities; NYTimes"
Hakata Grill;231 E 53rd St;;New York;NY;;;;MenuPages
Hakata Tonton;61 Grove St;;New York;NY;;;;MenuPages
Haku;2425 Broadway;Murray Hill/Kips Bay;New York;NY;Japanese;;(212-580-2566);"MenuPages; NYMag; TimeOut"
Hakubai;66 Park Ave;Murray Hill/Kips Bay;New York;NY;Japanese;;(212-580-2566);"MenuPages; NYMag; TimeOut"
Halal J. F. K.;1998 2nd Ave;;New York;NY;;;;MenuPages
Halal Kitchen;2135 2nd Ave;;New York;NY;;;;MenuPages
Hale and Hearty Soups;466 Lexington Ave;;New York;NY;;;;MenuPages
Hale and Hearty Soups;1 Central Terminal Dr #1Grand;;New York;NY;;;;MenuPages
Hale and Hearty Soups;745 7th Ave;;New York;NY;;;;MenuPages
Hale and Hearty Soups;630 Lexington Ave;;New York;NY;;;;MenuPages
Hale and Hearty Soups;1129 Lexington Ave;;New York;NY;;;;MenuPages
Hale and Hearty Soups;110 Maiden Ln;;New York;NY;;;;MenuPages
Hale and Hearty Soups;2262 Broadway;;New York;NY;;;;MenuPages
Hale and Hearty Soups;685 3rd Ave;;New York;NY;;;;MenuPages
Hale and Hearty Soups;927 8th Ave;;New York;NY;;;;MenuPages
Hallo Berlin Express;744 9th Ave;;New York;NY;;;;MenuPages
Hamachi;34 E 20th St;Flatiron/U. Sq.;New York;NY;;;;"MenuPages; NYTimes"
Hamachi34 E;W 20th St;Flatiron/U. Sq.;New York;NY;;;;"MenuPages; NYTimes"
Hamilton Deli;1129 Amsterdam Ave;;New York;NY;;;;MenuPages
Han Bat53 W;W 35th St;;New York;NY;;;;MenuPages
Hana;59 Nassau St;Murray Hill/Kips Bay;New York;NY;;;;"MenuPages; NYMag"
Hana's Pizza;1376 Lexington Ave;;New York;NY;;;;MenuPages
Hanafin's;2286 Broadway;;New York;NY;;;;MenuPages
Hanami525;6th Ave;;New York;NY;;;;MenuPages
Hanci Turkish Cuisine;854 10th Ave;West 50s;New York;NY;;;;"MenuPages; VillageVoice; TimeOut; SavoryCities"
Handles;153 2nd Ave;East Village;New York;NY;;;;"MenuPages; VillageVoice"
Handles15;3 2nd Ave;;New York;NY;;;;MenuPages
Hang Chou;2266 3rd Ave;;New York;NY;;;;MenuPages
Hangang;34 W 32nd St;;New York;NY;;;;MenuPages
Hangang34 W;W 32nd St;;New York;NY;;;;MenuPages
Hangawi12 E;W 32nd St;;New York;NY;;;;MenuPages
Hanover Gourmet Deli;3 Hanover Square;;New York;NY;;;;MenuPages
Hanratty's Restaurant;1410 Madison Ave;Harlem;New York;NY;;;;"MenuPages; ActiveDiner; NYTimes"
Happy Delicatessen;24 W 38th St;;New York;NY;;;;MenuPages
Happy Family;3626 Broadway;;New York;NY;;;;MenuPages
Happy Family;500 W 43rd St;;New York;NY;;;;"MenuPages; ActiveDiner"
Happy Family Restaurant;1 Eldridge St;;New York;NY;;;;MenuPages
Happy Palace;216 3rd Ave;;New York;NY;;;;MenuPages
Happy Taco;1167 2nd Ave;;New York;NY;;;;"MenuPages; DiningGuide; ActiveDiner"
Happy Taco Burrito;235 Sullivan St;;New York;NY;;;;MenuPages
Happy Wok;2033 1st Avenue;;New York;NY;;;;MenuPages
Happy Wok;175 Loisaida Ave;;New York;NY;;;;MenuPages
Happy World;1309 St Nicholas Ave;;New York;NY;;;;"MenuPages; ActiveDiner"
Harbour Lights;89 South St;Financial/Battery Pk;New York;NY;;;;"MenuPages; NYMag; NYTimes"
Harlem Blues Cafe;125 W 116th St;;New York;NY;;;;MenuPages
Harlem Lanes;2116 Adam Clayton Powell Jr Blvd;;New York;NY;;;;MenuPages
Harlem Wing & Waffle;2394 Adam Clayton Powell Jr Blvd;Harlem;New York;NY;;;;"MenuPages; VillageVoice"
Harrie's Cafe and Bakery;1407 Broadway;Midtown West;New York;NY;;;;"MenuPages; NYTimes"
Harrington's;370 7th Ave;;New York;NY;;;;MenuPages
Harry Cipriani;781 5th Ave;Midtown West;New York;NY;Italian;;(212-753-5566);"MenuPages; NYMag; TimeOut; SavoryCities; NYTimes"
Harry's Steak;97 Pearl St;Financial District;New York;NY;Steakhouses;;(212-785-9200);"MenuPages; TimeOut"
Haru;1329 3rd Ave;Financial/Battery Pk;New York;NY;Japanese;$$;(212-452-2230);"MenuPages; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities; NYTimes"
Haru;280 Park Ave;Financial/Battery Pk;New York;NY;Japanese;$$;(212-452-2230);"MenuPages; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities; NYTimes"
Haru;220 Park Ave S;Financial/Battery Pk;New York;NY;Japanese;$$;(212-452-2230);"MenuPages; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities; NYTimes"
Haru;433 Amsterdam Ave;Financial/Battery Pk;New York;NY;Japanese;$$;(212-452-2230);"MenuPages; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities; NYTimes"
Haru;1 Wall St;Financial/Battery Pk;New York;NY;Japanese;$$;(212-452-2230);"MenuPages; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities; NYTimes"
Haru;205 W 43rd St;Financial/Battery Pk;New York;NY;Japanese;$$;(212-452-2230);"MenuPages; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities; NYTimes"
Haru1329;3rd Ave;Financial/Battery Pk;New York;NY;Japanese;$$;(212-452-2230);"MenuPages; NYMag; FoodBuzz; VillageVoice; TimeOut; SavoryCities; NYTimes"
Haru205 W;W 43rd St;;New York;NY;;;;MenuPages
Hasaki210 E;W 9th St;;New York;NY;;;;MenuPages
Haveli100;2nd Ave;;New York;NY;;;;MenuPages
Haven;244 E 51st St;Midtown East;New York;NY;;;;"MenuPages; SavoryCities"
Haven244 E;W 51st St;Midtown East;New York;NY;;;;"MenuPages; SavoryCities"
Hayashi Ya;857 9th Ave;;New York;NY;;;;MenuPages
Hea;145 E 13th St;East Village;New York;NY;Pan-Asian / Japanese;$$$;(212-982-1688);"MenuPages; FoodBuzz; VillageVoice; TimeOut; SavoryCities"
Hea145 E;E 13th St;;New York;NY;;;;MenuPages
Health Conscious Express;45 1st Avenue;East Village;New York;NY;Vegetarian & Organic;;(212-677-8192);"MenuPages; TimeOut"
Health Conscious Express (CLOSED);45 1st Avenue;East Village;New York;NY;Vegetarian & Organic;;(212-677-8192);"MenuPages; TimeOut"
Health King;642 Lexington Ave;;New York;NY;;;;MenuPages
Health King;526 7th Ave;;New York;NY;;;;MenuPages
Healthalicious;1594 2nd Ave;;New York;NY;;;;MenuPages
Heartbeat at W New York;541 Lexington Ave;;New York;NY;;;;MenuPages
Hearth403 E;W 12th St;;New York;NY;;;;MenuPages
Heartland Brewery & Beer Hall;93 South St;;New York;NY;;;;MenuPages
Heartland Brewery & Rotisserie;350 5th Ave;;New York;NY;;;;MenuPages
Heartland Brewery Chop House;127 W 43rd St;;New York;NY;;;;"MenuPages; DiningGuide; ActiveDiner"
Hector's;44 Little W 12th St;Meatpacking District;New York;NY;;;;"MenuPages; NYMag"
Heidelberg Restaurant;1648 2nd Ave;Upper East Side;New York;NY;;;;"MenuPages; NYMag; ActiveDiner"
Hell's Kitchen;679 9th Ave;Hell's Kitchen;New York;NY;Mexican;$$$;(212-977-1588);"MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Hello Deli;213 W 53rd St;;New York;NY;;;;MenuPages
Hells Kitchen Pizza;691 10th Ave;Hell's Kitchen;New York;NY;Mexican;$$$;(212-977-1588);"MenuPages; DiningGuide; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Heng;2 Thai Bistro752 10th Ave;;New York;NY;;;;MenuPages
Henry's;2745 Broadway;Upper West Side;New York;NY;American;;(212-866-0600);"MenuPages; NYMag; TimeOut; SavoryCities; NYTimes"
Henry's27;45 Broadway;Upper West Side;New York;NY;American;;(212-866-0600);"MenuPages; NYMag; TimeOut; SavoryCities; NYTimes"
Hermanos Ecuatorianos;2105 1st Avenue;;New York;NY;;;;MenuPages
Hi Life;477 Amsterdam Ave;;New York;NY;;;;MenuPages
Hi Life;1503 2nd Ave;;New York;NY;;;;MenuPages
Hi Life15;3 2nd Ave;;New York;NY;;;;MenuPages
Hi Life47;7 Amsterdam Ave;;New York;NY;;;;MenuPages
Hibernia;401 W 50th St;;New York;NY;;;;MenuPages
Hidden City Cafe;132 E 24th St;;New York;NY;;;;MenuPages
HighBar;251 W 48th St;;New York;NY;;;;MenuPages
HighBar25;1 W 48th St;;New York;NY;;;;MenuPages
Highlands Cafe Restaurant;1505 3rd Ave;;New York;NY;;;;"MenuPages; ActiveDiner"
Highline Cafe;360 9th Ave;;New York;NY;;;;MenuPages
Hill Country;30 W 26th St;;New York;NY;;;;"MenuPages; DiningGuide"
Hillstone;153 E 53rd St;;New York;NY;;;;MenuPages
Hing Won;48 W 48th St;Midtown West;New York;NY;Chinese;;(212-719-1451);"MenuPages; TimeOut"
Hiro;84 E 10th St;East Village;New York;NY;;;;"MenuPages; NYMag; SavoryCities"
Hiro84 E;W 10th St;East Village;New York;NY;;;;"MenuPages; NYMag; SavoryCities"
Hiroko's Place;75 Thompson St;Soho;New York;NY;;;;"MenuPages; NYMag; VillageVoice"
Hiroshi;585 3rd Ave;East Village;New York;NY;;;;"MenuPages; NYMag; SavoryCities"
Hiroshi58;5 3rd Ave;;New York;NY;;;;MenuPages
Hispaniola;839 W 181st St;Wash Hts/Inwood;New York;NY;Asian / Caribbean;$$;(212-740-5222);"MenuPages; NYMag; FoodBuzz; TimeOut"
Ho Lee;2493 7th Ave;;New York;NY;;;;MenuPages
Ho Lee II;3750 Broadway;;New York;NY;;;;MenuPages
Ho Lee249;3 7th Ave;;New York;NY;;;;MenuPages
Hokkaido;1817 2nd Ave;Upper East Side;New York;NY;;;;"MenuPages; NYMag"
Holy Basil;149 2nd Ave;;New York;NY;;;;MenuPages
Home;532 W 27th St;;New York;NY;;;;MenuPages
Home on;8th Ave;;New York;NY;;;;MenuPages
Home532 W;W 27th St;;New York;NY;;;;MenuPages
Homer's48;7 Amsterdam Ave;;New York;NY;;;;MenuPages
Homestyle Deli;1142 1st Avenue;;New York;NY;;;;MenuPages
Hon Cafe;70 Mott St;;New York;NY;;;;MenuPages
Honey;243 W 14th St;;New York;NY;;;;MenuPages
Honey243 W;E 14th St;;New York;NY;;;;MenuPages
Hong Garden;2515 7th Ave;;New York;NY;;;;MenuPages
Hong Kong;1703 Lexington Ave;E. Village;New York;NY;;;;"MenuPages; NYTimes"
Hong Kong;288 8th Ave;E. Village;New York;NY;;;;"MenuPages; NYTimes"
Hong Kong Noodle ll;174 Lexington Ave;Chelsea;New York;NY;;;;"MenuPages; NYTimes"
Hong Kong Station;45 Bayard St;;New York;NY;;;;MenuPages
Hong Wong;300 Grand St;;New York;NY;;;;MenuPages
Hooters;211 W 56th St;Midtown West;New York;NY;;;;"MenuPages; NYTimes"
Hooters21;1 W 56th St;Midtown West;New York;NY;;;;"MenuPages; NYTimes"
Hop Devil Grill;129 St Marks Pl;East Village;New York;NY;American / nan;;(212-533-4467);"MenuPages; TimeOut"
Hop Kee;21 Mott St;Chinatown;New York;NY;Chinese;;(212-962-6475);"MenuPages; NYMag; TimeOut"
Hop Shing Restaurant;9 Chatham Square;;New York;NY;;;;"MenuPages; ActiveDiner"
Hop Won;139 E 45th St;;New York;NY;;;;MenuPages
Hop Won13;9 E 45th St;;New York;NY;;;;MenuPages
Horus Cafe;293 E 10th St;;New York;NY;;;;"MenuPages; ActiveDiner"
Hot & Crusty;1276 Lexington Ave;;New York;NY;;;;MenuPages
Hot & Crusty;2387 Broadway;;New York;NY;;;;MenuPages
Hot & Crusty;1201 2nd Ave;;New York;NY;;;;MenuPages
Hot & Crusty;2393 Broadway;;New York;NY;;;;MenuPages
Hot & Crusty;84 E 42nd St;;New York;NY;;;;MenuPages
Hot & Crusty;2720 Broadway;;New York;NY;;;;MenuPages
Houndstooth Pub;520 8th Ave;Midtown West;New York;NY;British & Irish;;(212-643-0034);"MenuPages; TimeOut"
Hourglass Tavern;375 W 46th St;;New York;NY;;;;MenuPages
Houston Village Farm;61 1st Avenue;;New York;NY;;;;MenuPages
Houston's;153 E 53rd St;;New York;NY;;;;MenuPages
Houston's;378 Park Ave S;;New York;NY;;;;MenuPages
Houston's Bagel & Grill;283 E Houston St;;New York;NY;;;;MenuPages
How Sweet It Is;157 Allen St;Lower East Side;New York;NY;Cafés & diners / nan;;(212-777-0418);"MenuPages; TimeOut"
How Sweet It Is (CLOSED);157 Allen St;Lower East Side;New York;NY;Cafés & diners / nan;;(212-777-0418);"MenuPages; TimeOut"
Hoy Wong Restaurant;81 Mott St;;New York;NY;;;;MenuPages
Hsin Wong Restaurant;72 Bayard St;;New York;NY;;;;MenuPages
Hua Du;31 Division St;;New York;NY;;;;MenuPages
Hua Yung Kitchen;4131 Broadway;;New York;NY;;;;MenuPages
Huan Ji Food Court;114 Eldridge St;;New York;NY;;;;MenuPages
Huan's Kitchen;1003 Columbus Ave;;New York;NY;;;;MenuPages
Hudson Coffee Bar;350 Hudson St;West Village;New York;NY;American;;(212-229-2727);"MenuPages; TimeOut"
Hudson Falafel;516 Hudson St;;New York;NY;;;;MenuPages
Hudson Place;538 3rd Ave;Murray Hill/Kips Bay;New York;NY;;;;"MenuPages; NYMag; ActiveDiner"
Hudson Square Cafe;480 Canal St;;New York;NY;;;;MenuPages
Hudson Yards Cafe;450 10th Ave;Hell's Kitchen;New York;NY;American;;(212-239-4606);"MenuPages; NYMag; TimeOut"
Hudson's Square Food Court;333 Hudson St;;New York;NY;;;;"MenuPages; ActiveDiner"
Hummus Kitchen;768 9th Ave;Midtown West;New York;NY;Middle Eastern;;(212-333-3009);"MenuPages; TimeOut"
Hummus Place;71 7th Ave S;;New York;NY;;;;MenuPages
Hummus Place;305 Amsterdam Ave;;New York;NY;;;;MenuPages
Hunan Delight Matsuya Sushi;1467 York Ave;;New York;NY;;;;MenuPages
Hunan Lake;493 2nd Ave;;New York;NY;;;;MenuPages
Hunter Deli;966 Lexington Ave;;New York;NY;;;;MenuPages
Hurley's;232 W 48th St;;New York;NY;;;;"MenuPages; DiningGuide"
I Heart New York Pizza;900 St Nicholas Ave;;New York;NY;;;;MenuPages
I Sodi;105 Christopher St;West Village;New York;NY;Italian;$$$;(212-414-5774);"MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities"
I Tre Merli;463 W Broadway;;New York;NY;;;;"MenuPages; ActiveDiner"
I Vandali;1590 1st Avenue;Upper East Side;New York;NY;Italian;;(212-585-3339);"MenuPages; ActiveDiner; TimeOut"
III L's Pizzeria;1(fka Downtown Pizza)315 Broadway 1 Btwn Thomas & Duane St;;New York;NY;;;;MenuPages
III L's Pizzeria;0(fka Downtown Pizza)315 Broadway;;New York;NY;;;;MenuPages
Ichiban;409 8th Ave;;New York;NY;;;;MenuPages
Ichie Japanese Restaurant;53 W 106th St;;New York;NY;;;;MenuPages
Ichiro;2nd Ave;;New York;NY;;;;MenuPages
Ichiro;165 Front St;;New York;NY;;;;MenuPages
Ichiro169;4 2nd Ave;;New York;NY;;;;MenuPages
Icon;130 E 39th St;;New York;NY;;;;MenuPages
Icon130 E;W 39th St;;New York;NY;;;;MenuPages
Identity;511 E 6th St;;New York;NY;;;;MenuPages
Iggy's New York Karaoke Lounge;1452 2nd Ave;;New York;NY;;;;MenuPages
Iguana;240 W 54th St;;New York;NY;;;;"MenuPages; DiningGuide; FoodBuzz"
Iguana240 W;W 54th St;;New York;NY;;;;"MenuPages; FoodBuzz"
