restaurant;addressGoogle;neighborhood;country;country_code;type;cost;phone
Woolworth Tower Kitchen;233 Broadway;Financial District;New York;NY;American;;(212-571-2930)
Word of Mouth Caterers;455 5th Ave;;New York;NY;;;
Wow Cafe;381 Broadway;;New York;NY;;;
Wrap Star;1315 1st Avenue;;New York;NY;;;
Wrap Star;94 Fulton St;;New York;NY;;;
Wrap Star;712 3rd Ave;;New York;NY;;;
Wrap-N-Run Grill;1125 Lexington Ave;;New York;NY;;;
Wrap-N-Run Grill;788 Lexington Ave;;New York;NY;;;
Xai Xai36;5 W 51st St;;New York;NY;;;
Xe Lua;86 Mulberry St;;New York;NY;;;
Xiang Dragon;2331 1st Avenue;;New York;NY;;;
Xicala;151B Elizabeth St;;New York;NY;;;
Xunta174;1st Avenue;;New York;NY;;;
Yaffa's Tea Room;353 Greenwich St;Tribeca;New York;NY;Eclectic;;(212-274-9403)
Yagura;24 E 41st St;;New York;NY;;;
Yagura24 E;E 41st St;;New York;NY;;;
Yama;38 Carmine St;;New York;NY;;;
Yama;49 Irving Pl;;New York;NY;;;
Yama308 E;W 49th St;;New York;NY;;;
Yan Yan;363 3rd Ave;;New York;NY;;;
Yan Yan36;3 3rd Ave;;New York;NY;;;
Yang Fan;908 St Nicholas Ave;;New York;NY;;;
Yatra32 W;E 31st St;;New York;NY;;;
Yaya Tea Garden;163 Hester St;;New York;NY;;;
Yeah Sushi;544 3rd Ave;;New York;NY;;;
Yerba Buena;23 Avenue A;East Village;New York;NY;Latin American;;(212-529-2919)
Ying Du;273 W 38th St;;New York;NY;;;
Yip's;18 Beaver St;;New York;NY;;;
Yo Berry;48b Mulberry St;;New York;NY;;;
Yo Sushi;351 2nd Ave;;New York;NY;;;
Yoan Ming Garden;1407 Madison Ave;;New York;NY;;;
Yogee Noodle;85 Chrystie St;;New York;NY;;;
Yogurtland;267 Bleecker St;West Village;New York;NY;Eclectic;;(212-206-1824)
Yoguruto;204 Spring St;;New York;NY;;;
Yolato;180 Lafayette St;;New York;NY;;;
Yolato;2286 Broadway;;New York;NY;;;
Yolato;125 Park Ave;;New York;NY;;;
Yolato;168 W 27th St;;New York;NY;;;
Yolato168 W;W 27th St;;New York;NY;;;
Yolato228;6 Broadway;;New York;NY;;;
Yorganic;3 Hanover Square;Financial District;New York;NY;Food or Beverage Shop;;(212-968-9700)
Yorganic;805 3rd Ave;Financial District;New York;NY;Food or Beverage Shop;;(212-968-9700)
Yorganic (CLOSED);805 3rd Ave;;New York;NY;;;
York Pizza & Pita Cafe;436 E 72nd St;;New York;NY;;;
York Villa Pizzeria;1477 York Ave;;New York;NY;;;
Yorkville Restaurant;242 E 79th St;;New York;NY;;;
Yoshi Sushi;131 Avenue A;East Village;New York;NY;Japanese;;(212-420-5909)
Young Chow;145 4th Ave;;New York;NY;;;
Your Taste;100 W 23rd St;;New York;NY;;;
YourAsian;90 Chambers St;;New York;NY;;;
YourAsian (CLOSED);90 Chambers St;;New York;NY;;;
Yozakura;168 Ludlow St;Lower East Side;New York;NY;Japanese;;(212-260-2066)
Yuka1557;2nd Ave;;New York;NY;;;
Yuko;1531 York Ave;;New York;NY;;;
Yum Yum;3658 9th Ave;Midtown West;New York;NY;Thai;;(212-956-0639)
Yummy;1758 1st Avenue;;New York;NY;;;
Yummy Station Cafe;28 Canal St;;New York;NY;;;
Yummy Sushi;30 Rockefeller Plaza;;New York;NY;;;
Yummy Village;95 MacDougal St;;New York;NY;;;
Yummy1758;1st Avenue;;New York;NY;;;
Yung Sun;47 E Broadway;;New York;NY;;;
Yura On Madison;1292 Madison Ave;;New York;NY;;;
Yushi;250 Vesey St;;New York;NY;;;
Yuva230 E;W 58th St;;New York;NY;;;
Z Gourmet;100 W 40th St;;New York;NY;;;
Z-F Gourmet Deli;165 3rd Ave;;New York;NY;;;
Za Za1207;1st Avenue;;New York;NY;;;
Zabar's Cafe;2245 Broadway;Upper West Side;New York;NY;Deli;$;
Zafis Luncheonette;500 Grand St;;New York;NY;;;
Zaitzeff;18 Avenue B;East Village;New York;NY;American;;(212-477-7137)
Zampa;306 W 13th St;;New York;NY;;;
Zampa306 W;E 13th St;;New York;NY;;;
Zana Restaurant;30 E 30th St;;New York;NY;;;
Zanny's Cafe;975 Columbus Ave;;New York;NY;;;
Zanzibar;645 9th Ave;;New York;NY;;;
Zarela953;2nd Ave;;New York;NY;;;
Zaro's Bakery;920 Broadway;;New York;NY;;;
Zaytuna;17 Battery Pl;;New York;NY;;;
Ze Cafe;398 E 52nd St;Midtown East;New York;NY;Eclectic;;(212-758-1944)
Ze Cafe39;8 E 52nd St;;New York;NY;;;
Zemi Restaurant;130 9th Ave;;New York;NY;;;
Zenith311 W;W 48th St;;New York;NY;;;
Zephyr Grill;1 Mitchell Pl;;New York;NY;;;
Zereoue;13 E 37th St;Midtown East;New York;NY;African: West African;;(212-679-9355)
Zereoue13 E;W 37th St;;New York;NY;;;
Zerza;308 E 6th St;;New York;NY;;;
Zerza Mediterrano;308 E 6th St;East Village;New York;NY;Moroccan;;(212-529-8250)
Zest;1441 Broadway;;New York;NY;;;
Zest (CLOSED);1441 Broadway;;New York;NY;;;
Zesty Pizza & Deli;1693 3rd Ave;;New York;NY;;;
Zeytinz;24 W 40th St;;New York;NY;;;
Zeytinz24 W;W 40th St;;New York;NY;;;
Zhong Hua;844 Amsterdam Ave;;New York;NY;;;
Zhong Hua;23 W 100th St;;New York;NY;;;
Zibetto;102 Fulton St;;New York;NY;;;
Zibetto;1385 6th Ave;;New York;NY;;;
Zibetto;c;;New York;NY;;;
Zibetto10;2 Fulton St;;New York;NY;;;
Ziggiz333;3rd Ave;;New York;NY;;;
Zipper Factory Tavern;336 W 37th St;;New York;NY;;;
Zipper Factory Tavern (CLOSED);336 W 37th St;;New York;NY;;;
Zocalo;89 E 42nd St;;New York;NY;;;
ZocaloGrand Central Terminal;At;;New York;NY;;;
Zorba's Pizza;1426 Lexington Ave;;New York;NY;;;
Zorzi1 E;W 35th St;;New York;NY;;;
Zucchero e Pomodori;1435 2nd Ave;;New York;NY;;;
Zucker's Bagels & Smoked Fish;146 Chambers St;;New York;NY;;;
Zutto;77 Hudson St;TriBeCa;New York;NY;Sushi;$$;
ama;48 MacDougal St;;New York;NY;;;
at;65 Cafe1941 Broadway;;New York;NY;;;
at Nicole Farhi;75 9th Ave;;New York;NY;;;
at65 Cafe;1941 Broadway;;New York;NY;;;
bagelry;429 3rd Ave;;New York;NY;;;
bagelry42;9 3rd Ave;;New York;NY;;;
banc cafe;431 3rd Ave;Midtown East;New York;NY;French;;(212-252-0146)
betto;1385 6th Ave;;New York;NY;;;
bite;211 E 14th St;;New York;NY;;;
bite;335 Lafayette St;;New York;NY;;;
bite211 E;E 14th St;;New York;NY;;;
bobo;181 W 10th St;;New York;NY;;;
bobo181 W;W 10th St;;New York;NY;;;
chickpea;210 E 14th St;;New York;NY;;;
chickpea;147 E Houston St;;New York;NY;;;
chickpea (CLOSED);210 E 14th St;;New York;NY;;;
d'espresso;100 Stanton St;;New York;NY;;;
d.b.a.;41 1st Avenue;;New York;NY;;;
d.b.a.41;1st Avenue;;New York;NY;;;
daBhang Cafe;45 W 8th St;Greenwich Village;New York;NY;Cafés & diners;;(212-475-1711)
davidburke & donatella;133 E 61st St;Upper East Side;New York;NY;American;$$$$;(212-813-2121)
de Cafe;4842 Broadway;;New York;NY;;;
de Cafe48;42 Broadway;;New York;NY;;;
de Febrero;1242 St Nicholas Ave;;New York;NY;;;
dishes;89 E 42nd St;;New York;NY;;;
dishes;48 0grand central terminal;;New York;NY;;;
dishes;6 E 45th St;;New York;NY;;;
dishes;58 Grand Central Terminal;;New York;NY;;;
dishes;399 Park Ave;;New York;NY;;;
dishes6 E;W 45th St;;New York;NY;;;
eet;75 Varick St;;New York;NY;;;
eet (CLOSED);75 Varick St;;New York;NY;;;
fu Sushi;182 Avenue B;;New York;NY;;;
galanga14;9 West 4th Street;;New York;NY;;;
go;30 St Marks Pl;;New York;NY;;;
good;89 Greenwich Ave;;New York;NY;;;
goodburger;800 2nd Ave;;New York;NY;;;
goodburger;23 W 45th St;;New York;NY;;;
goodburger;636 Lexington Ave;;New York;NY;;;
ilili;236 5th Ave;Gramercy/Flatiron;New York;NY;Middle Eastern;;(212-683-2929)
ilili236;5th Ave;Gramercy/Flatiron;New York;NY;Middle Eastern;;(212-683-2929)
kobe club;68 W 58th St;;New York;NY;;;
lilli and loo;792 Lexington Ave;;New York;NY;;;
lime leaf;2799 Broadway;;New York;NY;;;
lime leaf;128 W 72nd St;;New York;NY;;;
nd Ave Farm;940 2nd Ave;;New York;NY;;;
nd Avenue Deli;162 E 33rd St;;New York;NY;;;
nd Gourmet Deli;434 E 72nd St;;New York;NY;;;
nd St Bagel;130 W 72nd St;;New York;NY;;;
p*ong;150 W 10th St;Greenwich Village;New York;NY;Dessert / Cafés & diners;$$;(212-929-0898)
p*ong150 W;W 10th St;;New York;NY;;;
pukk;75 1st Avenue;;New York;NY;;;
spoon;17 W 20th St;;New York;NY;;;
spoon17 W;W 20th St;;New York;NY;;;
st St Bakery & Deli;808 W 181st St;;New York;NY;;;
taim;222 Waverly Pl;;New York;NY;;;
tara thai;137 1st Avenue;;New York;NY;;;
tbsp;17 W 20th St;;New York;NY;;;
tbsp17 W;W 20th St;;New York;NY;;;
teany;90 Rivington St;;New York;NY;;;
th Avenue Pizza;256 10th Ave;;New York;NY;;;
th Avenue Pizzeria;791 9th Ave;;New York;NY;;;
th Street Winecellar;28 W 8th St;;New York;NY;;;
the hideaway;185 Duane St;Tribeca;New York;NY;American Creative;;(212-334-5775)
tre;173 Ludlow St;;New York;NY;;;
wd-;5050 Clinton St;;New York;NY;;;
wichcraft;0Union Square;Midtown East;New York;NY;Cafés & diners;;(212-780-0577)
wichcraft;1 Park Ave;Midtown East;New York;NY;Cafés & diners;;(212-780-0577)
Ammos Estiatorio;52 Vanderbilt Ave btwn 44th and 45th Sts;Midtown East;New York;NY;;;
Cannonau;205 E 4th St btwn Aves A and B;East Village;New York;NY;;;
Fishtail by David Burke;135 E 62nd St;Upper East Side;New York;NY;;;
Fulton;3rd Ave;Upper East Side;New York;NY;;;
Gaby Restaurant;44 W 45th St;Midtown West;New York;NY;;;
Il Corso;19 W 55th St;Midtown West;New York;NY;;;
Inagiku;111 E 48th St;Midtown East;New York;NY;;;
Kouzan;685 Amsterdam Ave btwn 93rd and 94th Sts;Upper West Side;New York;NY;;;
Michael's;6th Ave;Midtown West;New York;NY;;;
Quality Meats;6th Ave;Midtown West;New York;NY;;;
Rhong-Tiam;541 LaGuardia Pl btwn W 3rd and...;Greenwich Village;New York;NY;;;
South Gate;160 Central Park S;Midtown West;New York;NY;;;
The Mermaid Inn;568 Amsterdam Ave btwn 87th and 88th Sts;East Village;New York;NY;;;
The Mermaid Inn Uptown;568 Amsterdam Ave btwn 87th and 88th Sts;Upper West Side;New York;NY;;;
The Post House;28 E 63rd St;Upper East Side;New York;NY;;;
Vai Restaurant;225 W 77th St;Upper West Side;New York;NY;;;
10 Downing Food and Wine;10 Downing St;West Village;New York;NY;American Creative;;(212-255-0300)
212 Restaurant & Bar;133 E 65th St;Upper East Side;New York;NY;American Creative;;(212-249-6565)
3 J's Pizza;1603 2nd Ave;;New York;NY;;;
44 Restaurant;44 W 44th St;;New York;NY;;;
5 Brothers Gourmet Market;689 10th Ave;;New York;NY;;;
5 Ninth Restaurant;5 9th Ave;;New York;NY;;;
88 Noodle & Oriental House;565 Columbus Ave;;New York;NY;;;
Abboccato Restaurant;136 W 55th St;;New York;NY;;;
Adour Alain Ducasse;Two E 55th St;;New York;NY;;;
Ago Restaurant;377 Greenwich St;;New York;NY;;;
Aix Restaurant;2398 Broadway;;New York;NY;;;
Aja Asian Bistro and Lounge;432 6th Ave;;New York;NY;;;
Akita Sushi;1771 1st Avenue;;New York;NY;;;
Alamo Restaurant;304 E 48th St;;New York;NY;;;
Aleo Restaurant;7 W 20th St;East Village;New York;NY;American Creative;;(212-358-8400)
Alto Restaurant;520 Madison Ave;;New York;NY;;;
American (Show All);9 Jones St;;New York;NY;;;
American (Show All);Inside Battery Park;;New York;NY;;;
American (Show All);116 E 16th St;;New York;NY;;;
American (Show All);152 W 52nd St;;New York;NY;;;
American (Show All);885 2nd Ave;;New York;NY;;;
American (Show All);2315 Broadway;;New York;NY;;;
American (Show All);45 E 20th St;;New York;NY;;;
American Burger Co.;100 W 32nd St;;New York;NY;;;
American Gourmet Foods Deli;831 6th Ave;;New York;NY;;;
American Spirits Grill;1744 2nd Ave;;New York;NY;;;
Angelo & Maxie's;233 Park Ave;;New York;NY;;;
Annisa Restaurant;13 Barrow St;;New York;NY;;;
Arabelle at the Hotel Plaza Athenee;37 E 64th St;;New York;NY;;;
Arby's;100 W 33rd St;;New York;NY;;;
Archipelago SoHo;333 Hudson St;Soho;New York;NY;Japanese;;(212-243-3345)
Asia de Cuba New York;237 Madison Ave;Midtown East;New York;NY;Asian: Pan-Asian;;(212-726-7755)
Asiana Restaurant and Bar;120 E 34th St;;New York;NY;;;
Atomic Wings;1644 3rd Ave;;New York;NY;;;
Auntie Anne's Pretzels;664 8th Ave;;New York;NY;;;
Avi and David's;1046 3rd Ave;;New York;NY;;;
Avra Estiatorio;141 E 48th St;Midtown East;New York;NY;Greek;$$$$;
Azza;136E E 55th St;Midtown East;New York;NY;;;
B & T Supreme Pizza;132 East 86th St;;New York;NY;;;
BLT Fish Bistro Laurent Tourondel;21 W 17th St;;New York;NY;;;
BLT Fish Bistro Laurent Tourondel;111 E 22nd St;;New York;NY;;;
BLT Steak, Bistro Laurent Tourondel;106 E 57th St;;New York;NY;;;
Bagel & Bean;828 7th Ave;;New York;NY;;;
Bagicha;226 W 79th St;;New York;NY;;;
Baluchi's West 56th Street;240 W 56th St;;New York;NY;;;
Bangkok House;360 W 43rd St;;New York;NY;;;
Barbuto Restaurant;775 Washington St;;New York;NY;;;
Baton Rouge Restaurant & Lounge;458 W 145th St;;New York;NY;;;
Battery Gardens Restaurant;Inside Battery Park;;New York;NY;;;
Beacon Restaurant;25 W 56th St;;New York;NY;;;
Bellini;208 E 52nd St;;New York;NY;;;
Belluno;340 Lexington Ave;;New York;NY;;;
Ben & Jerry's;89 E 42nd St;;New York;NY;;;
Ben & Jerry's;680 8th Ave;;New York;NY;;;
Ben's Kosher Delicatessen;W 38th St;;New York;NY;;;
Benihana Japanese Steak House;47 W 56th St;;New York;NY;;;
Bergdorf Goodman;2 W 58th St;;New York;NY;;;
Berger's Delicatessen;44 W 47th St;;New York;NY;;;
Best Pizza;1038 1st Avenue;;New York;NY;;;
Big Nick's Burger Joint and Pizza Joint;2175 Broadway;Upper West Side;New York;NY;American;$;
Bivio Restaurant;637 Hudson St;;New York;NY;;;
Bobby Van's Steakhouse;230 Park Ave;Midtown East;New York;NY;Steakhouse;$$$;
Bocca Restaurant;39 E 19th St;;New York;NY;;;
Body Restaurant and Lounge Harlem;701 W 135th St;;New York;NY;;;
Bolo Restaurant & Bar;23 E 22nd St;;New York;NY;;;
Boom Restaurant;152 Spring St;;New York;NY;;;
Bottino Restaurant;246 10th Ave;;New York;NY;;;
Bouley Bakery Restaurant;120 W Broadway;;New York;NY;;;
Braeburn Restaurant;117 Perry St;;New York;NY;;;
Brasserie 52;772 9th Ave;;New York;NY;;;
Brian Deli;153 Amsterdam Ave;;New York;NY;;;
Burger King;130 W 125th St;;New York;NY;;;
Burger King;226 East 86th St;;New York;NY;;;
Burger King;485 5th Ave;;New York;NY;;;
Burger King;129 E 47th St;;New York;NY;;;
Burger King;182 Broadway;;New York;NY;;;
Burger King;146 Delancey St;;New York;NY;;;
Burritoville;1487 2nd Ave;;New York;NY;;;
Cafe 82;2282 Broadway;;New York;NY;;;
Cafe Gray;10 Columbus Cir;;New York;NY;;;
Cafe On Broadway;2350 Broadway;;New York;NY;;;
Cafe Pierre;5th Ave & E 61st St;;New York;NY;;;
Cafe Socialista;505 W 37th St;;New York;NY;;;
Capital Grille New York City;155 E 42nd St;Midtown East;New York;NY;Steakhouse;$$$$;
Caroline's Comedy Nation Restaurant;1626 Broadway;;New York;NY;;;
Carve Unique Sandwiches;760 8th Ave;;New York;NY;;;
Casa Brasil;316 E 53rd St;;New York;NY;;;
Caviar & Banana Brasserio;12 E 22nd St;;New York;NY;;;
Centro Vinoteca;74 7th Ave;;New York;NY;;;
Cesca Restaurant;164 W 75th St;;New York;NY;;;
Chanto;133 7th Ave S;;New York;NY;;;
Charley's Grilled Subs;100 W 33rd St;;New York;NY;;;
Chef Roland's;1354 Amsterdam Ave;;New York;NY;;;
China Evian;144 W 46th St;;New York;NY;;;
China Place;3141 Broadway At W. 123rd St.;;New York;NY;;;
Chipotle Mexican Grill;55 E 8th St;;New York;NY;;;
Chipotle Mexican Grill;129 W 48th St;;New York;NY;;;
Chubo Restaurant;6 Clinton St;;New York;NY;;;
Chumley's;86 Bedford St;;New York;NY;;;
Ciaobella Ristorante Lounge;1640 2nd Ave;;New York;NY;;;
Cinnabon;901 6th Ave;;New York;NY;;;
Coffee & Desserts (Show All);195 Grand St;;New York;NY;;;
Columbus Cafe;556 Columbus Ave;;New York;NY;;;
Compass Restaurant New York;208 W 70th St;;New York;NY;;;
Concord Garden Chinese & Thai Cuisine;990 Amsterdam Ave;;New York;NY;;;
Conservatory;15 Central Park West;;New York;NY;;;
Core One Nine One;191 Orchard St;Lower East Side;New York;NY;American Creative;;(212-228-9888)
Cosi;54 Pine St;;New York;NY;;;
Cosi;257 Park Ave;;New York;NY;;;
Craft Restaurant;43 E 19th St;;New York;NY;;;
Cru Restaurant;24 5th Ave;;New York;NY;;;
D and S Pizza;691 10th Ave;;New York;NY;;;
Da Nico Ristorante;164 Mulberry St;;New York;NY;;;
Danny's Grand Sea Palace;346 W 46th St;;New York;NY;;;
Danube;30 Hudson St;TriBeCa;New York;NY;Austrian;$$$$$;
Decade;1117 1st Avenue;;New York;NY;;;
Del Frisco's of New York;1221 Avenue of the Americas;;New York;NY;;;
Del Posto Ristorante;85 10th Ave;;New York;NY;;;
Dip Cafe;416 3rd Ave;;New York;NY;;;
Domino's Pizza;943 1st Avenue;;New York;NY;;;
Domino's Pizza;799 E 13th St;;New York;NY;;;
Dunkin Doughnuts;132 Nassau St;;New York;NY;;;
Dunkin' Donuts;105 W 125th St;;New York;NY;;;
Dunkin' Donuts;1391 Madison Ave;;New York;NY;;;
Dunkin' Donuts;1630 Madison Ave;;New York;NY;;;
Dunkin' Donuts;15 Pennsylvania Plaza;;New York;NY;;;
Dunkin' Donuts;1024 1st Avenue;;New York;NY;;;
Earl's Restaurant Bar;560 3rd Ave;;New York;NY;;;
El Puerto Seafood & Fish Market;511 W 125th St;;New York;NY;;;
Emack & Bolio's;1st Avenue & E 81st St;;New York;NY;;;
Epoque;401 W 50th St;;New York;NY;;;
Erminia Ristorante;250 E 83rd St;;New York;NY;;;
Etrusca Restaurant;125 W 53rd St;;New York;NY;;;
Euro Diner;738 8th Ave;;New York;NY;;;
Euzkadi Restaurant;108 E 4th St;;New York;NY;;;
Expensive;1633 2nd Ave;;New York;NY;;;
Expensive;1600 Broadway;;New York;NY;;;
Famiglia;686 8th Ave;;New York;NY;;;
Fantino;112 Central Park S;;New York;NY;;;
Fast Food & Chains (Show All);221 7th Ave;;New York;NY;;;
Ferrara's Cafe Italiano;195 Grand St;;New York;NY;;;
Financier Patisserie;35 Cedar St;;New York;NY;;;
Firebird Russian Restaurant;365 W 46th St;;New York;NY;;;
Five Napkin Burger;630 9th Ave;;New York;NY;;;
Foley's Fish House;714 7th Ave;;New York;NY;;;
Frank's;410 W 12th St;;New York;NY;;;
Fresh Restaurant;105 Reade St;;New York;NY;;;
Funky Nassau;127 E 7th St;;New York;NY;;;
Gaby Restaurant;44 W 45th St;;New York;NY;;;
Garden Of Ono;18 9th Ave;;New York;NY;;;
Geisha Restaurant;33 E 61st St;;New York;NY;;;
Genki Sushi;9 E 46th St;;New York;NY;;;
Geronimo;1600 3rd Ave;;New York;NY;;;
Gizzi's Coffee;16 W 8th St;;New York;NY;;;
Good Friend Restaurant;3210 Broadway;;New York;NY;;;
Gordon Ramsay;151 W 54th St;Midtown West;New York;NY;French;$$$$$;
Gramercy 24;323 3rd Ave;;New York;NY;;;
Grand Tier Restaurant;150 W 65th St;;New York;NY;;;
Great China Chinese Restaurant;1461 Amsterdam Ave;;New York;NY;;;
Grill 21;346 E 21st St;;New York;NY;;;
HQ New York Bistro;90 Thompson St;;New York;NY;;;
Harlem Tea Room;1793A Madison Ave;;New York;NY;;;
Houlihan's;2 Pennsylvania Plaza;;New York;NY;;;
Hurricane Island;1303 3rd Ave;;New York;NY;;;
II Mulino;86 W 3rd St;;New York;NY;;;
Ida Mae Kitchen -n- Lounge;111 W 38th St;;New York;NY;;;
Il Buco Restaurant;47 Bond St;;New York;NY;;;
In Vino Wine Bar and Restaurant;215 E 4th St;;New York;NY;;;
Inexpensive;3 E 37th St;;New York;NY;;;
Inexpensive;738 8th Ave;;New York;NY;;;
Insomnia Cookies;148 West 4th Street;;New York;NY;;;
International (Show All);45 Tudor City Pl;;New York;NY;;;
International (Show All);537 9th Ave;;New York;NY;;;
International (Show All);19 W 44th St;;New York;NY;;;
International (Show All);2315 Broadway;;New York;NY;;;
International (Show All);45 E 20th St;;New York;NY;;;
International (Show All);105 Hudson St;;New York;NY;;;
International (Show All);430 Lafayette St;;New York;NY;;;
International (Show All);768 Madison Ave;;New York;NY;;;
Italian (Show All);191 7th Ave;;New York;NY;;;
Italian (Show All);355 W 46th St;;New York;NY;;;
Italian (Show All);US-NYC-8510;;New York;NY;;;
Italian (Show All);45 Tudor City Pl;;New York;NY;;;
Italian (Show All);135 E 62nd St;;New York;NY;;;
Italian (Show All);501 W 51st St;;New York;NY;;;
Italian (Show All);2315 Broadway;;New York;NY;;;
Jamba Juice;1026 3rd Ave;;New York;NY;;;
Jamba Juice;2341 Broadway;;New York;NY;;;
Jimmy Sung's;219 E 44th St;;New York;NY;;;
Jojo;160 E 64th St;;New York;NY;;;
Jovia;135 E 62nd St;;New York;NY;;;
KFC;301 W 125th St;;New York;NY;;;
KFC;1 Pennsylvania Plaza;;New York;NY;;;
KFC;1402 2nd Ave;;New York;NY;;;
Kai;22 Madison Ave;;New York;NY;;;
Krispy Kreme;141 W 72nd St;;New York;NY;;;
L'Impero Restaurant;45 Tudor City Pl;;New York;NY;;;
La Goulue Restaurant;746 Madison Ave;;New York;NY;;;
La Grolla Ristorante;413 Amsterdam Ave;;New York;NY;;;
La Rivista;313 W 46th St;;New York;NY;;;
La Rosita;2809 Broadway;Upper West Side;New York;NY;Caribbean;;(212-663-7804)
Lasaro's;29 E 30th St;;New York;NY;;;
Latin, Cuban, Spanish (Show All);1022A Lexington Ave;;New York;NY;;;
Latin, Cuban, Spanish (Show All);324 Bowery;;New York;NY;;;
Le Figaro Cafe;184 Bleecker St;;New York;NY;;;
Lenny's Sub Shop;60 W 48th St;;New York;NY;;;
Lenox Room;1278 3rd Ave;;New York;NY;;;
Lotus;409 W 14th St;;New York;NY;;;
MR CHOW;324 E 57th St;;New York;NY;;;
Maggie Moo's;1437 2nd Ave;;New York;NY;;;
Manhattan Sky;Park Avenue at Grand Central;;New York;NY;;;
Maria Pia Restaurant;319 W 51st St;;New York;NY;;;
Marichu Restaurant & Tapas Bar;342 E 46th St;;New York;NY;;;
Marseille Restaurant;630 9th Ave;;New York;NY;;;
Mary Ann's;1503 2nd Ave;;New York;NY;;;
Maya New York;1191 1st Avenue;;New York;NY;;;
McDonald's;New York;;New York;NY;;;
McDonald's;2271 Broadway;;New York;NY;;;
McDonald's;39 Union Square W;;New York;NY;;;
McDonald's;969 1st Avenue;;New York;NY;;;
McDonald's;215 W 125th St;;New York;NY;;;
McDonald's;136 W 3rd St;;New York;NY;;;
McDonald's;638 Columbus Ave;;New York;NY;;;
McDonald's;354 W 125th St;;New York;NY;;;
McDonald's;444 Malcolm X Blvd #132Nd;;New York;NY;;;
McDonald's;600 W 125th St;;New York;NY;;;
McDonald's;688 8th Ave;;New York;NY;;;
McDonald's;79 W 125th St;;New York;NY;;;
Mesa Grill Restaurant;102 5th Ave;;New York;NY;;;
Mima's CubanFusion;2056 2nd Ave;;New York;NY;;;
Mindy's Restaurant;212 E 42nd St;;New York;NY;;;
Monica's Gourmet Deli;1603 2nd Ave;;New York;NY;;;
Murals on 54;65 W 54th St;;New York;NY;;;
Nacho Mama's Burritos;2867 Broadway;;New York;NY;;;
Nathan's Famous;100 W 33rd St;;New York;NY;;;
Nathan's Famous;705 8th Ave;;New York;NY;;;
Nespresso Boutique Bar;761 Madison Ave;;New York;NY;;;
Nicole's Restaurant;10 E 60th St;Chinatown/Little Italy;New York;NY;Chinese;;(212-406-9776)
Nirvana;30 Central Park S;;New York;NY;;;
North West Restaurant;392 Columbus Ave;;New York;NY;;;
ONE c.p.s.;One Central Park South;;New York;NY;;;
Pampano Restaurant;209 E 49th St;;New York;NY;;;
Paola's Restaurant;245 E 84th St;;New York;NY;;;
Papa John's;765 8th Ave;;New York;NY;;;
Papillon Bistro and Bar;22 E 54th St;;New York;NY;;;
Park East Grill;1564 2nd Ave;Upper East Side;New York;NY;Jewish;$;
Perilla Restaurant;9 Jones St;;New York;NY;;;
Philippe;35 E 60th St;;New York;NY;;;
Picasso;303 E 56th St;Midtown East;New York;NY;;;
Piccolino;8 E 36th St;;New York;NY;;;
Plantain;20 W 38th St;;New York;NY;;;
Popeyes Chicken & Biscuits;1558 3rd Ave;;New York;NY;;;
R & G Deli;348 W 36th St;;New York;NY;;;
Rain West;100 W 82nd St;Upper West Side;New York;NY;Asian;$$;
Red Lobster;Five Times Square;;New York;NY;;;
Rene Pujol Restaurant;321 W 51st St;;New York;NY;;;
Restaurant Carlyle;35 E 76th St;;New York;NY;;;
Rosa Mexicano Lincoln Center;61 Columbus Ave;Upper West Side;New York;NY;;;
Sakagura Restaurant;211 E 43rd St;;New York;NY;;;
San Luigi's;311 Amsterdam Ave;;New York;NY;;;
Sapphire Restaurant;1845 Broadway;;New York;NY;;;
Scaletta Restaurant;50 W 77th St;;New York;NY;;;
Sea Grill;19 W 49th St;Midtown West;New York;NY;Seafood;$$$$;
Serafina's;210 W 55th St;;New York;NY;;;
Shrimp Box;62 W 125th St;;New York;NY;;;
Smoke Jazz Club;2751 Broadway;;New York;NY;;;
Solo Restaurant;550 Madison Ave;;New York;NY;;;
Son Cubano Restaurant;405 W 14th St;;New York;NY;;;
Star Diner;839 7th Ave;;New York;NY;;;
Starbucks;152-154 Columbus Ave;;New York;NY;;;
Starbucks;1460 Broadway;;New York;NY;;;
Starbucks Coffee;875 6th Ave;;New York;NY;;;
Starbucks Coffee;21 E 8th St;;New York;NY;;;
Starbucks Coffee;195 Broadway;;New York;NY;;;
Starbucks Coffee;1128 3rd Ave;;New York;NY;;;
Starbucks Coffee;10 Union Square E;;New York;NY;;;
Starbucks Coffee;1 Pennsylvania Plaza;;New York;NY;;;
Starbucks Coffee;3 Park Avenue;;New York;NY;;;
Starbucks Coffee;540 Columbus Ave;;New York;NY;;;
Starbucks Coffee;455 Main St;;New York;NY;;;
Starbucks Coffee;233 Broadway;;New York;NY;;;
Starbucks Coffee;76 9th Ave;;New York;NY;;;
Starbucks Coffee;750 6th Ave;;New York;NY;;;
Starbucks Coffee;2929 Broadway;;New York;NY;;;
Starbucks Coffee;79 Washington Square E;;New York;NY;;;
Starbucks Coffee;72 Grove St;;New York;NY;;;
Starbucks Coffee;2 Broadway;;New York;NY;;;
Starbucks Coffee;725 5th Ave;;New York;NY;;;
Starbucks Coffee;2252 Broadway;;New York;NY;;;
Starbucks Coffee;77 W 125th St;;New York;NY;;;
